anchor_step,partition_age,method,mode,n_cells,within_variance_v48,predicted_rmse_v48,observed_rmse_v48,sign_error_v48,cross_block_regret_v48,selected_regret_v48,false_authorization_v48
600,1,balanced_kmeans,fresh,9,6.142953338603e-6,2.475876821703e-4,2.482046989634e-4,2.335785179981e-1,3.015445128219e-4,3.278145308817e-4,1.006944444444e-1
600,1,balanced_kmeans,stale_reuse,9,6.127237453568e-6,2.473382510181e-4,2.478438378436e-4,2.337229619698e-1,3.046726385578e-4,3.305904517608e-4,9.982638888889e-2
600,1,hash_placebo_00,placebo_component,9,1.195249758602e-5,3.493108017142e-4,3.550577170259e-4,2.844208483827e-1,3.517398955418e-4,3.890875230099e-4,1.397569444444e-1
600,1,hash_placebo_01,placebo_component,9,1.168854907210e-5,3.454254246839e-4,3.443383869957e-4,2.795669620110e-1,3.392804825165e-4,3.692156159190e-4,1.293402777778e-1
600,1,hash_placebo_02,placebo_component,9,1.193556291346e-5,3.490555467950e-4,3.502774389831e-4,2.840278752165e-1,3.452742867868e-4,3.807521983727e-4,1.336805555556e-1
600,1,hash_placebo_03,placebo_component,9,1.169933253648e-5,3.453895301078e-4,3.459535098851e-4,2.842128283835e-1,3.690003062991e-4,4.057333814467e-4,1.605902777778e-1
600,1,hash_placebo_04,placebo_component,9,1.181737525199e-5,3.471899458452e-4,3.474320472558e-4,2.815861403117e-1,3.677486636380e-4,4.045865456186e-4,1.501736111111e-1
600,1,hash_placebo_05,placebo_component,9,1.208789704006e-5,3.514418313297e-4,3.515978383740e-4,2.856508674177e-1,3.491742636904e-4,3.836104786061e-4,1.354166666667e-1
600,1,hash_placebo_06,placebo_component,9,1.179636805036e-5,3.468433944498e-4,3.436775772724e-4,2.787548277360e-1,3.469783501280e-4,3.799304938402e-4,1.345486111111e-1
600,1,hash_placebo_07,placebo_component,9,1.172249254165e-5,3.459264871619e-4,3.501458740967e-4,2.847341900863e-1,3.510910324667e-4,3.851552992410e-4,1.362847222222e-1
600,1,hash_placebo_mean,fixed_placebos,9,1.183750937401e-5,3.475728702609e-4,3.485600487361e-4,2.828693174432e-1,3.525359101334e-4,3.872589420068e-4,1.399739583333e-1
600,1,nearest_centroid_quota_repair,fresh,9,6.262909627614e-6,2.499874300879e-4,2.510774596881e-4,2.359344105889e-1,3.142795658175e-4,3.436430407362e-4,1.059027777778e-1
600,1,nearest_centroid_quota_repair,stale_reuse,9,6.127237453568e-6,2.473382510181e-4,2.478438378436e-4,2.337229619698e-1,3.046726385578e-4,3.305904517608e-4,9.982638888889e-2
600,1,projected_order_1d,fresh,9,7.917514313205e-6,2.817902418124e-4,2.823565154386e-4,2.569831753731e-1,3.155156287878e-4,3.443377481386e-4,9.895833333333e-2
600,1,projected_order_1d,stale_reuse,9,7.925088488037e-6,2.819432759113e-4,2.831144453937e-4,2.575701316589e-1,3.237157054367e-4,3.537651036104e-4,1.145833333333e-1
600,1,warm_start_balanced_kmeans,fresh,9,6.127900475983e-6,2.473368021989e-4,2.480445773566e-4,2.334984066816e-1,3.022842273539e-4,3.277601334333e-4,9.809027777778e-2
600,1,warm_start_balanced_kmeans,stale_reuse,9,6.127237453568e-6,2.473382510181e-4,2.478438378436e-4,2.337229619698e-1,3.046726385578e-4,3.305904517608e-4,9.982638888889e-2
600,10,balanced_kmeans,fresh,9,6.136942530580e-6,2.477796894908e-4,2.480679934923e-4,2.363082519333e-1,3.434776459162e-4,3.738821136390e-4,1.336805555556e-1
600,10,balanced_kmeans,stale_reuse,9,6.120156412419e-6,2.475971277948e-4,2.473656135396e-4,2.352590415243e-1,3.524597461997e-4,3.830188539935e-4,1.258680555556e-1
600,10,hash_placebo_00,placebo_component,9,1.201693396545e-5,3.502805745160e-4,3.469996861235e-4,2.825155696082e-1,3.693119644971e-4,4.101805307839e-4,1.519097222222e-1
600,10,hash_placebo_01,placebo_component,9,1.175361187169e-5,3.464004665461e-4,3.473899816826e-4,2.832810741990e-1,3.862422110130e-4,4.256846270732e-4,1.666666666667e-1
600,10,hash_placebo_02,placebo_component,9,1.196737962594e-5,3.495574852878e-4,3.504659492189e-4,2.841204793993e-1,3.802712040126e-4,4.252000720574e-4,1.692708333333e-1
600,10,hash_placebo_03,placebo_component,9,1.174021911198e-5,3.460308794063e-4,3.490638354545e-4,2.812362701517e-1,3.812979897398e-4,4.175530108289e-4,1.527777777778e-1
600,10,hash_placebo_04,placebo_component,9,1.189187984609e-5,3.483444974671e-4,3.484233595868e-4,2.838792624510e-1,3.681048917085e-4,4.033419923985e-4,1.571180555556e-1
600,10,hash_placebo_05,placebo_component,9,1.214899707495e-5,3.523706059518e-4,3.578099292972e-4,2.878632601570e-1,3.856160778527e-4,4.228398499623e-4,1.562500000000e-1
600,10,hash_placebo_06,placebo_component,9,1.184059047565e-5,3.475672546695e-4,3.479982588056e-4,2.821556502760e-1,3.808758713435e-4,4.176459565617e-4,1.510416666667e-1
600,10,hash_placebo_07,placebo_component,9,1.176412367709e-5,3.466276718583e-4,3.475963177182e-4,2.819004826685e-1,3.686782421204e-4,4.037868565983e-4,1.501736111111e-1
600,10,hash_placebo_mean,fixed_placebos,9,1.189046695611e-5,3.483974294629e-4,3.494684147359e-4,2.833690061138e-1,3.775498065359e-4,4.157791120330e-4,1.569010416667e-1
600,10,nearest_centroid_quota_repair,fresh,9,6.255937474192e-6,2.502041673810e-4,2.506468446604e-4,2.398698398092e-1,3.445566719308e-4,3.731786604522e-4,1.180555555556e-1
600,10,nearest_centroid_quota_repair,stale_reuse,9,6.120156412419e-6,2.475971277948e-4,2.473656135396e-4,2.352590415243e-1,3.524597461997e-4,3.830188539935e-4,1.258680555556e-1
600,10,projected_order_1d,fresh,9,8.085512684157e-6,2.849316784541e-4,2.849689199350e-4,2.560457645270e-1,3.315033495307e-4,3.551090590844e-4,1.067708333333e-1
600,10,projected_order_1d,stale_reuse,9,8.025214830569e-6,2.838180432346e-4,2.848437074752e-4,2.559972635459e-1,3.392389624839e-4,3.652784712212e-4,1.163194444444e-1
600,10,warm_start_balanced_kmeans,fresh,9,6.133684590706e-6,2.477976234144e-4,2.468390532374e-4,2.356185694110e-1,3.435505558846e-4,3.764260472333e-4,1.328125000000e-1
600,10,warm_start_balanced_kmeans,stale_reuse,9,6.120156412419e-6,2.475971277948e-4,2.473656135396e-4,2.352590415243e-1,3.524597461997e-4,3.830188539935e-4,1.258680555556e-1
600,25,balanced_kmeans,fresh,9,6.332919293851e-6,2.519569833900e-4,2.519455185741e-4,2.240519001405e-1,3.252096823307e-4,3.509082550350e-4,1.128472222222e-1
600,25,balanced_kmeans,stale_reuse,9,6.368203251843e-6,2.527582451630e-4,2.544047850287e-4,2.277913084569e-1,3.420794983957e-4,3.661379112629e-4,1.111111111111e-1
600,25,hash_placebo_00,placebo_component,9,1.250447043962e-5,3.579630894800e-4,3.573623421775e-4,2.761877699155e-1,3.738515407338e-4,4.047184616315e-4,1.501736111111e-1
600,25,hash_placebo_01,placebo_component,9,1.218668984293e-5,3.533046110148e-4,3.550341031185e-4,2.772415056590e-1,3.774356654179e-4,4.129666808586e-4,1.571180555556e-1
600,25,hash_placebo_02,placebo_component,9,1.244104501707e-5,3.570369495748e-4,3.578284746520e-4,2.783917115687e-1,3.763543999177e-4,4.121697013467e-4,1.449652777778e-1
600,25,hash_placebo_03,placebo_component,9,1.215845898098e-5,3.527880305736e-4,3.502685486725e-4,2.774535114559e-1,3.655082506068e-4,4.004073569875e-4,1.493055555556e-1
600,25,hash_placebo_04,placebo_component,9,1.238592247130e-5,3.560732988928e-4,3.578090228610e-4,2.757346098982e-1,3.747022811667e-4,4.046415780792e-4,1.414930555556e-1
600,25,hash_placebo_05,placebo_component,9,1.262951338527e-5,3.598465207910e-4,3.613511329830e-4,2.737236932841e-1,3.763477962517e-4,4.084219383438e-4,1.432291666667e-1
600,25,hash_placebo_06,placebo_component,9,1.228145933412e-5,3.546211054251e-4,3.560131575798e-4,2.792302055985e-1,3.849219076737e-4,4.202357507464e-4,1.519097222222e-1
600,25,hash_placebo_07,placebo_component,9,1.223939067872e-5,3.541016813363e-4,3.531418650181e-4,2.771652557166e-1,3.890437425462e-4,4.214679941135e-4,1.432291666667e-1
600,25,hash_placebo_mean,fixed_placebos,9,1.235336876875e-5,3.557169108861e-4,3.561010808828e-4,2.768910328871e-1,3.772706980393e-4,4.106286827634e-4,1.476779513889e-1
600,25,nearest_centroid_quota_repair,fresh,9,6.499689435796e-6,2.553090515837e-4,2.531648998857e-4,2.289570813831e-1,3.233328549971e-4,3.483248831366e-4,1.024305555556e-1
600,25,nearest_centroid_quota_repair,stale_reuse,9,6.368203251843e-6,2.527582451630e-4,2.544047850287e-4,2.277913084569e-1,3.420794983957e-4,3.661379112629e-4,1.111111111111e-1
600,25,projected_order_1d,fresh,9,8.403591864640e-6,2.910818282272e-4,2.893289211232e-4,2.535259141069e-1,3.679047996551e-4,3.940617674672e-4,1.276041666667e-1
600,25,projected_order_1d,stale_reuse,9,8.355647254483e-6,2.901962000453e-4,2.889957050388e-4,2.500291682041e-1,3.586696091822e-4,3.858094207641e-4,1.241319444444e-1
600,25,warm_start_balanced_kmeans,fresh,9,6.349468926674e-6,2.523588286801e-4,2.529407998116e-4,2.277868180645e-1,3.239515326783e-4,3.469333279871e-4,9.982638888889e-2
600,25,warm_start_balanced_kmeans,stale_reuse,9,6.368203251843e-6,2.527582451630e-4,2.544047850287e-4,2.277913084569e-1,3.420794983957e-4,3.661379112629e-4,1.111111111111e-1
600,50,balanced_kmeans,fresh,9,6.622308145447e-6,2.576358909310e-4,2.563053046843e-4,2.284607180505e-1,3.318315041254e-4,3.570848772125e-4,1.093750000000e-1
600,50,balanced_kmeans,stale_reuse,9,6.622174911410e-6,2.577919548183e-4,2.564438967024e-4,2.299683540835e-1,3.112722458418e-4,3.366662503576e-4,1.067708333333e-1
600,50,hash_placebo_00,placebo_component,9,1.273366189072e-5,3.606400791682e-4,3.616779959202e-4,2.818051578368e-1,3.952891567478e-4,4.339576047456e-4,1.475694444444e-1
600,50,hash_placebo_01,placebo_component,9,1.244430658526e-5,3.564339767008e-4,3.543872460381e-4,2.773792245384e-1,3.823785569633e-4,4.191097520592e-4,1.467013888889e-1
600,50,hash_placebo_02,placebo_component,9,1.268203311363e-5,3.598926291317e-4,3.606334470216e-4,2.799603553157e-1,3.924809907687e-4,4.242507460466e-4,1.623263888889e-1
600,50,hash_placebo_03,placebo_component,9,1.246554752976e-5,3.566210722480e-4,3.636805257471e-4,2.802424034593e-1,3.908570829402e-4,4.275479994196e-4,1.701388888889e-1
600,50,hash_placebo_04,placebo_component,9,1.261855319894e-5,3.587925219697e-4,3.542005878121e-4,2.765268463791e-1,3.720046861599e-4,4.043314299046e-4,1.423611111111e-1
600,50,hash_placebo_05,placebo_component,9,1.289134324264e-5,3.629126696220e-4,3.588581084353e-4,2.788922426475e-1,3.842093033586e-4,4.173454214600e-4,1.414930555556e-1
600,50,hash_placebo_06,placebo_component,9,1.255260442742e-5,3.578168631162e-4,3.577086157921e-4,2.772998665822e-1,3.808818228615e-4,4.220792745077e-4,1.718750000000e-1
600,50,hash_placebo_07,placebo_component,9,1.251964428597e-5,3.575848333951e-4,3.590404369053e-4,2.768011119922e-1,3.851241628116e-4,4.231600884153e-4,1.649305555556e-1
600,50,hash_placebo_mean,fixed_placebos,9,1.261346178429e-5,3.588368306690e-4,3.587733704590e-4,2.786134010939e-1,3.854032203264e-4,4.214727895698e-4,1.559244791667e-1
600,50,nearest_centroid_quota_repair,fresh,9,6.837548138043e-6,2.618098775423e-4,2.616426792387e-4,2.349270123255e-1,3.298270942148e-4,3.533087027206e-4,1.032986111111e-1
600,50,nearest_centroid_quota_repair,stale_reuse,9,6.622174911410e-6,2.577919548183e-4,2.564438967024e-4,2.299683540835e-1,3.112722458418e-4,3.366662503576e-4,1.067708333333e-1
600,50,projected_order_1d,fresh,9,8.494437997889e-6,2.923180725312e-4,2.933795769652e-4,2.501516151962e-1,3.517055538167e-4,3.748477515079e-4,1.085069444444e-1
600,50,projected_order_1d,stale_reuse,9,8.509174486037e-6,2.927312447658e-4,2.950931801243e-4,2.545042874562e-1,3.709452350272e-4,3.987747858794e-4,1.310763888889e-1
600,50,warm_start_balanced_kmeans,fresh,9,6.612248394348e-6,2.575070222538e-4,2.564184320004e-4,2.306278391910e-1,3.225856383694e-4,3.495740638660e-4,1.111111111111e-1
600,50,warm_start_balanced_kmeans,stale_reuse,9,6.622174911410e-6,2.577919548183e-4,2.564438967024e-4,2.299683540835e-1,3.112722458418e-4,3.366662503576e-4,1.067708333333e-1
600,100,balanced_kmeans,fresh,9,7.465209294845e-6,2.741351597704e-4,2.712352196866e-4,2.427520596347e-1,2.955926787344e-4,3.350815564773e-4,1.223958333333e-1
600,100,balanced_kmeans,stale_reuse,9,7.492729424664e-6,2.750044366801e-4,2.757414763539e-4,2.456164519317e-1,3.150415175062e-4,3.548193307916e-4,1.345486111111e-1
600,100,hash_placebo_00,placebo_component,9,1.382446898398e-5,3.763600016268e-4,3.800291333387e-4,2.912005603176e-1,3.471084022439e-4,3.998870487697e-4,1.718750000000e-1
600,100,hash_placebo_01,placebo_component,9,1.350546922972e-5,3.720328131921e-4,3.753334714746e-4,2.874791816357e-1,3.437960715635e-4,3.907204607070e-4,1.640625000000e-1
600,100,hash_placebo_02,placebo_component,9,1.381868271913e-5,3.763384060565e-4,3.752564139147e-4,2.840853866699e-1,3.651759596855e-4,4.107369916532e-4,1.770833333333e-1
600,100,hash_placebo_03,placebo_component,9,1.353989352689e-5,3.723334828830e-4,3.717922194836e-4,2.860278628860e-1,3.468261811656e-4,3.975238940958e-4,1.692708333333e-1
600,100,hash_placebo_04,placebo_component,9,1.371438389571e-5,3.748406350367e-4,3.748791004918e-4,2.892314024609e-1,3.434065185412e-4,3.915906332380e-4,1.753472222222e-1
600,100,hash_placebo_05,placebo_component,9,1.397701597439e-5,3.785788391095e-4,3.808272478825e-4,2.892524990727e-1,3.393593848124e-4,3.869324256230e-4,1.605902777778e-1
600,100,hash_placebo_06,placebo_component,9,1.366831510368e-5,3.741117912102e-4,3.733819253458e-4,2.866992259301e-1,3.469755120026e-4,3.953971879124e-4,1.788194444444e-1
600,100,hash_placebo_07,placebo_component,9,1.359174845776e-5,3.732567370820e-4,3.704644278321e-4,2.842157135293e-1,3.455674451295e-4,3.931936951613e-4,1.710069444444e-1
600,100,hash_placebo_mean,fixed_placebos,9,1.370499723641e-5,3.747315882746e-4,3.752454924705e-4,2.872739790628e-1,3.472769343930e-4,3.957477921451e-4,1.710069444444e-1
600,100,nearest_centroid_quota_repair,fresh,9,7.721365713932e-6,2.790090592990e-4,2.798548800978e-4,2.465988280493e-1,3.014247646576e-4,3.381157901319e-4,1.206597222222e-1
600,100,nearest_centroid_quota_repair,stale_reuse,9,7.492729424664e-6,2.750044366801e-4,2.757414763539e-4,2.456164519317e-1,3.150415175062e-4,3.548193307916e-4,1.345486111111e-1
600,100,projected_order_1d,fresh,9,9.648073422493e-6,3.125642824702e-4,3.159837018930e-4,2.671472124125e-1,3.226470782940e-4,3.648188016222e-4,1.475694444444e-1
600,100,projected_order_1d,stale_reuse,9,9.512505693048e-6,3.100492664076e-4,3.121580625876e-4,2.670471552934e-1,3.288678819078e-4,3.703597972222e-4,1.414930555556e-1
600,100,warm_start_balanced_kmeans,fresh,9,7.461808514241e-6,2.742959717601e-4,2.744312450600e-4,2.427323209858e-1,3.090409814818e-4,3.459618529017e-4,1.328125000000e-1
600,100,warm_start_balanced_kmeans,stale_reuse,9,7.492729424664e-6,2.750044366801e-4,2.757414763539e-4,2.456164519317e-1,3.150415175062e-4,3.548193307916e-4,1.345486111111e-1
2400,0,balanced_kmeans,fresh,9,3.096504048318e-5,5.623018948626e-4,5.644612175991e-4,3.044964977941e-1,5.320759437016e-4,6.099040935601e-4,1.805555555556e-1
2400,0,balanced_kmeans,stale_reuse,9,3.096504048318e-5,5.623018948626e-4,5.644612175991e-4,3.044964977941e-1,5.320759437016e-4,6.099040935601e-4,1.805555555556e-1
2400,0,hash_placebo_00,placebo_component,9,4.120852929450e-5,6.500925096416e-4,6.501297310255e-4,3.275722916500e-1,5.313897284173e-4,6.170888226724e-4,2.022569444444e-1
2400,0,hash_placebo_01,placebo_component,9,4.077902884632e-5,6.464721129458e-4,6.492045665370e-4,3.258236056970e-1,5.624996394173e-4,6.463438440348e-4,2.074652777778e-1
2400,0,hash_placebo_02,placebo_component,9,4.120661757623e-5,6.500951332710e-4,6.464860025986e-4,3.239172007590e-1,5.474634316725e-4,6.425885267712e-4,2.187500000000e-1
2400,0,hash_placebo_03,placebo_component,9,4.086531769507e-5,6.470534442546e-4,6.513957693489e-4,3.261138067765e-1,5.709938387229e-4,6.678857778656e-4,2.317708333333e-1
2400,0,hash_placebo_04,placebo_component,9,4.108131322028e-5,6.489988522254e-4,6.492157332822e-4,3.278026827228e-1,5.528425700860e-4,6.578385540728e-4,2.291666666667e-1
2400,0,hash_placebo_05,placebo_component,9,4.143765664649e-5,6.519658815153e-4,6.544569804362e-4,3.272235292158e-1,5.725311751519e-4,6.650553003370e-4,2.135416666667e-1
2400,0,hash_placebo_06,placebo_component,9,4.088180113135e-5,6.471264327257e-4,6.474378485567e-4,3.282217284032e-1,5.676060985390e-4,6.574990903035e-4,2.178819444444e-1
2400,0,hash_placebo_07,placebo_component,9,4.081845253168e-5,6.468905902643e-4,6.519236779766e-4,3.281528854738e-1,5.761822742752e-4,6.731259510839e-4,2.274305555556e-1
2400,0,hash_placebo_mean,fixed_placebos,9,4.103483961774e-5,6.485868696055e-4,6.500312887202e-4,3.268534663373e-1,5.601885945353e-4,6.534282333926e-4,2.185329861111e-1
2400,0,nearest_centroid_quota_repair,fresh,9,3.237602309928e-5,5.747570437519e-4,5.788330455480e-4,3.090508871934e-1,5.396546407103e-4,6.372831873078e-4,2.126736111111e-1
2400,0,nearest_centroid_quota_repair,stale_reuse,9,3.237602309928e-5,5.747570437519e-4,5.788330455480e-4,3.090508871934e-1,5.396546407103e-4,6.372831873078e-4,2.126736111111e-1
2400,0,projected_order_1d,fresh,9,3.577726241319e-5,6.051734576462e-4,6.008532287332e-4,3.154422873948e-1,5.466722001684e-4,6.239817580374e-4,2.022569444444e-1
2400,0,projected_order_1d,stale_reuse,9,3.577726241319e-5,6.051734576462e-4,6.008532287332e-4,3.154422873948e-1,5.466722001684e-4,6.239817580374e-4,2.022569444444e-1
2400,0,warm_start_balanced_kmeans,fresh,9,3.093232592882e-5,5.619853518233e-4,5.599424828712e-4,2.996228107576e-1,5.266418916270e-4,6.093596950857e-4,1.953125000000e-1
2400,0,warm_start_balanced_kmeans,stale_reuse,9,3.093232592882e-5,5.619853518233e-4,5.599424828712e-4,2.996228107576e-1,5.266418916270e-4,6.093596950857e-4,1.953125000000e-1
2400,1,balanced_kmeans,fresh,9,3.095690755726e-5,5.618635124548e-4,5.616099316173e-4,3.034401620111e-1,5.619527305156e-4,6.496680703783e-4,2.239583333333e-1
2400,1,balanced_kmeans,stale_reuse,9,3.101086202688e-5,5.624156569960e-4,5.603172419916e-4,3.035210539452e-1,5.623670084319e-4,6.536204509164e-4,2.152777777778e-1
2400,1,hash_placebo_00,placebo_component,9,4.128215081246e-5,6.506714618311e-4,6.510346859181e-4,3.306531218627e-1,5.805989156053e-4,6.779924415278e-4,2.526041666667e-1
2400,1,hash_placebo_01,placebo_component,9,4.085026224590e-5,6.470653485137e-4,6.497313989794e-4,3.257743881961e-1,5.768554692932e-4,6.761704810213e-4,2.473958333333e-1
2400,1,hash_placebo_02,placebo_component,9,4.123377182223e-5,6.504064412559e-4,6.506031743058e-4,3.304184907444e-1,5.729955283466e-4,6.669770529486e-4,2.421875000000e-1
2400,1,hash_placebo_03,placebo_component,9,4.095613989493e-5,6.478233223966e-4,6.481597350582e-4,3.308085153163e-1,5.763734605855e-4,6.807230730877e-4,2.491319444444e-1
2400,1,hash_placebo_04,placebo_component,9,4.121163610222e-5,6.500765675345e-4,6.537374678366e-4,3.290734012669e-1,5.680874113069e-4,6.669655893126e-4,2.491319444444e-1
2400,1,hash_placebo_05,placebo_component,9,4.146014106388e-5,6.521862056446e-4,6.557577042736e-4,3.300613749137e-1,5.676225835687e-4,6.643880857740e-4,2.369791666667e-1
2400,1,hash_placebo_06,placebo_component,9,4.092942725330e-5,6.475122739201e-4,6.477773764252e-4,3.269523430523e-1,5.666358391976e-4,6.665956182623e-4,2.447916666667e-1
2400,1,hash_placebo_07,placebo_component,9,4.078820430401e-5,6.468053323155e-4,6.483713199141e-4,3.298289587968e-1,5.721244395039e-4,6.684038612777e-4,2.447916666667e-1
2400,1,hash_placebo_mean,fixed_placebos,9,4.108896668737e-5,6.490683691765e-4,6.506466078389e-4,3.291963242687e-1,5.726617059259e-4,6.710270254015e-4,2.458767361111e-1
2400,1,nearest_centroid_quota_repair,fresh,9,3.184252689997e-5,5.698823717223e-4,5.687451048267e-4,3.069772476697e-1,5.480865298875e-4,6.345929986917e-4,1.970486111111e-1
2400,1,nearest_centroid_quota_repair,stale_reuse,9,3.228744144698e-5,5.738071364465e-4,5.682750202954e-4,3.063875228830e-1,5.574976096899e-4,6.566346048888e-4,2.230902777778e-1
2400,1,projected_order_1d,fresh,9,3.543381059596e-5,6.024823630445e-4,5.990068293691e-4,3.166236018621e-1,5.229493185186e-4,6.153232842942e-4,2.126736111111e-1
2400,1,projected_order_1d,stale_reuse,9,3.546650955975e-5,6.025447370173e-4,6.003822941848e-4,3.173210300596e-1,5.318980745344e-4,6.214427675362e-4,2.074652777778e-1
2400,1,warm_start_balanced_kmeans,fresh,9,3.091826063366e-5,5.615737691550e-4,5.621689573859e-4,3.026766204336e-1,5.378560773313e-4,6.239681425402e-4,1.970486111111e-1
2400,1,warm_start_balanced_kmeans,stale_reuse,9,3.089644227154e-5,5.613710136226e-4,5.615326439842e-4,3.031266435653e-1,5.491182591530e-4,6.380646257104e-4,2.005208333333e-1
2400,10,balanced_kmeans,fresh,9,3.021006385747e-5,5.549964521746e-4,5.522986626142e-4,3.054702016040e-1,5.102384854201e-4,5.998158273388e-4,2.118055555556e-1
2400,10,balanced_kmeans,stale_reuse,9,3.030452696253e-5,5.559397644751e-4,5.537153860609e-4,3.069664710581e-1,5.066208314401e-4,6.079730628858e-4,2.074652777778e-1
2400,10,hash_placebo_00,placebo_component,9,4.021113298642e-5,6.417869296419e-4,6.378752948673e-4,3.343068398201e-1,5.443212090008e-4,6.541577551677e-4,2.508680555556e-1
2400,10,hash_placebo_01,placebo_component,9,3.988481036653e-5,6.390761270059e-4,6.402984516718e-4,3.329010811676e-1,5.407462837563e-4,6.423807154867e-4,2.222222222222e-1
2400,10,hash_placebo_02,placebo_component,9,4.025933541273e-5,6.422742916879e-4,6.474342361731e-4,3.307014789772e-1,5.362650957997e-4,6.339829950611e-4,2.317708333333e-1
2400,10,hash_placebo_03,placebo_component,9,4.003753948950e-5,6.400760385770e-4,6.396079103203e-4,3.308018328469e-1,5.467077090392e-4,6.392623844191e-4,2.352430555556e-1
2400,10,hash_placebo_04,placebo_component,9,4.014170971744e-5,6.410268842752e-4,6.385621044391e-4,3.291863639603e-1,5.330591634373e-4,6.285866099586e-4,2.248263888889e-1
2400,10,hash_placebo_05,placebo_component,9,4.054917335914e-5,6.445335518417e-4,6.494581298355e-4,3.299899094504e-1,5.525786391883e-4,6.510022204704e-4,2.387152777778e-1
2400,10,hash_placebo_06,placebo_component,9,4.002903076562e-5,6.399156688594e-4,6.411209401527e-4,3.256491906588e-1,5.203964419387e-4,6.163826399496e-4,2.135416666667e-1
2400,10,hash_placebo_07,placebo_component,9,3.990888897042e-5,6.392511564584e-4,6.346222567583e-4,3.288178253809e-1,5.585325150067e-4,6.619810988802e-4,2.413194444444e-1
2400,10,hash_placebo_mean,fixed_placebos,9,4.012770263348e-5,6.409925810434e-4,6.411224155273e-4,3.302943152828e-1,5.415758821459e-4,6.409670524242e-4,2.323133680556e-1
2400,10,nearest_centroid_quota_repair,fresh,9,3.126564584743e-5,5.647145821999e-4,5.593147261403e-4,3.093278937594e-1,5.154728746736e-4,6.223978054239e-4,2.152777777778e-1
2400,10,nearest_centroid_quota_repair,stale_reuse,9,3.166910108598e-5,5.681205520040e-4,5.633020445440e-4,3.087378413387e-1,5.185124482594e-4,6.181479958693e-4,2.135416666667e-1
