dataset_index,initialization_index,stream_seed,arm,hash_partition_id,evidence_round,slot_start,partition_epoch,partition_fingerprint,panel_fingerprint,proposal_fingerprint,verifier_examples,panel_ns,quota_valid
0,0,a303ea0000000001,projected_order_1d,,78,312,300,498e527c0abd7fed,1779ae444369dc32,473c77f83c3c8d13,48,1300,true
0,0,a303ea0000000001,projected_order_1d,,79,316,300,498e527c0abd7fed,b9dcedd2fce3c32e,72f49c40c762387d,48,1300,true
0,0,a303ea0000000001,projected_order_1d,,80,320,300,498e527c0abd7fed,e452cf7becdfebcd,40866187b6222874,48,1400,true
0,0,a303ea0000000001,projected_order_1d,,81,324,300,498e527c0abd7fed,d6f27c54b33df02c,d213d96ef7ac93c3,48,1300,true
0,0,a303ea0000000001,projected_order_1d,,82,328,300,498e527c0abd7fed,482111d13cc60c45,b2b303d325dea9f3,48,1300,true
0,0,a303ea0000000001,projected_order_1d,,83,332,300,498e527c0abd7fed,ce47f1c2d7d4cf06,9f29d09cd4e1091a,48,2100,true
0,0,a303ea0000000001,projected_order_1d,,84,336,300,498e527c0abd7fed,f517212222192298,d8860b5b0f138751,48,1300,true
0,0,a303ea0000000001,projected_order_1d,,85,340,300,498e527c0abd7fed,a5027ee9a1543412,ee263332714d098f,48,1200,true
0,0,a303ea0000000001,projected_order_1d,,86,344,300,498e527c0abd7fed,c030cf3b11299837,10cb3d108eb9960c,48,1300,true
0,0,a303ea0000000001,projected_order_1d,,87,348,300,498e527c0abd7fed,631fd269a291a82d,f81d1bcaed4629d1,48,1100,true
0,0,a303ea0000000001,projected_order_1d,,88,352,300,498e527c0abd7fed,9117e6636fa149af,f44135e8566e3209,48,1600,true
0,0,a303ea0000000001,projected_order_1d,,89,356,300,498e527c0abd7fed,333a26bd3504a1b8,f96ca78c6dd14d4a,48,1700,true
0,0,a303ea0000000001,projected_order_1d,,90,360,300,498e527c0abd7fed,a351cdc90683925a,11666d19e184901b,48,1200,true
0,0,a303ea0000000001,projected_order_1d,,91,364,300,498e527c0abd7fed,953e63479d3b00a7,5f682811b7c29457,48,1400,true
0,0,a303ea0000000001,projected_order_1d,,92,368,300,498e527c0abd7fed,88cbf6705a013d4c,591ac99e39ea84bf,48,1600,true
0,0,a303ea0000000001,projected_order_1d,,93,372,300,498e527c0abd7fed,afc491376af2a6f5,bed1b7a0d3eaef43,48,1300,true
0,0,a303ea0000000001,projected_order_1d,,94,376,300,498e527c0abd7fed,5de375cc49fe250a,cf38764188fc351c,48,1400,true
0,0,a303ea0000000001,projected_order_1d,,95,380,300,498e527c0abd7fed,2c72978f7f4b418d,0c29f1ea2212c722,48,1100,true
0,0,a303ea0000000001,projected_order_1d,,96,384,300,498e527c0abd7fed,db9175dd17d8e891,69ee5c80608dd5f6,48,1500,true
0,0,a303ea0000000001,projected_order_1d,,97,388,300,498e527c0abd7fed,e71344355a5ad9bd,6c9c93581d7d5b96,48,1500,true
0,0,a303ea0000000001,projected_order_1d,,98,392,300,498e527c0abd7fed,8c2afc9cb40a73ba,95bb6cab12ad65dd,48,1400,true
0,0,a303ea0000000001,projected_order_1d,,99,396,300,498e527c0abd7fed,a40265f9c5c68c07,411781bc1bcdd924,48,1500,true
0,0,a303ea0000000001,projected_order_1d,,100,400,400,c9fe4bf961697525,fe5860f3c65139dd,083bb09e4ebab225,48,1900,true
0,0,a303ea0000000001,projected_order_1d,,101,404,400,c9fe4bf961697525,c4d4a598cdf7b2c7,2849487321f8dc76,48,1700,true
0,0,a303ea0000000001,projected_order_1d,,102,408,400,c9fe4bf961697525,13fb75e18e10db11,149574a538fe011d,48,1200,true
0,0,a303ea0000000001,projected_order_1d,,103,412,400,c9fe4bf961697525,d30e80bcb909e0e7,5b2d9417f5222b97,48,1300,true
0,0,a303ea0000000001,projected_order_1d,,104,416,400,c9fe4bf961697525,fc7f50039d79f962,15c993c39194cd02,48,1600,true
0,0,a303ea0000000001,projected_order_1d,,105,420,400,c9fe4bf961697525,4b021faf4717591b,9a8833c6461a3197,48,1400,true
0,0,a303ea0000000001,projected_order_1d,,106,424,400,c9fe4bf961697525,d8459b4a196fac2d,ac97c0e42e9d6902,48,1300,true
0,0,a303ea0000000001,projected_order_1d,,107,428,400,c9fe4bf961697525,ba51f2921fbb1f57,ed049fb30cdf6747,48,1100,true
0,0,a303ea0000000001,projected_order_1d,,108,432,400,c9fe4bf961697525,b1ff16a8cf5fdd2d,c1f98dbb9338f351,48,1300,true
0,0,a303ea0000000001,projected_order_1d,,109,436,400,c9fe4bf961697525,ef03b2a6c5c307b8,6644c190825363fc,48,1400,true
0,0,a303ea0000000001,projected_order_1d,,110,440,400,c9fe4bf961697525,ef5790da938112c1,02dd1c2003cc5ceb,48,1100,true
0,0,a303ea0000000001,projected_order_1d,,111,444,400,c9fe4bf961697525,49bb646d0d46274f,85dc2fb57f802f61,48,1200,true
0,0,a303ea0000000001,projected_order_1d,,112,448,400,c9fe4bf961697525,498d1cac439ea04b,679ff6f9ae216b9f,48,1200,true
0,0,a303ea0000000001,projected_order_1d,,113,452,400,c9fe4bf961697525,a73669208d035511,a6b8dab8bbe3280b,48,1200,true
0,0,a303ea0000000001,projected_order_1d,,114,456,400,c9fe4bf961697525,e806922f45ec22f6,ad3e82a1e3be5795,48,2200,true
0,0,a303ea0000000001,projected_order_1d,,115,460,400,c9fe4bf961697525,56d963ce6f1995d8,9b48a902ebb8617d,48,1700,true
0,0,a303ea0000000001,projected_order_1d,,116,464,400,c9fe4bf961697525,d9062d4ade4eade4,cce9f7e782d3cae2,48,1400,true
0,0,a303ea0000000001,projected_order_1d,,117,468,400,c9fe4bf961697525,910c00b2e5f3c67e,83a872fe8f296cb3,48,1400,true
0,0,a303ea0000000001,projected_order_1d,,118,472,400,c9fe4bf961697525,4d09658d2162cd68,b7c47536bc771749,48,1400,true
0,0,a303ea0000000001,projected_order_1d,,119,476,400,c9fe4bf961697525,002c75d0e66408b5,8675d5ad92992605,48,1300,true
0,0,a303ea0000000001,projected_order_1d,,120,480,400,c9fe4bf961697525,6da19a3ee3ba6e0e,c935e2b25034e74b,48,1300,true
0,0,a303ea0000000001,projected_order_1d,,121,484,400,c9fe4bf961697525,696a454fb7acc662,7fb33163286cb25f,48,1200,true
0,0,a303ea0000000001,projected_order_1d,,122,488,400,c9fe4bf961697525,b4198070ff9730e3,865961146962bf1e,48,1900,true
0,0,a303ea0000000001,projected_order_1d,,123,492,400,c9fe4bf961697525,0bd44dbeb473e30b,ae36bf684082f0ad,48,1600,true
0,0,a303ea0000000001,projected_order_1d,,124,496,400,c9fe4bf961697525,da1634e085b6ffa6,069a4ba6d5cade54,48,2100,true
0,0,a303ea0000000001,projected_order_1d,,125,500,500,1d5ecb499d7f5a39,4d82ad99e2a86cc9,c3f664d89ae072bb,48,1900,true
0,0,a303ea0000000001,projected_order_1d,,126,504,500,1d5ecb499d7f5a39,da2b90ed0a7760fe,7028b87fe1266b99,48,1500,true
0,0,a303ea0000000001,projected_order_1d,,127,508,500,1d5ecb499d7f5a39,a46c5c359564426d,eaccb8d791f60733,48,1300,true
0,0,a303ea0000000001,projected_order_1d,,128,512,500,1d5ecb499d7f5a39,f56b70cee2da7276,d794761f1dd06334,48,1600,true
0,0,a303ea0000000001,projected_order_1d,,129,516,500,1d5ecb499d7f5a39,54aa5571dc7a5db0,c10a7e0d76c1e846,48,1400,true
0,0,a303ea0000000001,projected_order_1d,,130,520,500,1d5ecb499d7f5a39,d2f156683a83e5fb,b89727091ab6fda5,48,1300,true
0,0,a303ea0000000001,projected_order_1d,,131,524,500,1d5ecb499d7f5a39,935575df84a7e46e,fa39163bd2d5a113,48,1400,true
0,0,a303ea0000000001,projected_order_1d,,132,528,500,1d5ecb499d7f5a39,fe0be7170d918dac,15d7d05d83a66f02,48,1300,true
0,0,a303ea0000000001,projected_order_1d,,133,532,500,1d5ecb499d7f5a39,c8d08e407f59520b,34c1da8a718a0560,48,1800,true
0,0,a303ea0000000001,projected_order_1d,,134,536,500,1d5ecb499d7f5a39,1d73895153e40f5b,262966ea8bdbe462,48,1600,true
0,0,a303ea0000000001,projected_order_1d,,135,540,500,1d5ecb499d7f5a39,9e377952b6f39667,4fde88c23172e3ee,48,1400,true
0,0,a303ea0000000001,projected_order_1d,,136,544,500,1d5ecb499d7f5a39,65b119da9e29c90a,53d4431a6f93fa9a,48,1400,true
0,0,a303ea0000000001,projected_order_1d,,137,548,500,1d5ecb499d7f5a39,50400b44d1fcb8ac,8087b4a7cef42144,48,1200,true
0,0,a303ea0000000001,projected_order_1d,,138,552,500,1d5ecb499d7f5a39,2c90245defd981c4,04ed9959ce38fc7f,48,1300,true
0,0,a303ea0000000001,projected_order_1d,,139,556,500,1d5ecb499d7f5a39,80f843053284dcaa,ca94efa88f4cd390,48,1400,true
0,0,a303ea0000000001,projected_order_1d,,140,560,500,1d5ecb499d7f5a39,9f01d0718d5181da,465446a239ec0894,48,1300,true
0,0,a303ea0000000001,projected_order_1d,,141,564,500,1d5ecb499d7f5a39,64a40cc827c7e0e2,af10ba76eba715cb,48,1400,true
0,0,a303ea0000000001,projected_order_1d,,142,568,500,1d5ecb499d7f5a39,d89888d7c1f5d982,3cee09f52990d148,48,1500,true
0,0,a303ea0000000001,projected_order_1d,,143,572,500,1d5ecb499d7f5a39,ed875ec1f0a63112,894f6166ea944822,48,1300,true
0,0,a303ea0000000001,projected_order_1d,,144,576,500,1d5ecb499d7f5a39,dd95dadf6a67d851,9cb7c3a01e3f9a9d,48,1500,true
0,0,a303ea0000000001,projected_order_1d,,145,580,500,1d5ecb499d7f5a39,5a792c5f90b2f675,e7fbf349161a9b86,48,1400,true
0,0,a303ea0000000001,projected_order_1d,,146,584,500,1d5ecb499d7f5a39,7ecfe116b6532a90,ca80bc95742eada7,48,1200,true
0,0,a303ea0000000001,projected_order_1d,,147,588,500,1d5ecb499d7f5a39,4ef7b6cd1ab7538a,9397811a9edad38d,48,2200,true
0,0,a303ea0000000001,projected_order_1d,,148,592,500,1d5ecb499d7f5a39,74324eaf9f7fdccc,b91df3c48a02bdfc,48,1700,true
0,0,a303ea0000000001,projected_order_1d,,149,596,500,1d5ecb499d7f5a39,9ad8ca3611166ab0,ea7cf7b342553893,48,1600,true
0,0,a303ea0000000001,projected_order_1d,,150,600,600,18c2c9c4f3af94cd,c06070a4757c9426,a180da30bcae3262,48,1600,true
0,0,a303ea0000000001,projected_order_1d,,151,604,600,18c2c9c4f3af94cd,2f3c2aae643fe3d4,b91181c88721bbff,48,1700,true
0,0,a303ea0000000001,projected_order_1d,,152,608,600,18c2c9c4f3af94cd,74f369b95d0deeab,7b27487a546ea5e0,48,1300,true
0,0,a303ea0000000001,projected_order_1d,,153,612,600,18c2c9c4f3af94cd,d2db4846c035df98,4c59a84aef7eddcc,48,1900,true
0,0,a303ea0000000001,projected_order_1d,,154,616,600,18c2c9c4f3af94cd,d5b01bcd9a7a33b7,664eca8e5302ac51,48,1400,true
0,0,a303ea0000000001,projected_order_1d,,155,620,600,18c2c9c4f3af94cd,cfebe3d178b7f29c,ba2a53354e93e831,48,1300,true
0,0,a303ea0000000001,projected_order_1d,,156,624,600,18c2c9c4f3af94cd,97f517c9a91da1e2,ee33fe28e9abd03e,48,1200,true
0,0,a303ea0000000001,projected_order_1d,,157,628,600,18c2c9c4f3af94cd,3032b05abf8d6b69,5db368c70ec125e8,48,1100,true
0,0,a303ea0000000001,projected_order_1d,,158,632,600,18c2c9c4f3af94cd,5d1e571623924326,a4169460f9fa612b,48,1200,true
0,0,a303ea0000000001,projected_order_1d,,159,636,600,18c2c9c4f3af94cd,fae668166c21fd35,fd8a26ab8ff5e9d9,48,1000,true
0,0,a303ea0000000001,projected_order_1d,,160,640,600,18c2c9c4f3af94cd,6349ca36981d578e,8d09cc8d1b2899b8,48,2200,true
0,0,a303ea0000000001,projected_order_1d,,161,644,600,18c2c9c4f3af94cd,36ec5fe1de12283d,c0e3be8b03ea9286,48,3200,true
0,0,a303ea0000000001,projected_order_1d,,162,648,600,18c2c9c4f3af94cd,4f404268e9c9574d,9d62573ad19d23b8,48,2300,true
0,0,a303ea0000000001,projected_order_1d,,163,652,600,18c2c9c4f3af94cd,a83bffb0566eab37,99792ff742c064c6,48,1800,true
0,0,a303ea0000000001,projected_order_1d,,164,656,600,18c2c9c4f3af94cd,c526b9547617dc7e,38dc08ffcbc77430,48,2000,true
0,0,a303ea0000000001,projected_order_1d,,165,660,600,18c2c9c4f3af94cd,437cbad11968cacd,aa0c4677998fbe73,48,1800,true
0,0,a303ea0000000001,projected_order_1d,,166,664,600,18c2c9c4f3af94cd,fc01c1dd7f5413c8,a1dd4dbdc115b1f5,48,1400,true
0,0,a303ea0000000001,projected_order_1d,,167,668,600,18c2c9c4f3af94cd,80ff01b896b46f2d,5f27d0c6637c20f3,48,1400,true
0,0,a303ea0000000001,projected_order_1d,,168,672,600,18c2c9c4f3af94cd,5ab8c2a8c7c455e3,e41b1c7d43f3228d,48,1400,true
0,0,a303ea0000000001,projected_order_1d,,169,676,600,18c2c9c4f3af94cd,4a05a7488282120b,1bc519df122e2969,48,1500,true
0,0,a303ea0000000001,projected_order_1d,,170,680,600,18c2c9c4f3af94cd,3a5423efc59fa779,a4423a8cc192ad89,48,1500,true
0,0,a303ea0000000001,projected_order_1d,,171,684,600,18c2c9c4f3af94cd,d919685cff62ef7e,a7dc0292ad7bc72b,48,1500,true
0,0,a303ea0000000001,projected_order_1d,,172,688,600,18c2c9c4f3af94cd,581479beb0cb1b34,30502899fa94ccba,48,1400,true
0,0,a303ea0000000001,projected_order_1d,,173,692,600,18c2c9c4f3af94cd,bd3e53c33ee39eb0,9277b92e3d56d6ea,48,1500,true
0,0,a303ea0000000001,projected_order_1d,,174,696,600,18c2c9c4f3af94cd,650e90b4f7c02177,7712afaa4a5f720e,48,1300,true
0,0,a303ea0000000001,projected_order_1d,,175,700,700,4888a5b742cf758d,7c1dea20df3b7db7,4412e0a1833701b5,48,1900,true
0,0,a303ea0000000001,projected_order_1d,,176,704,700,4888a5b742cf758d,820b72aa002e26cd,f2c02489de021ed9,48,1400,true
0,0,a303ea0000000001,projected_order_1d,,177,708,700,4888a5b742cf758d,e84a13982a001bbf,5d418071985c0239,48,1800,true
0,0,a303ea0000000001,projected_order_1d,,178,712,700,4888a5b742cf758d,00d0322ba6f08f83,99a4c885fe159d50,48,1500,true
0,0,a303ea0000000001,projected_order_1d,,179,716,700,4888a5b742cf758d,fa4c1afc5be4bc87,77d32a2fa9d83841,48,2400,true
0,0,a303ea0000000001,projected_order_1d,,180,720,700,4888a5b742cf758d,e95a8930cff55597,b00c10064a0728c9,48,1500,true
0,0,a303ea0000000001,projected_order_1d,,181,724,700,4888a5b742cf758d,20bb34f67dbe5744,56ee394c7d965cce,48,1100,true
0,0,a303ea0000000001,projected_order_1d,,182,728,700,4888a5b742cf758d,d755aea8c38aa88e,3fccea47869d82ec,48,1900,true
0,0,a303ea0000000001,projected_order_1d,,183,732,700,4888a5b742cf758d,a09f515feb4e25df,07c5d6eeeade2959,48,1600,true
0,0,a303ea0000000001,projected_order_1d,,184,736,700,4888a5b742cf758d,2072c02291befeea,bf335b103b5c9d05,48,1300,true
0,0,a303ea0000000001,projected_order_1d,,185,740,700,4888a5b742cf758d,e477cc2346694d41,9ecd8e02b8448127,48,1200,true
0,0,a303ea0000000001,projected_order_1d,,186,744,700,4888a5b742cf758d,3c96a84fe885ec97,d5ca3eb9513f173b,48,1400,true
0,0,a303ea0000000001,projected_order_1d,,187,748,700,4888a5b742cf758d,2b93443b25e094ee,e9c73f995656c623,48,1400,true
0,0,a303ea0000000001,projected_order_1d,,188,752,700,4888a5b742cf758d,47b48cceed6099b1,2e5acc7a84c2bdc6,48,1700,true
0,0,a303ea0000000001,projected_order_1d,,189,756,700,4888a5b742cf758d,889358fb051cb671,d157619660881983,48,2200,true
0,0,a303ea0000000001,projected_order_1d,,190,760,700,4888a5b742cf758d,55877d8d341dfc36,6b664708e8327d6b,48,1900,true
0,0,a303ea0000000001,projected_order_1d,,191,764,700,4888a5b742cf758d,9e6e0ef62bdc9bd1,ae153794d0c67c0e,48,1300,true
0,0,a303ea0000000001,projected_order_1d,,192,768,700,4888a5b742cf758d,f317515a276c4115,6bea976d3b547f3b,48,1800,true
0,0,a303ea0000000001,projected_order_1d,,193,772,700,4888a5b742cf758d,851ff7f1f2d0404c,5bae8e49cd54ac60,48,1500,true
0,0,a303ea0000000001,projected_order_1d,,194,776,700,4888a5b742cf758d,b3d94a0d912c319b,829126a09ebea6db,48,1300,true
0,0,a303ea0000000001,projected_order_1d,,195,780,700,4888a5b742cf758d,f4cb4caf0133c561,4ad83fbccf2dc6df,48,1400,true
0,0,a303ea0000000001,projected_order_1d,,196,784,700,4888a5b742cf758d,87c6cc4f7468d403,0f80f159caf23c74,48,1200,true
0,0,a303ea0000000001,projected_order_1d,,197,788,700,4888a5b742cf758d,efedff89c9170e0a,c0d0f04420fb2ff3,48,1600,true
