spec,seed,commit,train_loss,validation_loss,train_accuracy,validation_accuracy
p16_v16_cell_weighted,1111222233334444,4050,0.338453323,0.421271056,0.906250,0.854167
p16_v16_cell_weighted,1111222233334444,4100,0.347089320,0.418354869,0.885417,0.875000
p16_v16_cell_weighted,1111222233334444,4150,0.339639813,0.414517999,0.885417,0.895833
p16_v16_cell_weighted,1111222233334444,4200,0.345352530,0.427112579,0.906250,0.895833
p16_v16_cell_weighted,1111222233334444,4250,0.341069251,0.434175521,0.895833,0.895833
p16_v16_cell_weighted,1111222233334444,4300,0.333776236,0.417902321,0.895833,0.895833
p16_v16_cell_weighted,1111222233334444,4350,0.330577463,0.412126690,0.885417,0.875000
p16_v16_cell_weighted,1111222233334444,4400,0.327809304,0.414857537,0.885417,0.895833
p16_v16_cell_weighted,1111222233334444,4450,0.331255883,0.410119921,0.906250,0.875000
p16_v16_cell_weighted,1111222233334444,4500,0.330934763,0.437456697,0.906250,0.895833
p16_v16_cell_weighted,1111222233334444,4550,0.329037756,0.433299989,0.927083,0.875000
p16_v16_cell_weighted,1111222233334444,4600,0.328093559,0.418679327,0.927083,0.875000
p16_v16_cell_weighted,1111222233334444,4650,0.327151567,0.436809391,0.895833,0.895833
p16_v16_cell_weighted,1111222233334444,4700,0.327396601,0.434729785,0.906250,0.937500
p16_v16_cell_weighted,1111222233334444,4750,0.330993563,0.446179658,0.906250,0.833333
p16_v16_cell_weighted,1111222233334444,4800,0.331603050,0.442302585,0.895833,0.854167
p16_v16_margin_weighted,2b7e151628aed2a6,50,1.095107198,1.096137404,0.385417,0.312500
p16_v16_margin_weighted,2b7e151628aed2a6,100,1.087050796,1.089247465,0.447917,0.437500
p16_v16_margin_weighted,2b7e151628aed2a6,150,1.079756618,1.082917094,0.479167,0.437500
p16_v16_margin_weighted,2b7e151628aed2a6,200,1.073561430,1.077220917,0.468750,0.437500
p16_v16_margin_weighted,2b7e151628aed2a6,250,1.064812303,1.068458557,0.458333,0.437500
p16_v16_margin_weighted,2b7e151628aed2a6,300,1.058074236,1.064002514,0.489583,0.479167
p16_v16_margin_weighted,2b7e151628aed2a6,350,1.046143651,1.051517606,0.489583,0.437500
p16_v16_margin_weighted,2b7e151628aed2a6,400,1.035268188,1.040097237,0.489583,0.500000
p16_v16_margin_weighted,2b7e151628aed2a6,450,1.028498292,1.033260703,0.479167,0.520833
p16_v16_margin_weighted,2b7e151628aed2a6,500,1.018262982,1.027737260,0.468750,0.479167
p16_v16_margin_weighted,2b7e151628aed2a6,550,1.009363294,1.021417975,0.479167,0.458333
p16_v16_margin_weighted,2b7e151628aed2a6,600,1.000254154,1.011652708,0.489583,0.458333
p16_v16_margin_weighted,2b7e151628aed2a6,650,0.986669242,0.996645987,0.479167,0.479167
p16_v16_margin_weighted,2b7e151628aed2a6,700,0.977283478,0.989676297,0.479167,0.479167
p16_v16_margin_weighted,2b7e151628aed2a6,750,0.963947237,0.974097073,0.489583,0.479167
p16_v16_margin_weighted,2b7e151628aed2a6,800,0.951875746,0.963064969,0.489583,0.479167
p16_v16_margin_weighted,2b7e151628aed2a6,850,0.936537445,0.948184788,0.500000,0.500000
p16_v16_margin_weighted,2b7e151628aed2a6,900,0.922811210,0.936395109,0.489583,0.479167
p16_v16_margin_weighted,2b7e151628aed2a6,950,0.914105415,0.921153307,0.510417,0.500000
p16_v16_margin_weighted,2b7e151628aed2a6,1000,0.894394457,0.910766900,0.520833,0.500000
p16_v16_margin_weighted,2b7e151628aed2a6,1050,0.877577066,0.893103659,0.572917,0.562500
p16_v16_margin_weighted,2b7e151628aed2a6,1100,0.863566339,0.879891872,0.572917,0.562500
p16_v16_margin_weighted,2b7e151628aed2a6,1150,0.845043182,0.860461533,0.625000,0.583333
p16_v16_margin_weighted,2b7e151628aed2a6,1200,0.827246189,0.843677998,0.666667,0.604167
p16_v16_margin_weighted,2b7e151628aed2a6,1250,0.808208227,0.823783696,0.656250,0.604167
p16_v16_margin_weighted,2b7e151628aed2a6,1300,0.796666384,0.808254242,0.656250,0.625000
p16_v16_margin_weighted,2b7e151628aed2a6,1350,0.789722025,0.811285198,0.687500,0.625000
p16_v16_margin_weighted,2b7e151628aed2a6,1400,0.772803128,0.786778033,0.677083,0.687500
p16_v16_margin_weighted,2b7e151628aed2a6,1450,0.752502680,0.765436351,0.750000,0.687500
p16_v16_margin_weighted,2b7e151628aed2a6,1500,0.735389709,0.758467674,0.718750,0.708333
p16_v16_margin_weighted,2b7e151628aed2a6,1550,0.720765650,0.734686136,0.770833,0.708333
p16_v16_margin_weighted,2b7e151628aed2a6,1600,0.703982174,0.728212059,0.739583,0.708333
p16_v16_margin_weighted,2b7e151628aed2a6,1650,0.706542909,0.727824390,0.729167,0.645833
p16_v16_margin_weighted,2b7e151628aed2a6,1700,0.690108597,0.715630591,0.739583,0.750000
p16_v16_margin_weighted,2b7e151628aed2a6,1750,0.674641550,0.690063298,0.781250,0.812500
p16_v16_margin_weighted,2b7e151628aed2a6,1800,0.660456657,0.684137583,0.802083,0.833333
p16_v16_margin_weighted,2b7e151628aed2a6,1850,0.643822491,0.657835186,0.791667,0.854167
p16_v16_margin_weighted,2b7e151628aed2a6,1900,0.623501301,0.646828175,0.822917,0.812500
p16_v16_margin_weighted,2b7e151628aed2a6,1950,0.610350966,0.628418505,0.822917,0.875000
p16_v16_margin_weighted,2b7e151628aed2a6,2000,0.602605402,0.609141767,0.812500,0.895833
p16_v16_margin_weighted,2b7e151628aed2a6,2050,0.584774911,0.604588807,0.843750,0.875000
p16_v16_margin_weighted,2b7e151628aed2a6,2100,0.576334655,0.588580668,0.833333,0.833333
p16_v16_margin_weighted,2b7e151628aed2a6,2150,0.564496875,0.576357126,0.833333,0.854167
p16_v16_margin_weighted,2b7e151628aed2a6,2200,0.551227391,0.574938178,0.833333,0.895833
p16_v16_margin_weighted,2b7e151628aed2a6,2250,0.541142046,0.560616791,0.864583,0.854167
p16_v16_margin_weighted,2b7e151628aed2a6,2300,0.547836542,0.581211746,0.833333,0.875000
p16_v16_margin_weighted,2b7e151628aed2a6,2350,0.536491215,0.559949338,0.843750,0.895833
p16_v16_margin_weighted,2b7e151628aed2a6,2400,0.552617192,0.590625107,0.822917,0.812500
p16_v16_margin_weighted,2b7e151628aed2a6,2450,0.533997834,0.557562768,0.812500,0.854167
p16_v16_margin_weighted,2b7e151628aed2a6,2500,0.524735034,0.554646432,0.802083,0.833333
p16_v16_margin_weighted,2b7e151628aed2a6,2550,0.533260524,0.576228201,0.833333,0.833333
p16_v16_margin_weighted,2b7e151628aed2a6,2600,0.512357235,0.535645008,0.812500,0.875000
p16_v16_margin_weighted,2b7e151628aed2a6,2650,0.511366725,0.534358084,0.843750,0.854167
p16_v16_margin_weighted,2b7e151628aed2a6,2700,0.510460556,0.521111250,0.812500,0.812500
p16_v16_margin_weighted,2b7e151628aed2a6,2750,0.510317981,0.530334055,0.843750,0.812500
p16_v16_margin_weighted,2b7e151628aed2a6,2800,0.492222816,0.514143169,0.854167,0.854167
p16_v16_margin_weighted,2b7e151628aed2a6,2850,0.491145998,0.518792689,0.833333,0.833333
p16_v16_margin_weighted,2b7e151628aed2a6,2900,0.491346359,0.517216504,0.822917,0.833333
p16_v16_margin_weighted,2b7e151628aed2a6,2950,0.473441809,0.498993605,0.843750,0.833333
p16_v16_margin_weighted,2b7e151628aed2a6,3000,0.471301287,0.481738359,0.843750,0.833333
p16_v16_margin_weighted,2b7e151628aed2a6,3050,0.468862206,0.496584445,0.854167,0.895833
p16_v16_margin_weighted,2b7e151628aed2a6,3100,0.466345698,0.491745681,0.822917,0.895833
p16_v16_margin_weighted,2b7e151628aed2a6,3150,0.460324079,0.480392814,0.833333,0.875000
p16_v16_margin_weighted,2b7e151628aed2a6,3200,0.477446169,0.506131232,0.812500,0.875000
p16_v16_margin_weighted,2b7e151628aed2a6,3250,0.457383543,0.483122379,0.812500,0.833333
p16_v16_margin_weighted,2b7e151628aed2a6,3300,0.464906186,0.498252541,0.812500,0.833333
p16_v16_margin_weighted,2b7e151628aed2a6,3350,0.456604332,0.489492178,0.843750,0.812500
p16_v16_margin_weighted,2b7e151628aed2a6,3400,0.466904074,0.484611660,0.843750,0.812500
p16_v16_margin_weighted,2b7e151628aed2a6,3450,0.448350400,0.478671640,0.833333,0.854167
p16_v16_margin_weighted,2b7e151628aed2a6,3500,0.457581788,0.472691178,0.843750,0.791667
p16_v16_margin_weighted,2b7e151628aed2a6,3550,0.453544408,0.477406293,0.833333,0.833333
p16_v16_margin_weighted,2b7e151628aed2a6,3600,0.454562217,0.475399613,0.843750,0.875000
p16_v16_margin_weighted,2b7e151628aed2a6,3650,0.450316906,0.480517268,0.833333,0.812500
p16_v16_margin_weighted,2b7e151628aed2a6,3700,0.447088808,0.491626531,0.854167,0.833333
p16_v16_margin_weighted,2b7e151628aed2a6,3750,0.441079646,0.478739977,0.822917,0.791667
p16_v16_margin_weighted,2b7e151628aed2a6,3800,0.436809689,0.467125922,0.843750,0.791667
p16_v16_margin_weighted,2b7e151628aed2a6,3850,0.432960868,0.459484011,0.854167,0.854167
p16_v16_margin_weighted,2b7e151628aed2a6,3900,0.435269117,0.456295133,0.843750,0.791667
p16_v16_margin_weighted,2b7e151628aed2a6,3950,0.428729206,0.452682883,0.854167,0.833333
p16_v16_margin_weighted,2b7e151628aed2a6,4000,0.436990708,0.467666954,0.822917,0.833333
p16_v16_margin_weighted,2b7e151628aed2a6,4050,0.430204034,0.458510876,0.843750,0.875000
p16_v16_margin_weighted,2b7e151628aed2a6,4100,0.432994992,0.463320047,0.854167,0.854167
p16_v16_margin_weighted,2b7e151628aed2a6,4150,0.428600550,0.459539056,0.864583,0.854167
p16_v16_margin_weighted,2b7e151628aed2a6,4200,0.426368088,0.436952800,0.843750,0.875000
p16_v16_margin_weighted,2b7e151628aed2a6,4250,0.429034710,0.441968769,0.833333,0.833333
p16_v16_margin_weighted,2b7e151628aed2a6,4300,0.430292875,0.443443894,0.854167,0.854167
p16_v16_margin_weighted,2b7e151628aed2a6,4350,0.422050327,0.446516752,0.843750,0.854167
p16_v16_margin_weighted,2b7e151628aed2a6,4400,0.429104686,0.460501999,0.864583,0.812500
p16_v16_margin_weighted,2b7e151628aed2a6,4450,0.423662990,0.436346859,0.833333,0.812500
p16_v16_margin_weighted,2b7e151628aed2a6,4500,0.425993919,0.457389474,0.812500,0.854167
p16_v16_margin_weighted,2b7e151628aed2a6,4550,0.417423576,0.446147829,0.833333,0.833333
p16_v16_margin_weighted,2b7e151628aed2a6,4600,0.417000681,0.451280624,0.833333,0.854167
p16_v16_margin_weighted,2b7e151628aed2a6,4650,0.427870393,0.459224433,0.854167,0.854167
p16_v16_margin_weighted,2b7e151628aed2a6,4700,0.418573231,0.427972764,0.822917,0.791667
p16_v16_margin_weighted,2b7e151628aed2a6,4750,0.415321112,0.431228846,0.843750,0.833333
p16_v16_margin_weighted,2b7e151628aed2a6,4800,0.419581652,0.422954082,0.822917,0.812500
p16_v16_margin_weighted,77a19d3c4e280b51,50,1.096971631,1.097399950,0.406250,0.395833
p16_v16_margin_weighted,77a19d3c4e280b51,100,1.092223048,1.093773365,0.385417,0.312500
p16_v16_margin_weighted,77a19d3c4e280b51,150,1.084635019,1.087861300,0.458333,0.458333
p16_v16_margin_weighted,77a19d3c4e280b51,200,1.075191259,1.079409003,0.458333,0.458333
p16_v16_margin_weighted,77a19d3c4e280b51,250,1.066951632,1.073129892,0.479167,0.437500
p16_v16_margin_weighted,77a19d3c4e280b51,300,1.055746198,1.065032125,0.479167,0.479167
p16_v16_margin_weighted,77a19d3c4e280b51,350,1.045617700,1.056364655,0.458333,0.437500
p16_v16_margin_weighted,77a19d3c4e280b51,400,1.038492560,1.049375415,0.437500,0.458333
p16_v16_margin_weighted,77a19d3c4e280b51,450,1.027694702,1.040688276,0.500000,0.479167
p16_v16_margin_weighted,77a19d3c4e280b51,500,1.019008636,1.035821080,0.479167,0.437500
p16_v16_margin_weighted,77a19d3c4e280b51,550,1.012669921,1.027559161,0.500000,0.520833
p16_v16_margin_weighted,77a19d3c4e280b51,600,1.000737429,1.014569879,0.510417,0.520833
p16_v16_margin_weighted,77a19d3c4e280b51,650,0.991640270,1.005851865,0.479167,0.437500
p16_v16_margin_weighted,77a19d3c4e280b51,700,0.979040444,0.992316008,0.500000,0.479167
p16_v16_margin_weighted,77a19d3c4e280b51,750,0.966935933,0.986298740,0.510417,0.437500
p16_v16_margin_weighted,77a19d3c4e280b51,800,0.952832222,0.972576380,0.510417,0.458333
p16_v16_margin_weighted,77a19d3c4e280b51,850,0.934361458,0.951393425,0.520833,0.479167
p16_v16_margin_weighted,77a19d3c4e280b51,900,0.910640717,0.926943839,0.541667,0.479167
p16_v16_margin_weighted,77a19d3c4e280b51,950,0.886677802,0.903852999,0.593750,0.520833
p16_v16_margin_weighted,77a19d3c4e280b51,1000,0.870509148,0.891694248,0.614583,0.604167
p16_v16_margin_weighted,77a19d3c4e280b51,1050,0.862879455,0.877718747,0.635417,0.625000
p16_v16_margin_weighted,77a19d3c4e280b51,1100,0.838132918,0.855805457,0.635417,0.604167
p16_v16_margin_weighted,77a19d3c4e280b51,1150,0.819231033,0.837621272,0.635417,0.604167
p16_v16_margin_weighted,77a19d3c4e280b51,1200,0.796161830,0.815382659,0.697917,0.625000
p16_v16_margin_weighted,77a19d3c4e280b51,1250,0.781519890,0.816432774,0.697917,0.625000
p16_v16_margin_weighted,77a19d3c4e280b51,1300,0.763453662,0.794155896,0.718750,0.645833
p16_v16_margin_weighted,77a19d3c4e280b51,1350,0.737568676,0.773447931,0.760417,0.645833
p16_v16_margin_weighted,77a19d3c4e280b51,1400,0.719603121,0.741309941,0.760417,0.708333
p16_v16_margin_weighted,77a19d3c4e280b51,1450,0.701177835,0.723927736,0.750000,0.666667
p16_v16_margin_weighted,77a19d3c4e280b51,1500,0.681796968,0.711709559,0.770833,0.687500
p16_v16_margin_weighted,77a19d3c4e280b51,1550,0.667555809,0.698642790,0.750000,0.666667
p16_v16_margin_weighted,77a19d3c4e280b51,1600,0.658972323,0.694599152,0.739583,0.708333
p16_v16_margin_weighted,77a19d3c4e280b51,1650,0.637339950,0.671543062,0.770833,0.729167
p16_v16_margin_weighted,77a19d3c4e280b51,1700,0.624398768,0.645159841,0.750000,0.729167
p16_v16_margin_weighted,77a19d3c4e280b51,1750,0.612971961,0.642471492,0.760417,0.666667
p16_v16_margin_weighted,77a19d3c4e280b51,1800,0.603113830,0.645794153,0.791667,0.854167
p16_v16_margin_weighted,77a19d3c4e280b51,1850,0.597131908,0.641507924,0.770833,0.791667
p16_v16_margin_weighted,77a19d3c4e280b51,1900,0.585738242,0.616790295,0.791667,0.791667
p16_v16_margin_weighted,77a19d3c4e280b51,1950,0.579759300,0.630475342,0.802083,0.791667
p16_v16_margin_weighted,77a19d3c4e280b51,2000,0.580316246,0.619080245,0.770833,0.750000
p16_v16_margin_weighted,77a19d3c4e280b51,2050,0.567599833,0.618879259,0.802083,0.791667
p16_v16_margin_weighted,77a19d3c4e280b51,2100,0.558628678,0.598626673,0.791667,0.854167
p16_v16_margin_weighted,77a19d3c4e280b51,2150,0.554439723,0.595212400,0.802083,0.854167
p16_v16_margin_weighted,77a19d3c4e280b51,2200,0.544881284,0.587590039,0.781250,0.791667
p16_v16_margin_weighted,77a19d3c4e280b51,2250,0.536883771,0.581124425,0.791667,0.833333
p16_v16_margin_weighted,77a19d3c4e280b51,2300,0.528344929,0.579829276,0.812500,0.854167
p16_v16_margin_weighted,77a19d3c4e280b51,2350,0.517753124,0.570987284,0.833333,0.812500
p16_v16_margin_weighted,77a19d3c4e280b51,2400,0.519310415,0.562967718,0.822917,0.833333
p16_v16_margin_weighted,77a19d3c4e280b51,2450,0.513491035,0.573190272,0.812500,0.833333
p16_v16_margin_weighted,77a19d3c4e280b51,2500,0.504919946,0.550302625,0.812500,0.854167
p16_v16_margin_weighted,77a19d3c4e280b51,2550,0.497429639,0.553830564,0.843750,0.854167
p16_v16_margin_weighted,77a19d3c4e280b51,2600,0.503368914,0.558319211,0.833333,0.854167
p16_v16_margin_weighted,77a19d3c4e280b51,2650,0.499052376,0.563132226,0.843750,0.875000
p16_v16_margin_weighted,77a19d3c4e280b51,2700,0.493194073,0.558106005,0.833333,0.875000
p16_v16_margin_weighted,77a19d3c4e280b51,2750,0.493576258,0.532356918,0.802083,0.833333
p16_v16_margin_weighted,77a19d3c4e280b51,2800,0.480883986,0.543494821,0.833333,0.854167
p16_v16_margin_weighted,77a19d3c4e280b51,2850,0.484344393,0.536103725,0.812500,0.854167
p16_v16_margin_weighted,77a19d3c4e280b51,2900,0.477520317,0.548601866,0.833333,0.875000
p16_v16_margin_weighted,77a19d3c4e280b51,2950,0.469357848,0.541868627,0.843750,0.875000
p16_v16_margin_weighted,77a19d3c4e280b51,3000,0.459483862,0.526834190,0.864583,0.895833
p16_v16_margin_weighted,77a19d3c4e280b51,3050,0.470500588,0.553158343,0.885417,0.833333
p16_v16_margin_weighted,77a19d3c4e280b51,3100,0.470488548,0.552615941,0.854167,0.833333
p16_v16_margin_weighted,77a19d3c4e280b51,3150,0.463654399,0.510046303,0.854167,0.854167
p16_v16_margin_weighted,77a19d3c4e280b51,3200,0.459315628,0.502256572,0.812500,0.854167
p16_v16_margin_weighted,77a19d3c4e280b51,3250,0.444047213,0.511767089,0.864583,0.812500
p16_v16_margin_weighted,77a19d3c4e280b51,3300,0.458199620,0.524024963,0.812500,0.875000
p16_v16_margin_weighted,77a19d3c4e280b51,3350,0.440440416,0.503906727,0.854167,0.833333
p16_v16_margin_weighted,77a19d3c4e280b51,3400,0.447458297,0.525931358,0.843750,0.875000
p16_v16_margin_weighted,77a19d3c4e280b51,3450,0.440087944,0.504104555,0.864583,0.854167
p16_v16_margin_weighted,77a19d3c4e280b51,3500,0.433839172,0.497397572,0.875000,0.854167
p16_v16_margin_weighted,77a19d3c4e280b51,3550,0.425145060,0.480572909,0.885417,0.875000
p16_v16_margin_weighted,77a19d3c4e280b51,3600,0.432154804,0.495166749,0.864583,0.854167
p16_v16_margin_weighted,77a19d3c4e280b51,3650,0.422355562,0.507284105,0.875000,0.895833
p16_v16_margin_weighted,77a19d3c4e280b51,3700,0.419416636,0.480344206,0.906250,0.854167
p16_v16_margin_weighted,77a19d3c4e280b51,3750,0.420736879,0.474187821,0.885417,0.833333
p16_v16_margin_weighted,77a19d3c4e280b51,3800,0.421912789,0.499439597,0.885417,0.875000
p16_v16_margin_weighted,77a19d3c4e280b51,3850,0.423376203,0.496558189,0.875000,0.875000
p16_v16_margin_weighted,77a19d3c4e280b51,3900,0.419218332,0.485872030,0.875000,0.875000
p16_v16_margin_weighted,77a19d3c4e280b51,3950,0.412069172,0.473903447,0.854167,0.875000
p16_v16_margin_weighted,77a19d3c4e280b51,4000,0.419517785,0.498588324,0.895833,0.854167
p16_v16_margin_weighted,77a19d3c4e280b51,4050,0.398633480,0.475608855,0.895833,0.895833
p16_v16_margin_weighted,77a19d3c4e280b51,4100,0.404079825,0.492383569,0.875000,0.875000
p16_v16_margin_weighted,77a19d3c4e280b51,4150,0.402512550,0.475800902,0.885417,0.854167
p16_v16_margin_weighted,77a19d3c4e280b51,4200,0.398499846,0.493704319,0.895833,0.875000
p16_v16_margin_weighted,77a19d3c4e280b51,4250,0.392354161,0.481202602,0.885417,0.916667
p16_v16_margin_weighted,77a19d3c4e280b51,4300,0.385453463,0.459891886,0.885417,0.854167
p16_v16_margin_weighted,77a19d3c4e280b51,4350,0.381202072,0.456516594,0.906250,0.895833
p16_v16_margin_weighted,77a19d3c4e280b51,4400,0.387758106,0.461393386,0.895833,0.854167
p16_v16_margin_weighted,77a19d3c4e280b51,4450,0.376447320,0.442641973,0.895833,0.895833
p16_v16_margin_weighted,77a19d3c4e280b51,4500,0.383215427,0.454512447,0.895833,0.875000
p16_v16_margin_weighted,77a19d3c4e280b51,4550,0.375564247,0.446118504,0.875000,0.895833
p16_v16_margin_weighted,77a19d3c4e280b51,4600,0.377011985,0.452155232,0.916667,0.895833
p16_v16_margin_weighted,77a19d3c4e280b51,4650,0.371239036,0.461973906,0.885417,0.895833
p16_v16_margin_weighted,77a19d3c4e280b51,4700,0.373622388,0.447366238,0.895833,0.854167
p16_v16_margin_weighted,77a19d3c4e280b51,4750,0.380295664,0.441609949,0.854167,0.854167
p16_v16_margin_weighted,77a19d3c4e280b51,4800,0.391324431,0.474886745,0.875000,0.875000
p16_v16_margin_weighted,1111222233334444,50,1.095749974,1.096260071,0.322917,0.333333
p16_v16_margin_weighted,1111222233334444,100,1.089184165,1.091256022,0.416667,0.416667
p16_v16_margin_weighted,1111222233334444,150,1.083825946,1.087308645,0.510417,0.500000
p16_v16_margin_weighted,1111222233334444,200,1.073107958,1.080576777,0.479167,0.479167
p16_v16_margin_weighted,1111222233334444,250,1.065010428,1.074183345,0.468750,0.437500
p16_v16_margin_weighted,1111222233334444,300,1.059423804,1.068462729,0.468750,0.458333
p16_v16_margin_weighted,1111222233334444,350,1.051827192,1.061142206,0.458333,0.458333
p16_v16_margin_weighted,1111222233334444,400,1.045226097,1.054537416,0.468750,0.437500
p16_v16_margin_weighted,1111222233334444,450,1.040232897,1.049955249,0.468750,0.500000
p16_v16_margin_weighted,1111222233334444,500,1.036564946,1.052817225,0.437500,0.458333
p16_v16_margin_weighted,1111222233334444,550,1.031952977,1.047416329,0.479167,0.458333
p16_v16_margin_weighted,1111222233334444,600,1.026291251,1.040197730,0.489583,0.458333
p16_v16_margin_weighted,1111222233334444,650,1.018488765,1.034530163,0.458333,0.437500
p16_v16_margin_weighted,1111222233334444,700,1.012367725,1.026593804,0.458333,0.437500
p16_v16_margin_weighted,1111222233334444,750,1.002289891,1.017486691,0.489583,0.458333
p16_v16_margin_weighted,1111222233334444,800,0.990826309,1.005018711,0.468750,0.458333
p16_v16_margin_weighted,1111222233334444,850,0.981444120,0.997698128,0.479167,0.479167
p16_v16_margin_weighted,1111222233334444,900,0.971430779,0.984256208,0.489583,0.479167
p16_v16_margin_weighted,1111222233334444,950,0.957514286,0.969521344,0.500000,0.479167
p16_v16_margin_weighted,1111222233334444,1000,0.944566250,0.960687578,0.479167,0.500000
p16_v16_margin_weighted,1111222233334444,1050,0.928152084,0.941869795,0.500000,0.520833
p16_v16_margin_weighted,1111222233334444,1100,0.916753769,0.932267845,0.552083,0.520833
p16_v16_margin_weighted,1111222233334444,1150,0.903071880,0.918120682,0.520833,0.541667
p16_v16_margin_weighted,1111222233334444,1200,0.889006197,0.902090788,0.520833,0.520833
p16_v16_margin_weighted,1111222233334444,1250,0.875716269,0.893463075,0.552083,0.562500
p16_v16_margin_weighted,1111222233334444,1300,0.855893433,0.875848770,0.604167,0.562500
p16_v16_margin_weighted,1111222233334444,1350,0.839324415,0.860129893,0.666667,0.562500
p16_v16_margin_weighted,1111222233334444,1400,0.821564138,0.845831633,0.687500,0.604167
p16_v16_margin_weighted,1111222233334444,1450,0.802783489,0.824851036,0.677083,0.604167
p16_v16_margin_weighted,1111222233334444,1500,0.785791695,0.803536713,0.708333,0.645833
p16_v16_margin_weighted,1111222233334444,1550,0.757032156,0.782884419,0.718750,0.625000
p16_v16_margin_weighted,1111222233334444,1600,0.733029544,0.758168161,0.708333,0.687500
p16_v16_margin_weighted,1111222233334444,1650,0.713123560,0.747895062,0.729167,0.687500
p16_v16_margin_weighted,1111222233334444,1700,0.701500356,0.717469990,0.729167,0.812500
p16_v16_margin_weighted,1111222233334444,1750,0.678124607,0.704438925,0.802083,0.750000
p16_v16_margin_weighted,1111222233334444,1800,0.659112751,0.687316418,0.770833,0.729167
p16_v16_margin_weighted,1111222233334444,1850,0.634335756,0.663889289,0.760417,0.770833
p16_v16_margin_weighted,1111222233334444,1900,0.625668526,0.663698018,0.781250,0.812500
p16_v16_margin_weighted,1111222233334444,1950,0.616849363,0.646792114,0.770833,0.770833
p16_v16_margin_weighted,1111222233334444,2000,0.604054630,0.650825918,0.781250,0.729167
p16_v16_margin_weighted,1111222233334444,2050,0.595538616,0.634916365,0.770833,0.791667
p16_v16_margin_weighted,1111222233334444,2100,0.586928904,0.624163866,0.770833,0.791667
p16_v16_margin_weighted,1111222233334444,2150,0.583148599,0.637390137,0.781250,0.750000
p16_v16_margin_weighted,1111222233334444,2200,0.579101741,0.605247855,0.750000,0.812500
p16_v16_margin_weighted,1111222233334444,2250,0.571018398,0.614096463,0.770833,0.812500
p16_v16_margin_weighted,1111222233334444,2300,0.564364314,0.610458076,0.760417,0.791667
p16_v16_margin_weighted,1111222233334444,2350,0.560125172,0.606283367,0.770833,0.791667
p16_v16_margin_weighted,1111222233334444,2400,0.550729275,0.605459213,0.760417,0.750000
p16_v16_margin_weighted,1111222233334444,2450,0.552439749,0.611917436,0.750000,0.791667
p16_v16_margin_weighted,1111222233334444,2500,0.545420825,0.596885324,0.770833,0.750000
p16_v16_margin_weighted,1111222233334444,2550,0.540743768,0.587626576,0.770833,0.770833
p16_v16_margin_weighted,1111222233334444,2600,0.534541488,0.595269620,0.750000,0.750000
p16_v16_margin_weighted,1111222233334444,2650,0.534402370,0.614507973,0.770833,0.750000
p16_v16_margin_weighted,1111222233334444,2700,0.528483391,0.610028863,0.760417,0.729167
p16_v16_margin_weighted,1111222233334444,2750,0.520527422,0.589002609,0.791667,0.833333
p16_v16_margin_weighted,1111222233334444,2800,0.515877068,0.591023266,0.770833,0.812500
p16_v16_margin_weighted,1111222233334444,2850,0.511790037,0.603313029,0.770833,0.791667
p16_v16_margin_weighted,1111222233334444,2900,0.512897432,0.594249725,0.770833,0.770833
p16_v16_margin_weighted,1111222233334444,2950,0.508607566,0.603794396,0.812500,0.770833
p16_v16_margin_weighted,1111222233334444,3000,0.513596296,0.616706431,0.781250,0.770833
p16_v16_margin_weighted,1111222233334444,3050,0.501271844,0.597234428,0.802083,0.791667
p16_v16_margin_weighted,1111222233334444,3100,0.498287112,0.593185604,0.812500,0.791667
p16_v16_margin_weighted,1111222233334444,3150,0.501868010,0.601996958,0.802083,0.750000
p16_v16_margin_weighted,1111222233334444,3200,0.490327984,0.585723102,0.822917,0.812500
p16_v16_margin_weighted,1111222233334444,3250,0.503408253,0.592750311,0.854167,0.833333
p16_v16_margin_weighted,1111222233334444,3300,0.488083810,0.572880089,0.802083,0.854167
p16_v16_margin_weighted,1111222233334444,3350,0.484816819,0.566269875,0.802083,0.791667
p16_v16_margin_weighted,1111222233334444,3400,0.478079766,0.570710599,0.822917,0.875000
p16_v16_margin_weighted,1111222233334444,3450,0.476895690,0.579528034,0.812500,0.854167
p16_v16_margin_weighted,1111222233334444,3500,0.481119633,0.575984359,0.812500,0.812500
p16_v16_margin_weighted,1111222233334444,3550,0.479759544,0.564172447,0.770833,0.812500
p16_v16_margin_weighted,1111222233334444,3600,0.474900633,0.554066777,0.812500,0.812500
p16_v16_margin_weighted,1111222233334444,3650,0.475848228,0.563475907,0.833333,0.812500
p16_v16_margin_weighted,1111222233334444,3700,0.477220923,0.547487080,0.802083,0.854167
p16_v16_margin_weighted,1111222233334444,3750,0.479778379,0.579371035,0.812500,0.854167
p16_v16_margin_weighted,1111222233334444,3800,0.469684929,0.559095442,0.854167,0.854167
p16_v16_margin_weighted,1111222233334444,3850,0.467790365,0.557481050,0.833333,0.833333
p16_v16_margin_weighted,1111222233334444,3900,0.472452790,0.549376309,0.802083,0.812500
p16_v16_margin_weighted,1111222233334444,3950,0.464808375,0.582897723,0.843750,0.791667
p16_v16_margin_weighted,1111222233334444,4000,0.450087875,0.563391984,0.833333,0.812500
p16_v16_margin_weighted,1111222233334444,4050,0.450852543,0.550997734,0.791667,0.833333
p16_v16_margin_weighted,1111222233334444,4100,0.444037050,0.552845061,0.812500,0.875000
