comparison_id,seed,control_slot,snapshot_commit,pair_left,pair_right,g3_program_left,g3_program_right,g3_delta_left,g3_delta_right,control_program_left,control_program_right,control_delta_left,control_delta_right,g3_utility,control_utility,utility_match_gap,initial_loss_gap,delta_under_PG_h64,delta_under_PC_h64,source_interaction_h64,j_sum_PG_observed,j_sum_PC_observed,parameter_distance_initial,parameter_distance_PG_h64,parameter_distance_PC_h64,PG_generated_commits,PC_generated_commits,PG_replayed_commits,PC_replayed_commits,PG_complete,PC_complete,PG_invalid_source_step,PC_invalid_source_step,PG_invalid_replay_step,PC_invalid_replay_step,PG_telescoping_residual,PC_telescoping_residual
50,2b7e151628aed2a6,0,2300,18,29,18,29,0.01000000,0.00000000,18,29,0.01000000,-0.00500000,9.335875511169e-4,8.863210678101e-4,4.726648330688e-5,-4.726648330688e-5,-3.984570503235e-5,-4.163384437561e-5,1.788139343262e-6,7.420778274536e-6,5.632638931274e-6,4.999995231628e-3,4.999995231628e-3,4.999995231628e-3,63,63,63,63,1,1,-1,-1,-1,-1,0.000000000000e0,0.000000000000e0
51,2b7e151628aed2a6,0,2400,106,18,106,18,0.02000000,0.02000000,106,18,-0.00500000,0.01000000,3.792494535446e-4,3.822296857834e-4,2.980232238770e-6,2.980232238770e-6,-6.777346134186e-4,-3.522634506226e-5,-6.425082683563e-4,-6.807148456573e-4,-3.820657730103e-5,2.692583762109e-2,2.692583762109e-2,2.692583762109e-2,63,63,63,63,1,1,-1,-1,-1,-1,0.000000000000e0,0.000000000000e0
52,2b7e151628aed2a6,1,2400,106,18,106,18,0.02000000,0.02000000,106,18,0.01000000,0.00500000,3.792494535446e-4,3.484189510345e-4,3.083050251007e-5,-3.083050251007e-5,-9.202212095261e-4,7.100999355316e-4,-1.630321145058e-3,-8.893907070160e-4,7.409304380417e-4,1.802778057754e-2,1.802778057754e-2,1.802778057754e-2,63,63,63,63,1,1,-1,-1,-1,-1,0.000000000000e0,0.000000000000e0
53,2b7e151628aed2a6,0,2450,20,81,20,81,0.02000000,0.00000000,20,81,0.02000000,0.02000000,6.485581398010e-4,6.485581398010e-4,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,1.999999582767e-2,1.999999582767e-2,1.999999582767e-2,63,63,63,63,1,1,-1,-1,-1,-1,0.000000000000e0,0.000000000000e0
54,2b7e151628aed2a6,1,2450,20,81,20,81,0.02000000,0.00000000,20,81,0.02000000,-0.01000000,6.485581398010e-4,6.485581398010e-4,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,1.000000536442e-2,1.000000536442e-2,1.000000536442e-2,63,63,63,63,1,1,-1,-1,-1,-1,0.000000000000e0,0.000000000000e0
55,2b7e151628aed2a6,0,2500,89,112,89,112,0.02000000,0.00000000,89,112,-0.02000000,0.00000000,-7.173418998718e-5,-6.908178329468e-5,2.652406692505e-6,2.652406692505e-6,-3.935396671295e-4,-1.309365034103e-4,-2.626031637192e-4,-3.961920738220e-4,-1.335889101028e-4,3.999996185303e-2,3.999996185303e-2,3.999996185303e-2,63,63,63,63,1,1,-1,-1,-1,-1,0.000000000000e0,0.000000000000e0
56,2b7e151628aed2a6,1,2500,89,112,89,112,0.02000000,0.00000000,89,112,-0.01000000,0.00000000,-7.173418998718e-5,-2.822279930115e-5,4.351139068604e-5,4.351139068604e-5,-2.338737249374e-4,1.105666160583e-5,-2.449303865433e-4,-2.773851156235e-4,-3.245472908020e-5,2.999997138977e-2,2.999997138977e-2,2.999997138977e-2,63,63,63,63,1,1,-1,-1,-1,-1,0.000000000000e0,0.000000000000e0
57,2b7e151628aed2a6,0,2600,18,14,18,14,-0.02000000,0.01000000,18,14,-0.02000000,0.00500000,1.992076635361e-3,1.980960369110e-3,1.111626625061e-5,-1.111626625061e-5,3.963708877563e-6,3.963708877563e-6,0.000000000000e0,1.507997512817e-5,1.507997512817e-5,4.999998956919e-3,4.999998956919e-3,4.999998956919e-3,63,63,63,63,1,1,-1,-1,-1,-1,0.000000000000e0,0.000000000000e0
58,2b7e151628aed2a6,1,2600,18,14,18,14,-0.02000000,0.01000000,18,14,-0.02000000,0.02000000,1.992076635361e-3,2.011895179749e-3,1.981854438782e-5,1.981854438782e-5,-9.447336196899e-6,-3.710389137268e-6,-5.736947059631e-6,-2.926588058472e-5,-2.352893352509e-5,1.000000163913e-2,1.000000163913e-2,1.000000163913e-2,63,63,63,63,1,1,-1,-1,-1,-1,0.000000000000e0,0.000000000000e0
59,2b7e151628aed2a6,0,2750,99,110,99,110,0.01000000,0.02000000,99,110,0.00500000,0.01000000,2.088397741318e-5,2.095848321915e-5,7.450580596924e-8,7.450580596924e-8,-1.859441399574e-4,-1.577362418175e-4,-2.820789813995e-5,-1.860186457634e-4,-1.578107476234e-4,1.118032913655e-2,1.118032913655e-2,1.118032913655e-2,63,63,63,63,1,1,-1,-1,-1,-1,0.000000000000e0,0.000000000000e0
60,2b7e151628aed2a6,1,2750,99,110,99,110,0.01000000,0.02000000,99,110,-0.02000000,0.00500000,2.088397741318e-5,2.205371856689e-5,1.169741153717e-6,1.169741153717e-6,-2.714022994041e-4,-2.089962363243e-4,-6.240606307983e-5,-2.725720405579e-4,-2.101659774780e-4,3.354101255536e-2,3.354101255536e-2,3.354101255536e-2,63,63,63,63,1,1,-1,-1,-1,-1,0.000000000000e0,0.000000000000e0
61,2b7e151628aed2a6,0,2800,18,45,18,45,0.00500000,-0.02000000,18,45,0.00500000,-0.01000000,5.249157547951e-4,5.008578300476e-4,2.405792474747e-5,-2.405792474747e-5,-3.045797348022e-5,-3.045797348022e-5,0.000000000000e0,-6.400048732758e-6,-6.400048732758e-6,1.000002026558e-2,1.000002026558e-2,1.000002026558e-2,63,63,63,63,1,1,-1,-1,-1,-1,0.000000000000e0,0.000000000000e0
62,2b7e151628aed2a6,1,2800,18,45,18,45,0.00500000,-0.02000000,18,45,0.00500000,-0.00500000,5.249157547951e-4,4.879832267761e-4,3.693252801895e-5,-3.693252801895e-5,-4.584342241287e-5,-4.584342241287e-5,0.000000000000e0,-8.910894393921e-6,-8.910894393921e-6,1.500001549721e-2,1.500001549721e-2,1.500001549721e-2,63,63,63,63,1,1,-1,-1,-1,-1,0.000000000000e0,0.000000000000e0
63,2b7e151628aed2a6,0,2850,32,8,32,8,-0.02000000,-0.02000000,32,8,-0.02000000,-0.01000000,3.155320882797e-4,2.947747707367e-4,2.075731754303e-5,-2.075731754303e-5,-3.256648778915e-5,4.054605960846e-5,-7.311254739761e-5,-1.180917024612e-5,6.130337715149e-5,9.999990463257e-3,9.999990463257e-3,9.999990463257e-3,63,63,63,63,1,1,-1,-1,-1,-1,0.000000000000e0,0.000000000000e0
64,2b7e151628aed2a6,1,2850,32,8,32,8,-0.02000000,-0.02000000,32,8,-0.02000000,-0.00500000,3.155320882797e-4,2.714619040489e-4,4.407018423080e-5,-4.407018423080e-5,-7.233023643494e-5,1.048073172569e-4,-1.771375536919e-4,-2.826005220413e-5,1.488775014877e-4,1.499998569489e-2,1.499998569489e-2,1.499998569489e-2,63,63,63,63,1,1,-1,-1,-1,-1,0.000000000000e0,0.000000000000e0
65,2b7e151628aed2a6,0,2900,119,21,119,21,-0.02000000,-0.02000000,119,21,-0.01000000,-0.02000000,4.136562347412e-4,4.064440727234e-4,7.212162017822e-6,-7.212162017822e-6,-4.246830940247e-6,-4.149973392487e-6,-9.685754776001e-8,2.965331077576e-6,3.062188625336e-6,9.999997913837e-3,1.000000536442e-2,1.000000536442e-2,63,63,63,63,1,1,-1,-1,-1,-1,0.000000000000e0,0.000000000000e0
66,2b7e151628aed2a6,1,2900,119,21,119,21,-0.02000000,-0.02000000,119,21,-0.00500000,-0.02000000,4.136562347412e-4,4.028305411339e-4,1.082569360733e-5,-1.082569360733e-5,-6.414949893951e-6,-6.280839443207e-6,-1.341104507446e-7,4.410743713379e-6,4.544854164124e-6,1.499999314547e-2,1.500000059605e-2,1.500000059605e-2,63,63,63,63,1,1,-1,-1,-1,-1,0.000000000000e0,0.000000000000e0
67,2b7e151628aed2a6,0,2950,19,98,19,98,0.02000000,-0.02000000,19,98,0.02000000,-0.01000000,-1.318380236626e-4,-1.098513603210e-4,2.198666334152e-5,2.198666334152e-5,-1.331418752670e-5,-1.534819602966e-5,2.034008502960e-6,-3.530085086823e-5,-3.733485937119e-5,9.999990463257e-3,9.999990463257e-3,9.999990463257e-3,63,63,63,63,1,1,-1,-1,-1,-1,0.000000000000e0,0.000000000000e0
68,2b7e151628aed2a6,1,2950,19,98,19,98,0.02000000,-0.02000000,19,98,-0.00500000,-0.02000000,-1.318380236626e-4,-1.609399914742e-4,2.910196781158e-5,-2.910196781158e-5,-1.770101487637e-3,6.398558616638e-4,-2.409957349300e-3,-1.740999519825e-3,6.689578294754e-4,2.499997615814e-2,2.499997615814e-2,2.499997615814e-2,63,63,63,63,1,1,-1,-1,-1,-1,0.000000000000e0,0.000000000000e0
69,2b7e151628aed2a6,0,3100,29,19,29,19,0.00000000,-0.02000000,29,19,-0.01000000,-0.00500000,8.070468902588e-5,8.970499038696e-5,9.000301361084e-6,9.000301361084e-6,6.733089685440e-5,9.247511625290e-4,-8.574202656746e-4,5.833059549332e-5,9.157508611679e-4,1.802773959935e-2,1.802773959935e-2,1.802773959935e-2,63,63,63,63,1,1,-1,-1,-1,-1,0.000000000000e0,0.000000000000e0
70,2b7e151628aed2a6,1,3100,29,19,29,19,0.00000000,-0.02000000,29,19,-0.02000000,-0.01000000,8.070468902588e-5,9.071081876755e-5,1.000612974167e-5,1.000612974167e-5,5.391985177994e-5,5.305558443069e-4,-4.766359925270e-4,4.391372203827e-5,5.205497145653e-4,2.236065827310e-2,2.236065827310e-2,2.236065827310e-2,63,63,63,63,1,1,-1,-1,-1,-1,0.000000000000e0,0.000000000000e0
71,2b7e151628aed2a6,0,3200,2,0,2,0,0.00000000,-0.02000000,2,0,-0.01000000,-0.02000000,1.465544104576e-3,1.465544104576e-3,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,9.999997913837e-3,9.999997913837e-3,9.999997913837e-3,63,63,63,63,1,1,-1,-1,-1,-1,0.000000000000e0,0.000000000000e0
72,2b7e151628aed2a6,1,3200,2,0,2,0,0.00000000,-0.02000000,2,0,-0.02000000,-0.02000000,1.465544104576e-3,1.465544104576e-3,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,2.000000327826e-2,2.000000327826e-2,2.000000327826e-2,63,63,63,63,1,1,-1,-1,-1,-1,0.000000000000e0,0.000000000000e0
73,2b7e151628aed2a6,0,3250,74,28,74,28,0.01000000,0.02000000,74,28,-0.02000000,-0.01000000,-1.515150070190e-4,-1.597106456757e-4,8.195638656616e-6,-8.195638656616e-6,-6.896257400513e-5,,,-6.076693534851e-5,0.000000000000e0,4.242636635900e-2,4.242636635900e-2,,63,63,63,0,1,0,-1,-1,-1,1,0.000000000000e0,0.000000000000e0
74,2b7e151628aed2a6,1,3250,74,28,74,28,0.01000000,0.02000000,74,28,-0.01000000,0.00000000,-1.515150070190e-4,-1.277178525925e-4,2.379715442657e-5,2.379715442657e-5,-2.014636993408e-5,,,-4.394352436066e-5,0.000000000000e0,2.828424423933e-2,2.828424423933e-2,,63,63,63,0,1,0,-1,-1,-1,1,0.000000000000e0,0.000000000000e0
75,2b7e151628aed2a6,0,3300,0,79,0,79,0.02000000,0.02000000,0,79,0.02000000,0.01000000,-7.839202880859e-4,-8.281618356705e-4,4.424154758453e-5,-4.424154758453e-5,-6.866455078125e-5,-5.549937486649e-5,-1.316517591476e-5,-2.442300319672e-5,-1.125782728195e-5,1.000002026558e-2,1.000002026558e-2,1.000002026558e-2,63,63,63,63,1,1,-1,-1,-1,-1,0.000000000000e0,0.000000000000e0
76,2b7e151628aed2a6,0,3400,80,76,80,76,0.00000000,-0.02000000,80,76,0.00500000,-0.02000000,2.225339412689e-4,2.235025167465e-4,9.685754776001e-7,9.685754776001e-7,2.413988113403e-6,2.413988113403e-6,0.000000000000e0,1.445412635803e-6,1.445412635803e-6,4.999999888241e-3,4.999999888241e-3,4.999999888241e-3,63,63,63,63,1,1,-1,-1,-1,-1,0.000000000000e0,0.000000000000e0
77,2b7e151628aed2a6,1,3400,80,76,80,76,0.00000000,-0.02000000,80,76,-0.00500000,-0.02000000,2.225339412689e-4,2.215579152107e-4,9.760260581970e-7,-9.760260581970e-7,-2.413988113403e-6,-2.413988113403e-6,0.000000000000e0,-1.437962055206e-6,-1.437962055206e-6,4.999999888241e-3,4.999999888241e-3,4.999999888241e-3,63,63,63,63,1,1,-1,-1,-1,-1,0.000000000000e0,0.000000000000e0
78,2b7e151628aed2a6,0,3450,10,0,10,0,-0.01000000,-0.02000000,10,0,-0.00500000,-0.02000000,1.705080270767e-3,1.673482358456e-3,3.159791231155e-5,-3.159791231155e-5,-3.457069396973e-6,-1.810491085052e-6,-1.646578311920e-6,2.814084291458e-5,2.978742122650e-5,4.999995231628e-3,4.999995231628e-3,4.999995231628e-3,63,63,63,63,1,1,-1,-1,-1,-1,0.000000000000e0,0.000000000000e0
79,2b7e151628aed2a6,0,3500,110,0,110,0,0.00000000,-0.02000000,110,0,-0.00500000,-0.02000000,1.334398984909e-3,1.325100660324e-3,9.298324584961e-6,-9.298324584961e-6,-1.199543476105e-6,1.805275678635e-5,-1.925230026245e-5,8.098781108856e-6,2.735108137131e-5,4.999995231628e-3,4.999995231628e-3,4.999995231628e-3,63,63,63,63,1,1,-1,-1,-1,-1,0.000000000000e0,0.000000000000e0
80,2b7e151628aed2a6,1,3500,110,0,110,0,0.00000000,-0.02000000,110,0,-0.01000000,-0.02000000,1.334398984909e-3,1.312330365181e-3,2.206861972809e-5,-2.206861972809e-5,-5.848705768585e-6,3.717094659805e-5,-4.301965236664e-5,1.621991395950e-5,5.923956632614e-5,9.999990463257e-3,9.999990463257e-3,9.999990463257e-3,63,63,63,63,1,1,-1,-1,-1,-1,0.000000000000e0,0.000000000000e0
81,2b7e151628aed2a6,0,3550,21,66,21,66,-0.02000000,-0.02000000,21,66,-0.02000000,-0.01000000,-2.815723419189e-4,-2.603307366371e-4,2.124160528183e-5,2.124160528183e-5,-5.219876766205e-5,-5.335360765457e-5,1.154839992523e-6,-7.344037294388e-5,-7.459521293640e-5,1.000000536442e-2,1.000002026558e-2,1.000002026558e-2,63,63,63,63,1,1,-1,-1,-1,-1,0.000000000000e0,0.000000000000e0
82,2b7e151628aed2a6,1,3550,21,66,21,66,-0.02000000,-0.02000000,21,66,-0.02000000,-0.00500000,-2.815723419189e-4,-2.527758479118e-4,2.879649400711e-5,2.879649400711e-5,-8.094310760498e-5,-4.497915506363e-5,-3.596395254135e-5,-1.097396016121e-4,-7.377564907074e-5,1.500001549721e-2,1.500001549721e-2,1.500001549721e-2,63,63,63,63,1,1,-1,-1,-1,-1,0.000000000000e0,0.000000000000e0
83,2b7e151628aed2a6,0,3600,48,16,48,16,0.02000000,0.02000000,48,16,0.01000000,0.02000000,2.592504024506e-4,2.552047371864e-4,4.045665264130e-6,-4.045665264130e-6,-3.829598426819e-6,-3.829598426819e-6,0.000000000000e0,2.160668373108e-7,2.160668373108e-7,9.999990463257e-3,9.999990463257e-3,9.999990463257e-3,63,63,63,63,1,1,-1,-1,-1,-1,0.000000000000e0,0.000000000000e0
84,2b7e151628aed2a6,1,3600,48,16,48,16,0.02000000,0.02000000,48,16,0.00500000,0.02000000,2.592504024506e-4,2.531632781029e-4,6.087124347687e-6,-6.087124347687e-6,-5.751848220825e-6,-5.468726158142e-6,-2.831220626831e-7,3.352761268616e-7,6.183981895447e-7,1.500000059605e-2,1.500000059605e-2,1.500000059605e-2,63,63,63,63,1,1,-1,-1,-1,-1,0.000000000000e0,0.000000000000e0
85,2b7e151628aed2a6,0,3650,93,71,93,71,0.02000000,0.02000000,93,71,0.02000000,0.01000000,-1.719370484352e-4,-1.593306660652e-4,1.260638237000e-5,1.260638237000e-5,3.053247928619e-5,2.963840961456e-5,8.940696716309e-7,1.792609691620e-5,1.703202724457e-5,9.999997913837e-3,9.999997913837e-3,9.999997913837e-3,63,63,63,63,1,1,-1,-1,-1,-1,0.000000000000e0,0.000000000000e0
86,2b7e151628aed2a6,1,3650,93,71,93,71,0.02000000,0.02000000,93,71,0.02000000,0.00500000,-1.719370484352e-4,-1.532137393951e-4,1.872330904007e-5,1.872330904007e-5,4.556775093079e-5,3.130733966827e-5,1.426041126251e-5,2.684444189072e-5,1.258403062820e-5,1.499999314547e-2,1.499999314547e-2,1.499999314547e-2,63,63,63,63,1,1,-1,-1,-1,-1,0.000000000000e0,0.000000000000e0
87,2b7e151628aed2a6,0,3700,18,0,18,0,-0.02000000,0.02000000,18,0,-0.00500000,0.00500000,2.884715795517e-4,2.766996622086e-4,1.177191734314e-5,-1.177191734314e-5,4.512965679169e-4,1.696452498436e-3,-1.245155930519e-3,4.630684852600e-4,1.708224415779e-3,2.121318317950e-2,2.121318317950e-2,2.121318317950e-2,63,63,63,63,1,1,-1,-1,-1,-1,0.000000000000e0,0.000000000000e0
88,2b7e151628aed2a6,1,3700,18,0,18,0,-0.02000000,0.02000000,18,0,0.00000000,-0.02000000,2.884715795517e-4,2.456121146679e-4,4.285946488380e-5,-4.285946488380e-5,4.812292754650e-4,2.931222319603e-3,-2.449993044138e-3,5.240887403488e-4,2.974081784487e-3,4.472131654620e-2,4.472131654620e-2,4.472131654620e-2,63,63,63,63,1,1,-1,-1,-1,-1,0.000000000000e0,0.000000000000e0
89,2b7e151628aed2a6,0,3750,112,6,112,6,0.00000000,-0.02000000,112,6,-0.00500000,-0.02000000,-5.586445331573e-4,-5.210936069489e-4,3.755092620850e-5,3.755092620850e-5,-4.532560706139e-5,,,-8.287653326988e-5,-6.196275353432e-5,4.999995231628e-3,4.999995231628e-3,,63,63,63,42,1,0,-1,-1,-1,43,0.000000000000e0,0.000000000000e0
90,2b7e151628aed2a6,0,3800,16,79,16,79,0.02000000,0.02000000,16,79,0.01000000,0.02000000,2.686008810997e-4,2.387799322605e-4,2.982094883919e-5,-2.982094883919e-5,1.092843711376e-3,1.326680183411e-3,-2.338364720345e-4,1.122664660215e-3,1.356501132250e-3,1.000002026558e-2,1.000002026558e-2,1.000002026558e-2,63,63,63,63,1,1,-1,-1,-1,-1,0.000000000000e0,0.000000000000e0
91,2b7e151628aed2a6,1,3800,16,79,16,79,0.02000000,0.02000000,16,79,0.02000000,0.01000000,2.686008810997e-4,2.282746136189e-4,4.032626748085e-5,-4.032626748085e-5,-3.071129322052e-5,-1.741200685501e-5,-1.329928636551e-5,9.614974260330e-6,2.291426062584e-5,9.999990463257e-3,9.999990463257e-3,9.999990463257e-3,63,63,63,63,1,1,-1,-1,-1,-1,0.000000000000e0,0.000000000000e0
92,2b7e151628aed2a6,0,3850,86,109,86,109,0.02000000,-0.02000000,86,109,0.01000000,-0.02000000,6.322562694550e-5,6.453692913055e-5,1.311302185059e-6,1.311302185059e-6,1.080334186554e-7,2.793967723846e-7,-1.713633537292e-7,-1.203268766403e-6,-1.031905412674e-6,9.999990463257e-3,9.999990463257e-3,9.999990463257e-3,63,63,63,63,1,1,-1,-1,-1,-1,0.000000000000e0,0.000000000000e0
93,2b7e151628aed2a6,1,3850,86,109,86,109,0.02000000,-0.02000000,86,109,0.00500000,-0.02000000,6.322562694550e-5,6.504356861115e-5,1.817941665649e-6,1.817941665649e-6,7.823109626770e-8,3.688037395477e-7,-2.905726432800e-7,-1.739710569382e-6,-1.449137926102e-6,1.500000059605e-2,1.500000059605e-2,1.500000059605e-2,63,63,63,63,1,1,-1,-1,-1,-1,0.000000000000e0,0.000000000000e0
94,2b7e151628aed2a6,0,3900,16,33,16,33,-0.02000000,0.00000000,16,33,-0.02000000,0.02000000,8.194893598557e-4,8.194893598557e-4,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,1.999999582767e-2,1.999999582767e-2,1.999999582767e-2,63,63,63,63,1,1,-1,-1,-1,-1,0.000000000000e0,0.000000000000e0
95,2b7e151628aed2a6,1,3900,16,33,16,33,-0.02000000,0.00000000,16,33,-0.02000000,-0.00500000,8.194893598557e-4,8.194893598557e-4,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,4.999995231628e-3,4.999995231628e-3,4.999995231628e-3,63,63,63,63,1,1,-1,-1,-1,-1,0.000000000000e0,0.000000000000e0
96,2b7e151628aed2a6,0,3950,32,117,32,117,-0.02000000,0.02000000,32,117,-0.02000000,0.01000000,3.062449395657e-4,2.800226211548e-4,2.622231841087e-5,-2.622231841087e-5,-9.462237358093e-7,7.595866918564e-6,-8.542090654373e-6,2.527609467506e-5,3.381818532944e-5,1.000000536442e-2,1.000000536442e-2,1.000000536442e-2,63,63,63,63,1,1,-1,-1,-1,-1,0.000000000000e0,0.000000000000e0
97,2b7e151628aed2a6,1,3950,32,117,32,117,-0.02000000,0.02000000,32,117,-0.02000000,0.00500000,3.062449395657e-4,2.667009830475e-4,3.954395651817e-5,-3.954395651817e-5,-1.598149538040e-6,-2.980232238770e-7,-1.300126314163e-6,3.794580698013e-5,3.924593329430e-5,1.500001549721e-2,1.500001549721e-2,1.500001549721e-2,63,63,63,63,1,1,-1,-1,-1,-1,0.000000000000e0,0.000000000000e0
98,2b7e151628aed2a6,0,4000,113,13,113,13,-0.02000000,-0.01000000,113,13,-0.02000000,-0.00500000,1.428835093975e-4,1.348443329334e-4,8.039176464081e-6,-8.039176464081e-6,1.012533903122e-5,1.066550612450e-5,-5.401670932770e-7,1.816451549530e-5,1.870468258858e-5,4.999995231628e-3,4.999995231628e-3,4.999995231628e-3,63,63,63,63,1,1,-1,-1,-1,-1,0.000000000000e0,0.000000000000e0
99,2b7e151628aed2a6,1,4000,113,13,113,13,-0.02000000,-0.01000000,113,13,-0.02000000,-0.02000000,1.428835093975e-4,1.325421035290e-4,1.034140586853e-5,-1.034140586853e-5,-2.769380807877e-5,-6.712973117828e-6,-2.098083496094e-5,-1.735240221024e-5,3.628432750702e-6,9.999990463257e-3,9.999990463257e-3,9.999990463257e-3,63,63,63,63,1,1,-1,-1,-1,-1,0.000000000000e0,0.000000000000e0
100,2b7e151628aed2a6,0,4050,31,72,31,72,-0.02000000,-0.02000000,31,72,-0.01000000,0.02000000,3.820285201073e-5,3.864988684654e-5,4.470348358154e-7,4.470348358154e-7,-2.294480800629e-4,-2.088919281960e-4,-2.055615186691e-5,-2.298951148987e-4,-2.093389630318e-4,4.123102501035e-2,4.123102501035e-2,4.123102501035e-2,63,63,63,63,1,1,-1,-1,-1,-1,0.000000000000e0,0.000000000000e0
101,2b7e151628aed2a6,1,4050,31,72,31,72,-0.02000000,-0.02000000,31,72,-0.01000000,0.01000000,3.820285201073e-5,3.464519977570e-5,3.557652235031e-6,-3.557652235031e-6,-1.738406717777e-4,-1.603960990906e-4,-1.344457268715e-5,-1.702830195427e-4,-1.568384468555e-4,3.162275627255e-2,3.162275627255e-2,3.162275627255e-2,63,63,63,63,1,1,-1,-1,-1,-1,0.000000000000e0,0.000000000000e0
102,2b7e151628aed2a6,0,4100,62,18,62,18,0.00000000,-0.02000000,62,18,-0.00500000,-0.02000000,8.295290172100e-4,8.530616760254e-4,2.353265881538e-5,2.353265881538e-5,3.967434167862e-5,3.132224082947e-5,8.352100849152e-6,1.614168286324e-5,7.789582014084e-6,4.999995231628e-3,4.999995231628e-3,4.999995231628e-3,63,63,63,63,1,1,-1,-1,-1,-1,0.000000000000e0,0.000000000000e0
103,2b7e151628aed2a6,1,4100,62,18,62,18,0.00000000,-0.02000000,62,18,0.00500000,-0.02000000,8.295290172100e-4,8.040964603424e-4,2.543255686760e-5,-2.543255686760e-5,-4.146620631218e-5,-4.146620631218e-5,0.000000000000e0,-1.603364944458e-5,-1.603364944458e-5,4.999995231628e-3,4.999995231628e-3,4.999995231628e-3,63,63,63,63,1,1,-1,-1,-1,-1,0.000000000000e0,0.000000000000e0
104,2b7e151628aed2a6,0,4150,105,75,105,75,-0.02000000,-0.02000000,105,75,-0.01000000,-0.02000000,-1.456476747990e-4,-1.471973955631e-4,1.549720764160e-6,-1.549720764160e-6,-4.729256033897e-5,-4.364922642708e-5,-3.643333911896e-6,-4.574283957481e-5,-4.209950566292e-5,9.999990463257e-3,9.999990463257e-3,9.999990463257e-3,63,63,63,63,1,1,-1,-1,-1,-1,0.000000000000e0,0.000000000000e0
105,2b7e151628aed2a6,1,4150,105,75,105,75,-0.02000000,-0.02000000,105,75,-0.00500000,-0.02000000,-1.456476747990e-4,-1.497268676758e-4,4.079192876816e-6,-4.079192876816e-6,-7.278844714165e-5,-3.374740481377e-5,-3.904104232788e-5,-6.870925426483e-5,-2.966821193695e-5,1.499998569489e-2,1.499998569489e-2,1.499998569489e-2,63,63,63,63,1,1,-1,-1,-1,-1,0.000000000000e0,0.000000000000e0
106,2b7e151628aed2a6,0,4200,26,8,26,8,0.00000000,0.02000000,26,8,0.00500000,0.02000000,-7.553584873676e-4,-7.999837398529e-4,4.462525248528e-5,-4.462525248528e-5,-5.577504634857e-5,-3.856420516968e-5,-1.721084117889e-5,-1.114979386330e-5,6.061047315598e-6,4.999995231628e-3,4.999995231628e-3,4.999995231628e-3,63,63,63,63,1,1,-1,-1,-1,-1,0.000000000000e0,0.000000000000e0
107,2b7e151628aed2a6,0,4300,16,95,16,95,-0.02000000,0.02000000,16,95,-0.02000000,0.01000000,1.887809485197e-3,1.859273761511e-3,2.853572368622e-5,-2.853572368622e-5,-8.232891559601e-6,-1.612305641174e-5,7.890164852142e-6,2.030283212662e-5,1.241266727448e-5,9.999990463257e-3,9.999990463257e-3,9.999990463257e-3,63,63,63,63,1,1,-1,-1,-1,-1,0.000000000000e0,0.000000000000e0
108,2b7e151628aed2a6,1,4300,16,95,16,95,-0.02000000,0.02000000,16,95,-0.02000000,0.00500000,1.887809485197e-3,1.845456659794e-3,4.235282540321e-5,-4.235282540321e-5,-1.572817564011e-5,-4.076212644577e-5,2.503395080566e-5,2.662464976311e-5,1.590698957443e-6,1.500000059605e-2,1.500000059605e-2,1.500000059605e-2,63,63,63,63,1,1,-1,-1,-1,-1,0.000000000000e0,0.000000000000e0
109,2b7e151628aed2a6,0,4350,93,118,93,118,0.02000000,0.00000000,93,118,0.01000000,0.02000000,-2.761892974377e-4,-3.011338412762e-4,2.494454383850e-5,-2.494454383850e-5,-1.083165407181e-4,,,-8.337199687958e-5,3.796070814133e-5,2.236065827310e-2,2.236065827310e-2,,63,63,63,14,1,0,-1,-1,-1,15,0.000000000000e0,0.000000000000e0
110,2b7e151628aed2a6,1,4350,93,118,93,118,0.02000000,0.00000000,93,118,0.02000000,0.00500000,-2.761892974377e-4,-3.184787929058e-4,4.228949546814e-5,-4.228949546814e-5,-2.862885594368e-5,,,1.366063952446e-5,2.873688936234e-5,4.999995231628e-3,4.999995231628e-3,,63,63,63,14,1,0,-1,-1,-1,15,0.000000000000e0,0.000000000000e0
111,2b7e151628aed2a6,0,4400,7,58,7,58,0.02000000,0.02000000,7,58,0.00000000,0.02000000,1.979582011700e-4,2.010315656662e-4,3.073364496231e-6,3.073364496231e-6,-1.327022910118e-4,1.846253871918e-5,-1.511648297310e-4,-1.357756555080e-4,1.538917422295e-5,1.999998092651e-2,1.999998092651e-2,1.999998092651e-2,63,63,63,63,1,1,-1,-1,-1,-1,0.000000000000e0,0.000000000000e0
