seed,mode,stream,control_slot,global_commit,group_left,group_right,g3_delta_left,g3_delta_right,control_delta_left,control_delta_right,immediate_utility_gap,revisit_left_offset,revisit_right_offset,first_divergence_step,divergence_kind,g3_margin_at_divergence,control_margin_at_divergence,invalid_from_step,invalid_parameter,horizon,valid,g3_train_loss,control_train_loss,delta_train_loss,g3_validation_loss,control_validation_loss,parameter_distance
2b7e151628aed2a6,O1-closed-loop,L2-shifted-36,control_a,4650,8,65,0.02000,0.00000,0.02000,-0.01000,0.000000000,1,1,0,0,0.000000000,0.000000000,0,-1,1,true,0.038654607,0.038654607,0.000000000,0.052504241,0.052504241,0.010000005
2b7e151628aed2a6,O1-closed-loop,L2-shifted-36,control_a,4650,8,65,0.02000,0.00000,0.02000,-0.01000,0.000000000,1,1,0,0,0.000000000,0.000000000,0,-1,2,true,0.039188605,0.039188605,0.000000000,0.052691299,0.052691299,0.010000005
2b7e151628aed2a6,O1-closed-loop,L2-shifted-36,control_a,4650,8,65,0.02000,0.00000,0.02000,-0.01000,0.000000000,1,1,0,0,0.000000000,0.000000000,0,-1,4,true,0.037487302,0.037487302,0.000000000,0.050012235,0.050012235,0.010000005
2b7e151628aed2a6,O1-closed-loop,L2-shifted-36,control_a,4650,8,65,0.02000,0.00000,0.02000,-0.01000,0.000000000,1,1,0,0,0.000000000,0.000000000,0,-1,8,true,0.036853962,0.036853962,0.000000000,0.050042573,0.050042573,0.010000005
2b7e151628aed2a6,O1-closed-loop,L2-shifted-36,control_a,4650,8,65,0.02000,0.00000,0.02000,-0.01000,0.000000000,1,1,0,0,0.000000000,0.000000000,0,-1,16,true,0.039739866,0.039739866,0.000000000,0.056028172,0.056028172,0.010000005
2b7e151628aed2a6,O1-closed-loop,L2-shifted-36,control_a,4650,8,65,0.02000,0.00000,0.02000,-0.01000,0.000000000,1,1,0,0,0.000000000,0.000000000,0,-1,32,true,0.037534405,0.037534405,0.000000000,0.049415614,0.049415614,0.010000005
2b7e151628aed2a6,O1-closed-loop,L2-shifted-36,control_a,4650,8,65,0.02000,0.00000,0.02000,-0.01000,0.000000000,1,1,0,0,0.000000000,0.000000000,0,-1,64,true,0.036172144,0.036172144,0.000000000,0.052074615,0.052074615,0.010000005
2b7e151628aed2a6,O1-closed-loop,L2-shifted-36,control_b,4650,8,65,0.02000,0.00000,0.02000,-0.00500,0.000000000,1,1,0,0,0.000000000,0.000000000,0,-1,1,true,0.038654607,0.038654607,0.000000000,0.052504241,0.052504241,0.004999995
2b7e151628aed2a6,O1-closed-loop,L2-shifted-36,control_b,4650,8,65,0.02000,0.00000,0.02000,-0.00500,0.000000000,1,1,0,0,0.000000000,0.000000000,0,-1,2,true,0.039188605,0.039188605,0.000000000,0.052691299,0.052691299,0.004999995
2b7e151628aed2a6,O1-closed-loop,L2-shifted-36,control_b,4650,8,65,0.02000,0.00000,0.02000,-0.00500,0.000000000,1,1,0,0,0.000000000,0.000000000,0,-1,4,true,0.037487302,0.037487302,0.000000000,0.050012235,0.050012235,0.004999995
2b7e151628aed2a6,O1-closed-loop,L2-shifted-36,control_b,4650,8,65,0.02000,0.00000,0.02000,-0.00500,0.000000000,1,1,0,0,0.000000000,0.000000000,0,-1,8,true,0.036853962,0.036853962,0.000000000,0.050042573,0.050042573,0.004999995
2b7e151628aed2a6,O1-closed-loop,L2-shifted-36,control_b,4650,8,65,0.02000,0.00000,0.02000,-0.00500,0.000000000,1,1,0,0,0.000000000,0.000000000,0,-1,16,true,0.039739866,0.039739866,0.000000000,0.056028172,0.056028172,0.004999995
2b7e151628aed2a6,O1-closed-loop,L2-shifted-36,control_b,4650,8,65,0.02000,0.00000,0.02000,-0.00500,0.000000000,1,1,0,0,0.000000000,0.000000000,0,-1,32,true,0.037534405,0.037534405,0.000000000,0.049415614,0.049415614,0.004999995
2b7e151628aed2a6,O1-closed-loop,L2-shifted-36,control_b,4650,8,65,0.02000,0.00000,0.02000,-0.00500,0.000000000,1,1,0,0,0.000000000,0.000000000,0,-1,64,true,0.036172144,0.036172144,0.000000000,0.052074615,0.052074615,0.004999995
2b7e151628aed2a6,O2-frozen-base-open-loop,frozen-base-original-stream,control_a,4650,8,65,0.02000,0.00000,0.02000,-0.01000,0.000000000,1,1,0,0,0.000000000,0.000000000,0,-1,1,true,0.038654607,0.038654607,0.000000000,0.052504241,0.052504241,0.010000005
2b7e151628aed2a6,O2-frozen-base-open-loop,frozen-base-original-stream,control_a,4650,8,65,0.02000,0.00000,0.02000,-0.01000,0.000000000,1,1,0,0,0.000000000,0.000000000,0,-1,2,true,0.038895290,0.038895290,0.000000000,0.052886929,0.052886929,0.010000005
2b7e151628aed2a6,O2-frozen-base-open-loop,frozen-base-original-stream,control_a,4650,8,65,0.02000,0.00000,0.02000,-0.01000,0.000000000,1,1,0,0,0.000000000,0.000000000,0,-1,4,true,0.037203331,0.037203331,0.000000000,0.052627709,0.052627709,0.010000005
2b7e151628aed2a6,O2-frozen-base-open-loop,frozen-base-original-stream,control_a,4650,8,65,0.02000,0.00000,0.02000,-0.01000,0.000000000,1,1,0,0,0.000000000,0.000000000,0,-1,8,true,0.038221765,0.038221765,0.000000000,0.053746525,0.053746525,0.010000005
2b7e151628aed2a6,O2-frozen-base-open-loop,frozen-base-original-stream,control_a,4650,8,65,0.02000,0.00000,0.02000,-0.01000,0.000000000,1,1,0,0,0.000000000,0.000000000,0,-1,16,true,0.040593352,0.040593352,0.000000000,0.056736674,0.056736674,0.010000005
2b7e151628aed2a6,O2-frozen-base-open-loop,frozen-base-original-stream,control_a,4650,8,65,0.02000,0.00000,0.02000,-0.01000,0.000000000,1,1,0,0,0.000000000,0.000000000,0,-1,32,true,0.038059115,0.038059115,0.000000000,0.051966775,0.051966775,0.010000005
2b7e151628aed2a6,O2-frozen-base-open-loop,frozen-base-original-stream,control_a,4650,8,65,0.02000,0.00000,0.02000,-0.01000,0.000000000,1,1,0,0,0.000000000,0.000000000,0,-1,64,true,0.037032701,0.037032701,0.000000000,0.055090111,0.055090111,0.010000005
2b7e151628aed2a6,O2-frozen-base-open-loop,frozen-base-original-stream,control_b,4650,8,65,0.02000,0.00000,0.02000,-0.00500,0.000000000,1,1,0,0,0.000000000,0.000000000,0,-1,1,true,0.038654607,0.038654607,0.000000000,0.052504241,0.052504241,0.004999995
2b7e151628aed2a6,O2-frozen-base-open-loop,frozen-base-original-stream,control_b,4650,8,65,0.02000,0.00000,0.02000,-0.00500,0.000000000,1,1,0,0,0.000000000,0.000000000,0,-1,2,true,0.038895290,0.038895290,0.000000000,0.052886929,0.052886929,0.004999995
2b7e151628aed2a6,O2-frozen-base-open-loop,frozen-base-original-stream,control_b,4650,8,65,0.02000,0.00000,0.02000,-0.00500,0.000000000,1,1,0,0,0.000000000,0.000000000,0,-1,4,true,0.037203331,0.037203331,0.000000000,0.052627709,0.052627709,0.004999995
2b7e151628aed2a6,O2-frozen-base-open-loop,frozen-base-original-stream,control_b,4650,8,65,0.02000,0.00000,0.02000,-0.00500,0.000000000,1,1,0,0,0.000000000,0.000000000,0,-1,8,true,0.038221765,0.038221765,0.000000000,0.053746525,0.053746525,0.004999995
2b7e151628aed2a6,O2-frozen-base-open-loop,frozen-base-original-stream,control_b,4650,8,65,0.02000,0.00000,0.02000,-0.00500,0.000000000,1,1,0,0,0.000000000,0.000000000,0,-1,16,true,0.040593352,0.040593352,0.000000000,0.056736674,0.056736674,0.004999995
2b7e151628aed2a6,O2-frozen-base-open-loop,frozen-base-original-stream,control_b,4650,8,65,0.02000,0.00000,0.02000,-0.00500,0.000000000,1,1,0,0,0.000000000,0.000000000,0,-1,32,true,0.038059115,0.038059115,0.000000000,0.051966775,0.051966775,0.004999995
2b7e151628aed2a6,O2-frozen-base-open-loop,frozen-base-original-stream,control_b,4650,8,65,0.02000,0.00000,0.02000,-0.00500,0.000000000,1,1,0,0,0.000000000,0.000000000,0,-1,64,true,0.037032701,0.037032701,0.000000000,0.055090111,0.055090111,0.004999995
2b7e151628aed2a6,O1-closed-loop,L0-original,control_a,4700,34,16,-0.02000,-0.02000,-0.01000,-0.02000,0.000033312,1,1,6,2,0.000272941,0.000062164,0,-1,1,true,0.036980983,0.037014294,-0.000033312,0.052058097,0.052187711,0.010000000
2b7e151628aed2a6,O1-closed-loop,L0-original,control_a,4700,34,16,-0.02000,-0.02000,-0.01000,-0.02000,0.000033312,1,1,6,2,0.000272941,0.000062164,0,-1,2,true,0.036662415,0.036693204,-0.000030790,0.051900532,0.052028213,0.010000000
2b7e151628aed2a6,O1-closed-loop,L0-original,control_a,4700,34,16,-0.02000,-0.02000,-0.01000,-0.02000,0.000033312,1,1,6,2,0.000272941,0.000062164,0,-1,4,true,0.036424238,0.036444385,-0.000020146,0.051908508,0.052026302,0.010000000
2b7e151628aed2a6,O1-closed-loop,L0-original,control_a,4700,34,16,-0.02000,-0.02000,-0.01000,-0.02000,0.000033312,1,1,6,2,0.000272941,0.000062164,0,-1,8,true,0.038886424,0.038474094,0.000412330,0.054800123,0.054247499,0.014999992
2b7e151628aed2a6,O1-closed-loop,L0-original,control_a,4700,34,16,-0.02000,-0.02000,-0.01000,-0.02000,0.000033312,1,1,6,2,0.000272941,0.000062164,0,-1,16,true,0.036554500,0.036771886,-0.000217386,0.054062795,0.054363668,0.060207952
2b7e151628aed2a6,O1-closed-loop,L0-original,control_a,4700,34,16,-0.02000,-0.02000,-0.01000,-0.02000,0.000033312,1,1,6,2,0.000272941,0.000062164,0,-1,32,true,0.036048409,0.035846349,0.000202060,0.052327920,0.051805634,0.106301405
2b7e151628aed2a6,O1-closed-loop,L0-original,control_a,4700,34,16,-0.02000,-0.02000,-0.01000,-0.02000,0.000033312,1,1,6,2,0.000272941,0.000062164,0,-1,64,true,0.035932448,0.034937765,0.000994682,0.052483309,0.050143231,0.160312146
2b7e151628aed2a6,O1-closed-loop,L2-shifted-17,control_a,4700,34,16,-0.02000,-0.02000,-0.01000,-0.02000,0.000033312,1,1,4,1,0.000014171,0.000006076,0,-1,1,true,0.036980983,0.037014294,-0.000033312,0.052058097,0.052187711,0.010000000
2b7e151628aed2a6,O1-closed-loop,L2-shifted-17,control_a,4700,34,16,-0.02000,-0.02000,-0.01000,-0.02000,0.000033312,1,1,4,1,0.000014171,0.000006076,0,-1,2,true,0.036671851,0.036679979,-0.000008129,0.051672194,0.051773790,0.010000000
2b7e151628aed2a6,O1-closed-loop,L2-shifted-17,control_a,4700,34,16,-0.02000,-0.02000,-0.01000,-0.02000,0.000033312,1,1,4,1,0.000014171,0.000006076,0,-1,4,true,0.036612045,0.036563646,0.000048399,0.051823940,0.051554397,0.036055505
2b7e151628aed2a6,O1-closed-loop,L2-shifted-17,control_a,4700,34,16,-0.02000,-0.02000,-0.01000,-0.02000,0.000033312,1,1,4,1,0.000014171,0.000006076,0,-1,8,true,0.038413603,0.038946375,-0.000532772,0.055101026,0.055387180,0.043874804
2b7e151628aed2a6,O1-closed-loop,L2-shifted-17,control_a,4700,34,16,-0.02000,-0.02000,-0.01000,-0.02000,0.000033312,1,1,4,1,0.000014171,0.000006076,0,-1,16,true,0.035996508,0.036235671,-0.000239164,0.052483175,0.052569304,0.049244281
2b7e151628aed2a6,O1-closed-loop,L2-shifted-17,control_a,4700,34,16,-0.02000,-0.02000,-0.01000,-0.02000,0.000033312,1,1,4,1,0.000014171,0.000006076,0,-1,32,true,0.035577223,0.035844091,-0.000266869,0.049727466,0.052043065,0.081086345
2b7e151628aed2a6,O1-closed-loop,L2-shifted-17,control_a,4700,34,16,-0.02000,-0.02000,-0.01000,-0.02000,0.000033312,1,1,4,1,0.000014171,0.000006076,0,-1,64,true,0.035685200,0.036024731,-0.000339530,0.051276799,0.052873522,0.151822209
2b7e151628aed2a6,O1-closed-loop,L2-shifted-36,control_a,4700,34,16,-0.02000,-0.02000,-0.01000,-0.02000,0.000033312,1,1,3,1,0.000012867,0.000029620,0,-1,1,true,0.036980983,0.037014294,-0.000033312,0.052058097,0.052187711,0.010000000
2b7e151628aed2a6,O1-closed-loop,L2-shifted-36,control_a,4700,34,16,-0.02000,-0.02000,-0.01000,-0.02000,0.000033312,1,1,3,1,0.000012867,0.000029620,0,-1,2,true,0.036818326,0.036851499,-0.000033174,0.052071597,0.052200820,0.010000000
2b7e151628aed2a6,O1-closed-loop,L2-shifted-36,control_a,4700,34,16,-0.02000,-0.02000,-0.01000,-0.02000,0.000033312,1,1,3,1,0.000012867,0.000029620,0,-1,4,true,0.036731735,0.036635268,0.000096466,0.052021112,0.052210066,0.049999990
2b7e151628aed2a6,O1-closed-loop,L2-shifted-36,control_a,4700,34,16,-0.02000,-0.02000,-0.01000,-0.02000,0.000033312,1,1,3,1,0.000012867,0.000029620,0,-1,8,true,0.039305378,0.039421376,-0.000115998,0.056232166,0.055716053,0.071414247
2b7e151628aed2a6,O1-closed-loop,L2-shifted-36,control_a,4700,34,16,-0.02000,-0.02000,-0.01000,-0.02000,0.000033312,1,1,3,1,0.000012867,0.000029620,0,-1,16,true,0.035963263,0.036331233,-0.000367969,0.051584873,0.053272504,0.071763486
2b7e151628aed2a6,O1-closed-loop,L2-shifted-36,control_a,4700,34,16,-0.02000,-0.02000,-0.01000,-0.02000,0.000033312,1,1,3,1,0.000012867,0.000029620,0,-1,32,true,0.035944823,0.036328584,-0.000383761,0.051968295,0.052443627,0.082310364
2b7e151628aed2a6,O1-closed-loop,L2-shifted-36,control_a,4700,34,16,-0.02000,-0.02000,-0.01000,-0.02000,0.000033312,1,1,3,1,0.000012867,0.000029620,0,-1,64,true,0.035623349,0.035586946,0.000036404,0.052155923,0.051560029,0.140356615
2b7e151628aed2a6,O2-frozen-base-open-loop,frozen-base-original-stream,control_a,4700,34,16,-0.02000,-0.02000,-0.01000,-0.02000,0.000033312,1,1,6,2,0.000272941,0.000062164,0,-1,1,true,0.036980983,0.037014294,-0.000033312,0.052058097,0.052187711,0.010000000
2b7e151628aed2a6,O2-frozen-base-open-loop,frozen-base-original-stream,control_a,4700,34,16,-0.02000,-0.02000,-0.01000,-0.02000,0.000033312,1,1,6,2,0.000272941,0.000062164,0,-1,2,true,0.036662415,0.036693204,-0.000030790,0.051900532,0.052028213,0.010000000
2b7e151628aed2a6,O2-frozen-base-open-loop,frozen-base-original-stream,control_a,4700,34,16,-0.02000,-0.02000,-0.01000,-0.02000,0.000033312,1,1,6,2,0.000272941,0.000062164,0,-1,4,true,0.036424238,0.036444385,-0.000020146,0.051908508,0.052026302,0.010000000
2b7e151628aed2a6,O2-frozen-base-open-loop,frozen-base-original-stream,control_a,4700,34,16,-0.02000,-0.02000,-0.01000,-0.02000,0.000033312,1,1,6,2,0.000272941,0.000062164,0,-1,8,true,0.038886424,0.039009474,-0.000123050,0.054800123,0.055038840,0.010000000
2b7e151628aed2a6,O2-frozen-base-open-loop,frozen-base-original-stream,control_a,4700,34,16,-0.02000,-0.02000,-0.01000,-0.02000,0.000033312,1,1,6,2,0.000272941,0.000062164,0,-1,16,true,0.036554500,0.036655854,-0.000101354,0.054062795,0.054286957,0.010000000
2b7e151628aed2a6,O2-frozen-base-open-loop,frozen-base-original-stream,control_a,4700,34,16,-0.02000,-0.02000,-0.01000,-0.02000,0.000033312,1,1,6,2,0.000272941,0.000062164,0,-1,32,true,0.036048409,0.036163691,-0.000115283,0.052327920,0.052577350,0.010000000
2b7e151628aed2a6,O2-frozen-base-open-loop,frozen-base-original-stream,control_a,4700,34,16,-0.02000,-0.02000,-0.01000,-0.02000,0.000033312,1,1,6,2,0.000272941,0.000062164,0,-1,64,true,0.035932448,0.036004212,-0.000071764,0.052483309,0.052678749,0.010000000
2b7e151628aed2a6,O1-closed-loop,L0-original,control_a,4750,6,21,0.02000,0.01000,0.02000,-0.01000,0.000028826,1,1,2,1,0.000010163,0.000012577,0,-1,1,true,0.034683730,0.034654904,0.000028826,0.048569161,0.048377860,0.019999981
2b7e151628aed2a6,O1-closed-loop,L0-original,control_a,4750,6,21,0.02000,0.01000,0.02000,-0.01000,0.000028826,1,1,2,1,0.000010163,0.000012577,0,-1,2,true,0.034618158,0.034542438,0.000075720,0.048474550,0.047899488,0.030822044
2b7e151628aed2a6,O1-closed-loop,L0-original,control_a,4750,6,21,0.02000,0.01000,0.02000,-0.01000,0.000028826,1,1,2,1,0.000010163,0.000012577,0,-1,4,true,0.035196718,0.035160702,0.000036016,0.050799642,0.050197255,0.030822044
2b7e151628aed2a6,O1-closed-loop,L0-original,control_a,4750,6,21,0.02000,0.01000,0.02000,-0.01000,0.000028826,1,1,2,1,0.000010163,0.000012577,0,-1,8,true,0.035863947,0.035840791,0.000023156,0.053108651,0.052217472,0.051478110
2b7e151628aed2a6,O1-closed-loop,L0-original,control_a,4750,6,21,0.02000,0.01000,0.02000,-0.01000,0.000028826,1,1,2,1,0.000010163,0.000012577,0,-1,16,true,0.035705727,0.035793141,-0.000087414,0.051955227,0.051926766,0.073993213
2b7e151628aed2a6,O1-closed-loop,L0-original,control_a,4750,6,21,0.02000,0.01000,0.02000,-0.01000,0.000028826,1,1,2,1,0.000010163,0.000012577,0,-1,32,true,0.035722699,0.036021788,-0.000299089,0.052790169,0.053396780,0.100374259
2b7e151628aed2a6,O1-closed-loop,L0-original,control_a,4750,6,21,0.02000,0.01000,0.02000,-0.01000,0.000028826,1,1,2,1,0.000010163,0.000012577,0,-1,64,true,0.035182089,0.035650305,-0.000468217,0.047196303,0.047914263,0.135277450
2b7e151628aed2a6,O1-closed-loop,L0-original,control_b,4750,6,21,0.02000,0.01000,0.02000,0.00500,0.000035338,1,1,9,1,0.000020310,0.000011943,0,-1,1,true,0.034683730,0.034648392,0.000035338,0.048569161,0.048488218,0.004999995
2b7e151628aed2a6,O1-closed-loop,L0-original,control_b,4750,6,21,0.02000,0.01000,0.02000,0.00500,0.000035338,1,1,9,1,0.000020310,0.000011943,0,-1,2,true,0.034618158,0.034587663,0.000030495,0.048474550,0.048399489,0.004999995
2b7e151628aed2a6,O1-closed-loop,L0-original,control_b,4750,6,21,0.02000,0.01000,0.02000,0.00500,0.000035338,1,1,9,1,0.000020310,0.000011943,0,-1,4,true,0.035196718,0.035154391,0.000042327,0.050799642,0.050713077,0.004999995
2b7e151628aed2a6,O1-closed-loop,L0-original,control_b,4750,6,21,0.02000,0.01000,0.02000,0.00500,0.000035338,1,1,9,1,0.000020310,0.000011943,0,-1,8,true,0.035863947,0.035852637,0.000011310,0.053108651,0.053062219,0.004999995
2b7e151628aed2a6,O1-closed-loop,L0-original,control_b,4750,6,21,0.02000,0.01000,0.02000,0.00500,0.000035338,1,1,9,1,0.000020310,0.000011943,0,-1,16,true,0.035705727,0.035767201,-0.000061475,0.051955227,0.050962362,0.076485269
2b7e151628aed2a6,O1-closed-loop,L0-original,control_b,4750,6,21,0.02000,0.01000,0.02000,0.00500,0.000035338,1,1,9,1,0.000020310,0.000011943,0,-1,32,true,0.035722699,0.035652142,0.000070557,0.052790169,0.051682364,0.113026492
2b7e151628aed2a6,O1-closed-loop,L0-original,control_b,4750,6,21,0.02000,0.01000,0.02000,0.00500,0.000035338,1,1,9,1,0.000020310,0.000011943,0,-1,64,true,0.035182089,0.034988921,0.000193167,0.047196303,0.046682823,0.152970538
2b7e151628aed2a6,O1-closed-loop,L2-shifted-17,control_a,4750,6,21,0.02000,0.01000,0.02000,-0.01000,0.000028826,1,1,6,2,0.000045583,0.000082042,0,-1,1,true,0.034683730,0.034654904,0.000028826,0.048569161,0.048377860,0.019999981
2b7e151628aed2a6,O1-closed-loop,L2-shifted-17,control_a,4750,6,21,0.02000,0.01000,0.02000,-0.01000,0.000028826,1,1,6,2,0.000045583,0.000082042,0,-1,2,true,0.034628782,0.034599956,0.000028826,0.048434775,0.048243474,0.019999981
2b7e151628aed2a6,O1-closed-loop,L2-shifted-17,control_a,4750,6,21,0.02000,0.01000,0.02000,-0.01000,0.000028826,1,1,6,2,0.000045583,0.000082042,0,-1,4,true,0.035318628,0.035232794,0.000085834,0.050858438,0.050604839,0.019999981
2b7e151628aed2a6,O1-closed-loop,L2-shifted-17,control_a,4750,6,21,0.02000,0.01000,0.02000,-0.01000,0.000028826,1,1,6,2,0.000045583,0.000082042,0,-1,8,true,0.035811450,0.035838768,-0.000027318,0.052937139,0.052821785,0.026457492
2b7e151628aed2a6,O1-closed-loop,L2-shifted-17,control_a,4750,6,21,0.02000,0.01000,0.02000,-0.01000,0.000028826,1,1,6,2,0.000045583,0.000082042,0,-1,16,true,0.035619292,0.036008194,-0.000388902,0.051995650,0.052180424,0.055452663
2b7e151628aed2a6,O1-closed-loop,L2-shifted-17,control_a,4750,6,21,0.02000,0.01000,0.02000,-0.01000,0.000028826,1,1,6,2,0.000045583,0.000082042,0,-1,32,true,0.035902549,0.036441464,-0.000538915,0.050494086,0.052025959,0.086746722
2b7e151628aed2a6,O1-closed-loop,L2-shifted-17,control_a,4750,6,21,0.02000,0.01000,0.02000,-0.01000,0.000028826,1,1,6,2,0.000045583,0.000082042,0,-1,64,true,0.034692999,0.035234291,-0.000541292,0.046316803,0.047515422,0.122167915
2b7e151628aed2a6,O1-closed-loop,L2-shifted-17,control_b,4750,6,21,0.02000,0.01000,0.02000,0.00500,0.000035338,1,1,9,1,0.000009134,0.000054233,0,-1,1,true,0.034683730,0.034648392,0.000035338,0.048569161,0.048488218,0.004999995
2b7e151628aed2a6,O1-closed-loop,L2-shifted-17,control_b,4750,6,21,0.02000,0.01000,0.02000,0.00500,0.000035338,1,1,9,1,0.000009134,0.000054233,0,-1,2,true,0.034628782,0.034593444,0.000035338,0.048434775,0.048353832,0.004999995
2b7e151628aed2a6,O1-closed-loop,L2-shifted-17,control_b,4750,6,21,0.02000,0.01000,0.02000,0.00500,0.000035338,1,1,9,1,0.000009134,0.000054233,0,-1,4,true,0.035318628,0.035269264,0.000049364,0.050858438,0.050762195,0.004999995
2b7e151628aed2a6,O1-closed-loop,L2-shifted-17,control_b,4750,6,21,0.02000,0.01000,0.02000,0.00500,0.000035338,1,1,9,1,0.000009134,0.000054233,0,-1,8,true,0.035811450,0.035770189,0.000041261,0.052937139,0.052851081,0.004999995
2b7e151628aed2a6,O1-closed-loop,L2-shifted-17,control_b,4750,6,21,0.02000,0.01000,0.02000,0.00500,0.000035338,1,1,9,1,0.000009134,0.000054233,0,-1,16,true,0.035619292,0.035917263,-0.000297971,0.051995650,0.052321795,0.053618997
2b7e151628aed2a6,O1-closed-loop,L2-shifted-17,control_b,4750,6,21,0.02000,0.01000,0.02000,0.00500,0.000035338,1,1,9,1,0.000009134,0.000054233,0,-1,32,true,0.035902549,0.036362782,-0.000460234,0.050494086,0.051462214,0.097851887
2b7e151628aed2a6,O1-closed-loop,L2-shifted-17,control_b,4750,6,21,0.02000,0.01000,0.02000,0.00500,0.000035338,1,1,9,1,0.000009134,0.000054233,0,-1,64,true,0.034692999,0.035136290,-0.000443291,0.046316803,0.047547981,0.129228428
2b7e151628aed2a6,O1-closed-loop,L2-shifted-36,control_a,4750,6,21,0.02000,0.01000,0.02000,-0.01000,0.000028826,1,1,2,1,0.000017364,0.000024840,0,-1,1,true,0.034683730,0.034654904,0.000028826,0.048569161,0.048377860,0.019999981
2b7e151628aed2a6,O1-closed-loop,L2-shifted-36,control_a,4750,6,21,0.02000,0.01000,0.02000,-0.01000,0.000028826,1,1,2,1,0.000017364,0.000024840,0,-1,2,true,0.034627423,0.034588020,0.000039402,0.048497904,0.048135597,0.040311266
2b7e151628aed2a6,O1-closed-loop,L2-shifted-36,control_a,4750,6,21,0.02000,0.01000,0.02000,-0.01000,0.000028826,1,1,2,1,0.000017364,0.000024840,0,-1,4,true,0.035203192,0.035153423,0.000049770,0.050795186,0.050419047,0.040311266
2b7e151628aed2a6,O1-closed-loop,L2-shifted-36,control_a,4750,6,21,0.02000,0.01000,0.02000,-0.01000,0.000028826,1,1,2,1,0.000017364,0.000024840,0,-1,8,true,0.036080059,0.036134813,-0.000054754,0.053913798,0.053695064,0.040311266
2b7e151628aed2a6,O1-closed-loop,L2-shifted-36,control_a,4750,6,21,0.02000,0.01000,0.02000,-0.01000,0.000028826,1,1,2,1,0.000017364,0.000024840,0,-1,16,true,0.035986807,0.035167485,0.000819322,0.053189974,0.050657663,0.074498281
2b7e151628aed2a6,O1-closed-loop,L2-shifted-36,control_a,4750,6,21,0.02000,0.01000,0.02000,-0.01000,0.000028826,1,1,2,1,0.000017364,0.000024840,0,-1,32,true,0.035234984,0.034894042,0.000340942,0.050649170,0.049945876,0.100747153
2b7e151628aed2a6,O1-closed-loop,L2-shifted-36,control_a,4750,6,21,0.02000,0.01000,0.02000,-0.01000,0.000028826,1,1,2,1,0.000017364,0.000024840,0,-1,64,true,0.035347443,0.034666691,0.000680752,0.047492046,0.046768963,0.162403762
2b7e151628aed2a6,O1-closed-loop,L2-shifted-36,control_b,4750,6,21,0.02000,0.01000,0.02000,0.00500,0.000035338,1,1,13,1,0.000000324,0.000002902,0,-1,1,true,0.034683730,0.034648392,0.000035338,0.048569161,0.048488218,0.004999995
2b7e151628aed2a6,O1-closed-loop,L2-shifted-36,control_b,4750,6,21,0.02000,0.01000,0.02000,0.00500,0.000035338,1,1,13,1,0.000000324,0.000002902,0,-1,2,true,0.034627423,0.034592081,0.000035342,0.048497904,0.048416961,0.004999995
2b7e151628aed2a6,O1-closed-loop,L2-shifted-36,control_b,4750,6,21,0.02000,0.01000,0.02000,0.00500,0.000035338,1,1,13,1,0.000000324,0.000002902,0,-1,4,true,0.035203192,0.035153966,0.000049226,0.050795186,0.050699472,0.004999995
2b7e151628aed2a6,O1-closed-loop,L2-shifted-36,control_b,4750,6,21,0.02000,0.01000,0.02000,0.00500,0.000035338,1,1,13,1,0.000000324,0.000002902,0,-1,8,true,0.036080059,0.036068238,0.000011820,0.053913798,0.053867932,0.004999995
2b7e151628aed2a6,O1-closed-loop,L2-shifted-36,control_b,4750,6,21,0.02000,0.01000,0.02000,0.00500,0.000035338,1,1,13,1,0.000000324,0.000002902,0,-1,16,true,0.035986807,0.035154287,0.000832520,0.053189974,0.050869763,0.054999985
2b7e151628aed2a6,O1-closed-loop,L2-shifted-36,control_b,4750,6,21,0.02000,0.01000,0.02000,0.00500,0.000035338,1,1,13,1,0.000000324,0.000002902,0,-1,32,true,0.035234984,0.034888308,0.000346676,0.050649170,0.049437832,0.088034026
2b7e151628aed2a6,O1-closed-loop,L2-shifted-36,control_b,4750,6,21,0.02000,0.01000,0.02000,0.00500,0.000035338,1,1,13,1,0.000000324,0.000002902,0,-1,64,true,0.035347443,0.034972660,0.000374783,0.047492046,0.046243984,0.133322850
2b7e151628aed2a6,O2-frozen-base-open-loop,frozen-base-original-stream,control_a,4750,6,21,0.02000,0.01000,0.02000,-0.01000,0.000028826,1,1,2,1,0.000010163,0.000012577,0,-1,1,true,0.034683730,0.034654904,0.000028826,0.048569161,0.048377860,0.019999981
2b7e151628aed2a6,O2-frozen-base-open-loop,frozen-base-original-stream,control_a,4750,6,21,0.02000,0.01000,0.02000,-0.01000,0.000028826,1,1,2,1,0.000010163,0.000012577,0,-1,2,true,0.034618158,0.034609310,0.000008848,0.048474550,0.048307259,0.019999981
2b7e151628aed2a6,O2-frozen-base-open-loop,frozen-base-original-stream,control_a,4750,6,21,0.02000,0.01000,0.02000,-0.01000,0.000028826,1,1,2,1,0.000010163,0.000012577,0,-1,4,true,0.035196718,0.035137918,0.000058800,0.050799642,0.050583992,0.019999981
2b7e151628aed2a6,O2-frozen-base-open-loop,frozen-base-original-stream,control_a,4750,6,21,0.02000,0.01000,0.02000,-0.01000,0.000028826,1,1,2,1,0.000010163,0.000012577,0,-1,8,true,0.035863947,0.035925992,-0.000062045,0.053108651,0.053048652,0.019999981
