method,seed,commit,train_loss,validation_loss,train_accuracy,validation_accuracy
same_batch_random,2b7e151628aed2a6,2550,1.021422744,1.029589891,0.447917,0.458333
same_batch_random,2b7e151628aed2a6,2600,1.012808204,1.022136450,0.500000,0.479167
same_batch_random,2b7e151628aed2a6,2650,1.007847190,1.018504024,0.479167,0.520833
same_batch_random,2b7e151628aed2a6,2700,1.009020686,1.021218419,0.500000,0.520833
same_batch_random,2b7e151628aed2a6,2750,1.002157092,1.013639092,0.500000,0.541667
same_batch_random,2b7e151628aed2a6,2800,0.998200953,1.008814812,0.489583,0.541667
same_batch_random,2b7e151628aed2a6,2850,0.997860372,1.009179235,0.500000,0.479167
same_batch_random,2b7e151628aed2a6,2900,0.991187155,1.001769423,0.500000,0.500000
same_batch_random,2b7e151628aed2a6,2950,0.981992483,0.994340658,0.479167,0.520833
same_batch_random,2b7e151628aed2a6,3000,0.980867207,0.992757082,0.520833,0.520833
same_batch_random,2b7e151628aed2a6,3050,0.972044289,0.989280641,0.489583,0.479167
same_batch_random,2b7e151628aed2a6,3100,0.965353310,0.982392788,0.489583,0.500000
same_batch_random,2b7e151628aed2a6,3150,0.967380226,0.985369742,0.458333,0.395833
same_batch_random,2b7e151628aed2a6,3200,0.955582142,0.975604057,0.468750,0.437500
same_batch_random,2b7e151628aed2a6,3250,0.951516569,0.971442878,0.500000,0.479167
same_batch_random,2b7e151628aed2a6,3300,0.942055941,0.965739250,0.500000,0.541667
same_batch_random,2b7e151628aed2a6,3350,0.939806283,0.965568006,0.500000,0.541667
same_batch_random,2b7e151628aed2a6,3400,0.933386266,0.958475351,0.510417,0.583333
same_batch_random,2b7e151628aed2a6,3450,0.931845963,0.955816329,0.541667,0.479167
same_batch_random,2b7e151628aed2a6,3500,0.914914608,0.943489969,0.572917,0.687500
same_batch_random,2b7e151628aed2a6,3550,0.907012761,0.935853958,0.531250,0.562500
same_batch_random,2b7e151628aed2a6,3600,0.894111574,0.927981138,0.572917,0.645833
same_batch_random,2b7e151628aed2a6,3650,0.889584541,0.926214039,0.614583,0.583333
same_batch_random,2b7e151628aed2a6,3700,0.879294217,0.914569199,0.625000,0.625000
same_batch_random,2b7e151628aed2a6,3750,0.864581645,0.904733360,0.625000,0.645833
same_batch_random,2b7e151628aed2a6,3800,0.864519060,0.909864008,0.593750,0.541667
same_batch_random,2b7e151628aed2a6,3850,0.835918248,0.882609189,0.708333,0.687500
same_batch_random,2b7e151628aed2a6,3900,0.828443468,0.873038471,0.718750,0.729167
same_batch_random,2b7e151628aed2a6,3950,0.822507143,0.867898226,0.697917,0.687500
same_batch_random,2b7e151628aed2a6,4000,0.811872423,0.860781670,0.760417,0.750000
same_batch_random,2b7e151628aed2a6,4050,0.807235241,0.862501323,0.666667,0.708333
same_batch_random,2b7e151628aed2a6,4100,0.790655673,0.838196456,0.697917,0.729167
same_batch_random,2b7e151628aed2a6,4150,0.785307884,0.831556022,0.708333,0.729167
same_batch_random,2b7e151628aed2a6,4200,0.766123533,0.822472572,0.697917,0.708333
same_batch_random,2b7e151628aed2a6,4250,0.760349035,0.819065750,0.729167,0.708333
same_batch_random,2b7e151628aed2a6,4300,0.769046605,0.824676216,0.687500,0.666667
same_batch_random,2b7e151628aed2a6,4350,0.759509385,0.822361708,0.687500,0.708333
same_batch_random,2b7e151628aed2a6,4400,0.749178588,0.808970749,0.687500,0.708333
same_batch_random,2b7e151628aed2a6,4450,0.736300230,0.781661451,0.791667,0.791667
same_batch_random,2b7e151628aed2a6,4500,0.736171424,0.788475096,0.729167,0.750000
same_batch_random,2b7e151628aed2a6,4550,0.721892297,0.764728606,0.739583,0.750000
same_batch_random,2b7e151628aed2a6,4600,0.707149804,0.753669322,0.781250,0.729167
same_batch_random,2b7e151628aed2a6,4650,0.695138693,0.745667040,0.760417,0.791667
same_batch_random,2b7e151628aed2a6,4700,0.692507327,0.741186559,0.770833,0.729167
same_batch_random,2b7e151628aed2a6,4750,0.679299533,0.730830491,0.760417,0.750000
same_batch_random,2b7e151628aed2a6,4800,0.692451477,0.763351381,0.718750,0.770833
same_batch_random,77a19d3c4e280b51,50,1.107167006,1.106956005,0.333333,0.333333
same_batch_random,77a19d3c4e280b51,100,1.100872278,1.101244092,0.333333,0.333333
same_batch_random,77a19d3c4e280b51,150,1.099872112,1.100397468,0.333333,0.333333
same_batch_random,77a19d3c4e280b51,200,1.104049444,1.104747176,0.333333,0.333333
same_batch_random,77a19d3c4e280b51,250,1.101614833,1.102676988,0.333333,0.333333
same_batch_random,77a19d3c4e280b51,300,1.097036958,1.098199844,0.333333,0.333333
same_batch_random,77a19d3c4e280b51,350,1.105969071,1.107253313,0.333333,0.333333
same_batch_random,77a19d3c4e280b51,400,1.097983956,1.099917173,0.333333,0.333333
same_batch_random,77a19d3c4e280b51,450,1.095330596,1.097446799,0.333333,0.333333
same_batch_random,77a19d3c4e280b51,500,1.100509405,1.103119254,0.333333,0.333333
same_batch_random,77a19d3c4e280b51,550,1.090455651,1.093520761,0.333333,0.333333
same_batch_random,77a19d3c4e280b51,600,1.091320872,1.094465137,0.333333,0.333333
same_batch_random,77a19d3c4e280b51,650,1.090058923,1.093314767,0.479167,0.500000
same_batch_random,77a19d3c4e280b51,700,1.089357972,1.092604876,0.333333,0.333333
same_batch_random,77a19d3c4e280b51,750,1.088502288,1.091650367,0.385417,0.354167
same_batch_random,77a19d3c4e280b51,800,1.089988708,1.093243957,0.416667,0.375000
same_batch_random,77a19d3c4e280b51,850,1.090907574,1.094475269,0.333333,0.333333
same_batch_random,77a19d3c4e280b51,900,1.083682179,1.087154627,0.458333,0.416667
same_batch_random,77a19d3c4e280b51,950,1.087585568,1.091121554,0.354167,0.333333
same_batch_random,77a19d3c4e280b51,1000,1.086189389,1.089624166,0.333333,0.333333
same_batch_random,77a19d3c4e280b51,1050,1.084317803,1.087653637,0.447917,0.395833
same_batch_random,77a19d3c4e280b51,1100,1.084029317,1.087027907,0.364583,0.375000
same_batch_random,77a19d3c4e280b51,1150,1.083742619,1.086964011,0.343750,0.375000
same_batch_random,77a19d3c4e280b51,1200,1.079630971,1.083209634,0.437500,0.416667
same_batch_random,77a19d3c4e280b51,1250,1.086837173,1.091704130,0.333333,0.333333
same_batch_random,77a19d3c4e280b51,1300,1.077219367,1.081938982,0.406250,0.416667
same_batch_random,77a19d3c4e280b51,1350,1.072179675,1.077371120,0.468750,0.458333
same_batch_random,77a19d3c4e280b51,1400,1.071368814,1.076654792,0.458333,0.437500
same_batch_random,77a19d3c4e280b51,1450,1.069534421,1.075292706,0.458333,0.437500
same_batch_random,77a19d3c4e280b51,1500,1.067933917,1.074497938,0.468750,0.458333
same_batch_random,77a19d3c4e280b51,1550,1.063004136,1.070483088,0.479167,0.479167
same_batch_random,77a19d3c4e280b51,1600,1.065206170,1.073796749,0.427083,0.437500
same_batch_random,77a19d3c4e280b51,1650,1.057948351,1.066661477,0.479167,0.479167
same_batch_random,77a19d3c4e280b51,1700,1.056946754,1.065008402,0.479167,0.458333
same_batch_random,77a19d3c4e280b51,1750,1.051518440,1.060198545,0.437500,0.437500
same_batch_random,77a19d3c4e280b51,1800,1.048298359,1.058420539,0.458333,0.395833
same_batch_random,77a19d3c4e280b51,1850,1.046068072,1.057237029,0.468750,0.479167
same_batch_random,77a19d3c4e280b51,1900,1.041864038,1.054716349,0.479167,0.437500
same_batch_random,77a19d3c4e280b51,1950,1.045220733,1.060069680,0.458333,0.437500
same_batch_random,77a19d3c4e280b51,2000,1.039435744,1.054984450,0.458333,0.437500
same_batch_random,77a19d3c4e280b51,2050,1.036240220,1.051867604,0.458333,0.500000
same_batch_random,77a19d3c4e280b51,2100,1.034129262,1.048498034,0.479167,0.500000
same_batch_random,77a19d3c4e280b51,2150,1.031978369,1.046804547,0.468750,0.479167
same_batch_random,77a19d3c4e280b51,2200,1.031445980,1.047512770,0.468750,0.437500
same_batch_random,77a19d3c4e280b51,2250,1.028667808,1.042961955,0.468750,0.458333
same_batch_random,77a19d3c4e280b51,2300,1.027761698,1.043600202,0.458333,0.458333
same_batch_random,77a19d3c4e280b51,2350,1.026573777,1.041876197,0.500000,0.520833
same_batch_random,77a19d3c4e280b51,2400,1.026288748,1.039933801,0.468750,0.458333
same_batch_random,77a19d3c4e280b51,2450,1.035173655,1.050809741,0.437500,0.416667
same_batch_random,77a19d3c4e280b51,2500,1.017001271,1.032130122,0.437500,0.458333
same_batch_random,77a19d3c4e280b51,2550,1.017844915,1.032289267,0.468750,0.458333
same_batch_random,77a19d3c4e280b51,2600,1.016324759,1.032260776,0.458333,0.458333
same_batch_random,77a19d3c4e280b51,2650,1.008197427,1.026822567,0.489583,0.500000
same_batch_random,77a19d3c4e280b51,2700,1.008038282,1.026698112,0.489583,0.500000
same_batch_random,77a19d3c4e280b51,2750,1.006379247,1.024648428,0.437500,0.437500
same_batch_random,77a19d3c4e280b51,2800,1.003409743,1.022253156,0.447917,0.458333
same_batch_random,77a19d3c4e280b51,2850,1.000665188,1.018389821,0.406250,0.395833
same_batch_random,77a19d3c4e280b51,2900,0.994872510,1.015769362,0.479167,0.437500
same_batch_random,77a19d3c4e280b51,2950,0.996107042,1.014298081,0.458333,0.520833
same_batch_random,77a19d3c4e280b51,3000,0.990975618,1.009676576,0.458333,0.500000
same_batch_random,77a19d3c4e280b51,3050,0.985996008,1.006193757,0.489583,0.500000
same_batch_random,77a19d3c4e280b51,3100,0.992011487,1.013612151,0.427083,0.458333
same_batch_random,77a19d3c4e280b51,3150,0.983547926,1.007217050,0.468750,0.479167
same_batch_random,77a19d3c4e280b51,3200,0.978640497,1.001933932,0.468750,0.500000
same_batch_random,77a19d3c4e280b51,3250,0.980701506,1.006958604,0.479167,0.479167
same_batch_random,77a19d3c4e280b51,3300,0.970819771,0.994775712,0.520833,0.520833
same_batch_random,77a19d3c4e280b51,3350,0.965203702,0.987714350,0.500000,0.500000
same_batch_random,77a19d3c4e280b51,3400,0.955418289,0.980049193,0.541667,0.416667
same_batch_random,77a19d3c4e280b51,3450,0.952116072,0.974070787,0.468750,0.479167
same_batch_random,77a19d3c4e280b51,3500,0.949846089,0.972553551,0.510417,0.520833
same_batch_random,77a19d3c4e280b51,3550,0.949772179,0.972649872,0.510417,0.500000
same_batch_random,77a19d3c4e280b51,3600,0.941437423,0.972535133,0.510417,0.437500
same_batch_random,77a19d3c4e280b51,3650,0.930532277,0.963074028,0.520833,0.500000
same_batch_random,77a19d3c4e280b51,3700,0.924665391,0.958729982,0.531250,0.604167
same_batch_random,77a19d3c4e280b51,3750,0.914695561,0.943735600,0.552083,0.500000
same_batch_random,77a19d3c4e280b51,3800,0.895337999,0.928469598,0.572917,0.604167
same_batch_random,77a19d3c4e280b51,3850,0.886169910,0.921482086,0.583333,0.604167
same_batch_random,77a19d3c4e280b51,3900,0.880623400,0.921016157,0.572917,0.541667
same_batch_random,77a19d3c4e280b51,3950,0.880512476,0.924530745,0.520833,0.562500
same_batch_random,77a19d3c4e280b51,4000,0.858819544,0.898262680,0.656250,0.604167
same_batch_random,77a19d3c4e280b51,4050,0.851106644,0.891650915,0.614583,0.604167
same_batch_random,77a19d3c4e280b51,4100,0.840222180,0.881391704,0.635417,0.604167
same_batch_random,77a19d3c4e280b51,4150,0.843693316,0.888930738,0.562500,0.541667
same_batch_random,77a19d3c4e280b51,4200,0.847059250,0.886105299,0.645833,0.666667
same_batch_random,77a19d3c4e280b51,4250,0.824255288,0.874669969,0.614583,0.729167
same_batch_random,77a19d3c4e280b51,4300,0.821629226,0.867210209,0.635417,0.604167
same_batch_random,77a19d3c4e280b51,4350,0.815860689,0.857130706,0.708333,0.687500
same_batch_random,77a19d3c4e280b51,4400,0.796138346,0.846535861,0.656250,0.687500
same_batch_random,77a19d3c4e280b51,4450,0.791903734,0.841425002,0.635417,0.645833
same_batch_random,77a19d3c4e280b51,4500,0.784886301,0.841269791,0.666667,0.750000
same_batch_random,77a19d3c4e280b51,4550,0.778088808,0.827706277,0.677083,0.645833
same_batch_random,77a19d3c4e280b51,4600,0.769956529,0.823075950,0.656250,0.687500
same_batch_random,77a19d3c4e280b51,4650,0.766598761,0.814708531,0.666667,0.770833
same_batch_random,77a19d3c4e280b51,4700,0.775118291,0.814770997,0.760417,0.750000
same_batch_random,77a19d3c4e280b51,4750,0.750928700,0.805137575,0.687500,0.708333
same_batch_random,77a19d3c4e280b51,4800,0.757898033,0.828286588,0.614583,0.666667
same_batch_random,1111222233334444,50,1.105036259,1.104888439,0.333333,0.333333
same_batch_random,1111222233334444,100,1.101141214,1.101177096,0.333333,0.333333
same_batch_random,1111222233334444,150,1.101343632,1.101577520,0.333333,0.333333
same_batch_random,1111222233334444,200,1.097081304,1.097729683,0.333333,0.333333
same_batch_random,1111222233334444,250,1.101092696,1.102182031,0.333333,0.333333
same_batch_random,1111222233334444,300,1.093499064,1.095227122,0.333333,0.333333
same_batch_random,1111222233334444,350,1.093247294,1.095309019,0.333333,0.333333
same_batch_random,1111222233334444,400,1.096131325,1.098418593,0.333333,0.333333
same_batch_random,1111222233334444,450,1.091167450,1.093512058,0.333333,0.333333
same_batch_random,1111222233334444,500,1.096743822,1.099239230,0.437500,0.395833
same_batch_random,1111222233334444,550,1.087844014,1.090767026,0.375000,0.354167
same_batch_random,1111222233334444,600,1.100926876,1.104519248,0.333333,0.333333
same_batch_random,1111222233334444,650,1.083098888,1.086517215,0.489583,0.500000
same_batch_random,1111222233334444,700,1.081623435,1.085079432,0.447917,0.437500
same_batch_random,1111222233334444,750,1.083366156,1.086925745,0.354167,0.375000
same_batch_random,1111222233334444,800,1.086088538,1.090379238,0.343750,0.333333
same_batch_random,1111222233334444,850,1.079362750,1.084150195,0.458333,0.458333
same_batch_random,1111222233334444,900,1.078666806,1.083204508,0.447917,0.416667
same_batch_random,1111222233334444,950,1.079931140,1.084891915,0.333333,0.333333
same_batch_random,1111222233334444,1000,1.074854255,1.080350757,0.531250,0.458333
same_batch_random,1111222233334444,1050,1.071535230,1.076639414,0.437500,0.395833
same_batch_random,1111222233334444,1100,1.068687797,1.074126601,0.458333,0.479167
same_batch_random,1111222233334444,1150,1.062049747,1.069364905,0.489583,0.500000
same_batch_random,1111222233334444,1200,1.062375069,1.070295453,0.437500,0.395833
same_batch_random,1111222233334444,1250,1.058203101,1.067091227,0.479167,0.437500
same_batch_random,1111222233334444,1300,1.056139350,1.065694094,0.458333,0.437500
same_batch_random,1111222233334444,1350,1.055031896,1.066366911,0.468750,0.416667
same_batch_random,1111222233334444,1400,1.065295577,1.078131557,0.406250,0.375000
same_batch_random,1111222233334444,1450,1.051301360,1.064751506,0.437500,0.416667
same_batch_random,1111222233334444,1500,1.044297218,1.055457950,0.479167,0.479167
same_batch_random,1111222233334444,1550,1.048315883,1.061509490,0.489583,0.458333
same_batch_random,1111222233334444,1600,1.043243051,1.055796862,0.427083,0.416667
same_batch_random,1111222233334444,1650,1.038887501,1.050137162,0.468750,0.437500
same_batch_random,1111222233334444,1700,1.033753753,1.044429183,0.489583,0.458333
same_batch_random,1111222233334444,1750,1.030434966,1.042111754,0.468750,0.500000
same_batch_random,1111222233334444,1800,1.031034589,1.043062329,0.489583,0.541667
same_batch_random,1111222233334444,1850,1.025701880,1.038450122,0.479167,0.437500
same_batch_random,1111222233334444,1900,1.027036428,1.040139318,0.427083,0.416667
same_batch_random,1111222233334444,1950,1.032483935,1.045785069,0.458333,0.437500
same_batch_random,1111222233334444,2000,1.019066691,1.033886909,0.468750,0.437500
same_batch_random,1111222233334444,2050,1.014038801,1.031954765,0.479167,0.437500
same_batch_random,1111222233334444,2100,1.014539599,1.031238675,0.447917,0.437500
same_batch_random,1111222233334444,2150,1.009969950,1.027493715,0.489583,0.479167
same_batch_random,1111222233334444,2200,1.005821228,1.025381923,0.468750,0.437500
same_batch_random,1111222233334444,2250,1.003431320,1.021407962,0.447917,0.416667
same_batch_random,1111222233334444,2300,0.996973515,1.018206716,0.489583,0.500000
same_batch_random,1111222233334444,2350,0.986653745,1.008565307,0.468750,0.437500
same_batch_random,1111222233334444,2400,0.988589585,1.009971261,0.447917,0.416667
same_batch_random,1111222233334444,2450,0.979414046,0.997278631,0.468750,0.479167
same_batch_random,1111222233334444,2500,0.974000514,0.993649185,0.500000,0.437500
same_batch_random,1111222233334444,2550,0.964641809,0.984616280,0.489583,0.500000
same_batch_random,1111222233334444,2600,0.969066441,0.989870727,0.572917,0.520833
same_batch_random,1111222233334444,2650,0.968689919,0.992571652,0.572917,0.541667
same_batch_random,1111222233334444,2700,0.956562459,0.984716356,0.572917,0.541667
same_batch_random,1111222233334444,2750,0.942133904,0.966610014,0.520833,0.500000
same_batch_random,1111222233334444,2800,0.932553828,0.960798681,0.500000,0.541667
same_batch_random,1111222233334444,2850,0.922514200,0.958108664,0.572917,0.541667
same_batch_random,1111222233334444,2900,0.912145615,0.948916495,0.562500,0.562500
same_batch_random,1111222233334444,2950,0.937120497,0.977436483,0.437500,0.416667
same_batch_random,1111222233334444,3000,0.926189601,0.962277353,0.510417,0.500000
same_batch_random,1111222233334444,3050,0.896954119,0.936395109,0.541667,0.562500
same_batch_random,1111222233334444,3100,0.890136659,0.924755752,0.552083,0.562500
same_batch_random,1111222233334444,3150,0.873373032,0.909421206,0.541667,0.500000
same_batch_random,1111222233334444,3200,0.866678298,0.900486231,0.614583,0.583333
same_batch_random,1111222233334444,3250,0.848721325,0.884553492,0.614583,0.625000
same_batch_random,1111222233334444,3300,0.838779271,0.871971786,0.656250,0.666667
same_batch_random,1111222233334444,3350,0.834721029,0.872531950,0.593750,0.604167
same_batch_random,1111222233334444,3400,0.825517714,0.865453959,0.625000,0.625000
same_batch_random,1111222233334444,3450,0.806310892,0.847355306,0.750000,0.666667
same_batch_random,1111222233334444,3500,0.791506231,0.836024225,0.687500,0.687500
same_batch_random,1111222233334444,3550,0.791716397,0.848257780,0.625000,0.604167
same_batch_random,1111222233334444,3600,0.784244299,0.837914288,0.635417,0.666667
same_batch_random,1111222233334444,3650,0.775299489,0.832557201,0.666667,0.666667
same_batch_random,1111222233334444,3700,0.765343130,0.815832376,0.729167,0.687500
same_batch_random,1111222233334444,3750,0.755397737,0.802347243,0.729167,0.729167
same_batch_random,1111222233334444,3800,0.752072155,0.791997850,0.687500,0.687500
same_batch_random,1111222233334444,3850,0.755144775,0.799288571,0.718750,0.645833
same_batch_random,1111222233334444,3900,0.739877224,0.787486136,0.708333,0.729167
same_batch_random,1111222233334444,3950,0.728972435,0.779514551,0.687500,0.687500
same_batch_random,1111222233334444,4000,0.718758345,0.781486273,0.656250,0.687500
same_batch_random,1111222233334444,4050,0.720804870,0.769930780,0.739583,0.687500
same_batch_random,1111222233334444,4100,0.718661785,0.766501486,0.718750,0.729167
same_batch_random,1111222233334444,4150,0.712291539,0.764129639,0.718750,0.750000
same_batch_random,1111222233334444,4200,0.709260941,0.771396577,0.677083,0.687500
same_batch_random,1111222233334444,4250,0.697344482,0.742890358,0.697917,0.750000
same_batch_random,1111222233334444,4300,0.688851833,0.737207353,0.760417,0.729167
same_batch_random,1111222233334444,4350,0.671432674,0.718708098,0.739583,0.729167
same_batch_random,1111222233334444,4400,0.669811010,0.719098747,0.791667,0.750000
same_batch_random,1111222233334444,4450,0.654208004,0.699564040,0.739583,0.750000
same_batch_random,1111222233334444,4500,0.654809535,0.704439700,0.781250,0.750000
same_batch_random,1111222233334444,4550,0.645870328,0.694496870,0.781250,0.729167
same_batch_random,1111222233334444,4600,0.641750276,0.710220993,0.729167,0.729167
same_batch_random,1111222233334444,4650,0.639814913,0.691717863,0.729167,0.770833
same_batch_random,1111222233334444,4700,0.635029733,0.688546598,0.729167,0.791667
same_batch_random,1111222233334444,4750,0.635073900,0.707861125,0.760417,0.791667
same_batch_random,1111222233334444,4800,0.624750495,0.674667597,0.770833,0.770833
independent_random,2b7e151628aed2a6,50,1.103006721,1.103297353,0.333333,0.333333
independent_random,2b7e151628aed2a6,100,1.097590446,1.098698020,0.354167,0.312500
independent_random,2b7e151628aed2a6,150,1.099909663,1.101358056,0.333333,0.333333
independent_random,2b7e151628aed2a6,200,1.092485547,1.095198631,0.333333,0.333333
independent_random,2b7e151628aed2a6,250,1.092541337,1.095456481,0.333333,0.333333
independent_random,2b7e151628aed2a6,300,1.082835793,1.086606860,0.447917,0.416667
independent_random,2b7e151628aed2a6,350,1.079438329,1.083144307,0.479167,0.479167
independent_random,2b7e151628aed2a6,400,1.078914523,1.082650304,0.333333,0.354167
independent_random,2b7e151628aed2a6,450,1.072577596,1.076819777,0.458333,0.437500
independent_random,2b7e151628aed2a6,500,1.071359992,1.075901270,0.458333,0.437500
independent_random,2b7e151628aed2a6,550,1.066271186,1.073104262,0.427083,0.416667
independent_random,2b7e151628aed2a6,600,1.063739300,1.070192814,0.447917,0.416667
independent_random,2b7e151628aed2a6,650,1.058924913,1.065942407,0.479167,0.479167
independent_random,2b7e151628aed2a6,700,1.054834127,1.062358737,0.479167,0.479167
independent_random,2b7e151628aed2a6,750,1.055883288,1.066671371,0.447917,0.416667
independent_random,2b7e151628aed2a6,800,1.047476411,1.058841348,0.479167,0.479167
independent_random,2b7e151628aed2a6,850,1.042878151,1.053375125,0.479167,0.479167
independent_random,2b7e151628aed2a6,900,1.038289905,1.048485875,0.479167,0.458333
independent_random,2b7e151628aed2a6,950,1.036609411,1.047756314,0.479167,0.437500
independent_random,2b7e151628aed2a6,1000,1.034282088,1.044480324,0.479167,0.437500
independent_random,2b7e151628aed2a6,1050,1.032802105,1.042080045,0.479167,0.500000
independent_random,2b7e151628aed2a6,1100,1.030049682,1.039314628,0.468750,0.458333
independent_random,2b7e151628aed2a6,1150,1.022794366,1.033907413,0.479167,0.437500
independent_random,2b7e151628aed2a6,1200,1.015898228,1.031848073,0.489583,0.500000
independent_random,2b7e151628aed2a6,1250,1.018664718,1.031533122,0.458333,0.458333
independent_random,2b7e151628aed2a6,1300,1.009637356,1.021985292,0.500000,0.458333
independent_random,2b7e151628aed2a6,1350,0.998676538,1.012376666,0.489583,0.500000
independent_random,2b7e151628aed2a6,1400,0.995452166,1.004320145,0.500000,0.520833
independent_random,2b7e151628aed2a6,1450,0.982230246,0.994781554,0.489583,0.479167
independent_random,2b7e151628aed2a6,1500,0.979060411,0.993369758,0.479167,0.458333
independent_random,2b7e151628aed2a6,1550,0.963197470,0.981268167,0.489583,0.520833
independent_random,2b7e151628aed2a6,1600,0.952088654,0.972459853,0.531250,0.479167
independent_random,2b7e151628aed2a6,1650,0.938499928,0.961640179,0.541667,0.562500
independent_random,2b7e151628aed2a6,1700,0.920653999,0.940553188,0.531250,0.541667
independent_random,2b7e151628aed2a6,1750,0.911635697,0.929744005,0.552083,0.604167
independent_random,2b7e151628aed2a6,1800,0.898060083,0.918465853,0.510417,0.583333
independent_random,2b7e151628aed2a6,1850,0.879676878,0.900432169,0.583333,0.562500
independent_random,2b7e151628aed2a6,1900,0.859468639,0.884897470,0.593750,0.666667
independent_random,2b7e151628aed2a6,1950,0.845806062,0.870846450,0.614583,0.583333
independent_random,2b7e151628aed2a6,2000,0.843229532,0.867057383,0.562500,0.583333
independent_random,2b7e151628aed2a6,2050,0.824695170,0.849686623,0.614583,0.687500
independent_random,2b7e151628aed2a6,2100,0.807968616,0.831139028,0.645833,0.645833
independent_random,2b7e151628aed2a6,2150,0.793814838,0.812270939,0.697917,0.770833
