arm,seed,step,train_loss,validation_loss,train_accuracy,validation_accuracy
A0-adamw,2b7e151628aed2a6,300,0.50549328,0.52902681,0.70833331,0.68750000
A0-adamw,2b7e151628aed2a6,310,0.50084019,0.52281195,0.70833331,0.68750000
A0-adamw,2b7e151628aed2a6,320,0.48996654,0.51168126,0.78125000,0.72916669
A0-adamw,2b7e151628aed2a6,330,0.47186995,0.49597254,0.78125000,0.77083331
A0-adamw,2b7e151628aed2a6,340,0.46763790,0.49254927,0.78125000,0.75000000
A0-adamw,2b7e151628aed2a6,350,0.44701231,0.47192541,0.81250000,0.79166669
A0-adamw,2b7e151628aed2a6,360,0.45223716,0.47091150,0.81250000,0.79166669
A0-adamw,2b7e151628aed2a6,370,0.44530693,0.46257517,0.71875000,0.75000000
A0-adamw,2b7e151628aed2a6,380,0.41413584,0.43420553,0.86458331,0.85416669
A0-adamw,2b7e151628aed2a6,390,0.41755033,0.43909314,0.87500000,0.85416669
A0-adamw,2b7e151628aed2a6,400,0.40681040,0.42666319,0.84375000,0.81250000
A0-adamw,2b7e151628aed2a6,410,0.36404777,0.38799760,0.91666669,0.91666669
A0-adamw,2b7e151628aed2a6,420,0.36113086,0.39057162,0.83333331,0.83333331
A0-adamw,2b7e151628aed2a6,430,0.33495930,0.35627046,0.92708331,0.91666669
A0-adamw,2b7e151628aed2a6,440,0.30485079,0.32636178,0.91666669,0.89583331
A0-adamw,2b7e151628aed2a6,450,0.28676620,0.30181745,0.96875000,0.95833331
A0-adamw,2b7e151628aed2a6,460,0.27593496,0.29723248,0.94791669,0.95833331
A0-adamw,2b7e151628aed2a6,470,0.25886029,0.28325120,0.94791669,0.93750000
A0-adamw,2b7e151628aed2a6,480,0.24064778,0.26214829,0.95833331,0.95833331
A0-adamw,2b7e151628aed2a6,490,0.25791264,0.27400967,0.96875000,0.95833331
A0-adamw,2b7e151628aed2a6,500,0.24615319,0.27323356,0.94791669,0.93750000
A0-adamw,2b7e151628aed2a6,510,0.21624427,0.24077623,0.94791669,0.95833331
A0-adamw,2b7e151628aed2a6,520,0.22337317,0.25110278,0.94791669,0.93750000
A0-adamw,2b7e151628aed2a6,530,0.21745551,0.24925213,0.94791669,0.91666669
A0-adamw,2b7e151628aed2a6,540,0.20838444,0.23977704,0.93750000,0.93750000
A0-adamw,2b7e151628aed2a6,550,0.20446794,0.22876857,0.96875000,0.91666669
A0-adamw,2b7e151628aed2a6,560,0.19324775,0.21269758,0.95833331,0.91666669
A0-adamw,2b7e151628aed2a6,570,0.19869685,0.23624016,0.95833331,0.93750000
A0-adamw,2b7e151628aed2a6,580,0.20600502,0.23164326,0.92708331,0.91666669
A0-adamw,2b7e151628aed2a6,590,0.18085146,0.20734674,0.96875000,0.95833331
A0-adamw,2b7e151628aed2a6,600,0.15501334,0.17172271,0.98958331,0.97916669
A0-adamw,2b7e151628aed2a6,610,0.18092333,0.21872859,0.95833331,0.93750000
A0-adamw,2b7e151628aed2a6,620,0.14614102,0.16830431,0.96875000,0.93750000
A0-adamw,2b7e151628aed2a6,630,0.13702922,0.16050917,0.97916669,0.95833331
A0-adamw,2b7e151628aed2a6,640,0.15107019,0.18463099,0.96875000,0.95833331
A0-adamw,2b7e151628aed2a6,650,0.14521860,0.16649182,0.96875000,0.95833331
A0-adamw,2b7e151628aed2a6,660,0.11926391,0.13954793,0.98958331,0.97916669
A0-adamw,2b7e151628aed2a6,670,0.12616962,0.15161894,0.96875000,0.97916669
A0-adamw,2b7e151628aed2a6,680,0.11173219,0.13477214,0.97916669,0.95833331
A0-adamw,2b7e151628aed2a6,690,0.11100670,0.13439266,0.97916669,0.97916669
A0-adamw,2b7e151628aed2a6,700,0.11897910,0.13479258,0.98958331,0.95833331
A0-adamw,2b7e151628aed2a6,710,0.09534314,0.11556268,0.98958331,0.97916669
A0-adamw,2b7e151628aed2a6,720,0.09177602,0.11199070,0.98958331,0.97916669
A0-adamw,2b7e151628aed2a6,730,0.12546556,0.15279980,0.97916669,0.95833331
A0-adamw,2b7e151628aed2a6,740,0.09825056,0.11757373,0.98958331,0.97916669
A0-adamw,2b7e151628aed2a6,750,0.09891782,0.12419126,0.97916669,0.97916669
A0-adamw,2b7e151628aed2a6,760,0.08528497,0.10260116,0.98958331,1.00000000
A0-adamw,2b7e151628aed2a6,770,0.07494516,0.09597498,1.00000000,0.97916669
A0-adamw,2b7e151628aed2a6,780,0.07046909,0.08795825,1.00000000,1.00000000
A0-adamw,2b7e151628aed2a6,790,0.06938186,0.08705991,0.98958331,1.00000000
A0-adamw,2b7e151628aed2a6,800,0.06870251,0.08437327,1.00000000,1.00000000
A0-adamw,2b7e151628aed2a6,810,0.06628232,0.08187497,1.00000000,1.00000000
A0-adamw,2b7e151628aed2a6,820,0.06409863,0.07919306,1.00000000,1.00000000
A0-adamw,2b7e151628aed2a6,830,0.06629594,0.08733692,0.98958331,0.97916669
A0-adamw,2b7e151628aed2a6,840,0.06065128,0.07391419,0.98958331,1.00000000
A0-adamw,2b7e151628aed2a6,850,0.05528699,0.07148357,1.00000000,1.00000000
A0-adamw,2b7e151628aed2a6,860,0.06048118,0.08159032,0.98958331,0.97916669
A0-adamw,2b7e151628aed2a6,870,0.05390609,0.07221910,1.00000000,0.97916669
A0-adamw,2b7e151628aed2a6,880,0.05093992,0.06269798,1.00000000,1.00000000
A0-adamw,2b7e151628aed2a6,890,0.04990555,0.06580546,1.00000000,0.97916669
A0-adamw,2b7e151628aed2a6,900,0.05438681,0.07786367,0.98958331,0.97916669
A0-adamw,2b7e151628aed2a6,910,0.04598091,0.06078956,1.00000000,1.00000000
A0-adamw,2b7e151628aed2a6,920,0.04419763,0.05795930,1.00000000,1.00000000
A0-adamw,2b7e151628aed2a6,930,0.04502444,0.06319086,0.98958331,1.00000000
A0-adamw,2b7e151628aed2a6,940,0.04757452,0.06018257,0.98958331,0.97916669
A0-adamw,2b7e151628aed2a6,950,0.03899873,0.05065374,1.00000000,1.00000000
A0-adamw,2b7e151628aed2a6,960,0.03946005,0.05215181,1.00000000,1.00000000
A0-adamw,2b7e151628aed2a6,970,0.03765545,0.05020890,1.00000000,1.00000000
A0-adamw,2b7e151628aed2a6,980,0.04640238,0.05644462,0.97916669,1.00000000
A0-adamw,2b7e151628aed2a6,990,0.03832832,0.04553396,1.00000000,1.00000000
A0-adamw,2b7e151628aed2a6,1000,0.03483938,0.04778587,1.00000000,1.00000000
A0-adamw,2b7e151628aed2a6,1010,0.03435046,0.04373911,1.00000000,1.00000000
A0-adamw,2b7e151628aed2a6,1020,0.03065816,0.04046648,1.00000000,1.00000000
A0-adamw,2b7e151628aed2a6,1030,0.03482503,0.04832050,0.98958331,1.00000000
A0-adamw,2b7e151628aed2a6,1040,0.03427818,0.04592058,1.00000000,1.00000000
A0-adamw,2b7e151628aed2a6,1050,0.03144429,0.04171623,1.00000000,1.00000000
A0-adamw,2b7e151628aed2a6,1060,0.02756928,0.03536379,1.00000000,1.00000000
A0-adamw,2b7e151628aed2a6,1070,0.02813104,0.03456971,1.00000000,1.00000000
A0-adamw,2b7e151628aed2a6,1080,0.02745313,0.03506475,1.00000000,1.00000000
A0-adamw,2b7e151628aed2a6,1090,0.02681761,0.03243254,1.00000000,1.00000000
A0-adamw,2b7e151628aed2a6,1100,0.02898188,0.03381879,0.98958331,1.00000000
A0-adamw,2b7e151628aed2a6,1110,0.02420224,0.03421986,1.00000000,1.00000000
A0-adamw,2b7e151628aed2a6,1120,0.02356731,0.03297571,1.00000000,1.00000000
A0-adamw,2b7e151628aed2a6,1130,0.02192719,0.02962951,1.00000000,1.00000000
A0-adamw,2b7e151628aed2a6,1140,0.02458269,0.03844191,1.00000000,1.00000000
A0-adamw,2b7e151628aed2a6,1150,0.02227533,0.03285519,1.00000000,1.00000000
A0-adamw,2b7e151628aed2a6,1160,0.02373537,0.02901447,1.00000000,1.00000000
A0-adamw,2b7e151628aed2a6,1170,0.02872988,0.04237610,1.00000000,0.97916669
A0-adamw,2b7e151628aed2a6,1180,0.02118114,0.02934366,1.00000000,1.00000000
A0-adamw,2b7e151628aed2a6,1190,0.01943159,0.02543251,1.00000000,1.00000000
A0-adamw,2b7e151628aed2a6,1200,0.01842755,0.02439236,1.00000000,1.00000000
A0-adamw,2b7e151628aed2a6,1210,0.01810676,0.02330901,1.00000000,1.00000000
A0-adamw,2b7e151628aed2a6,1220,0.01799742,0.02392189,1.00000000,1.00000000
A0-adamw,2b7e151628aed2a6,1230,0.01874420,0.02754956,1.00000000,1.00000000
A0-adamw,2b7e151628aed2a6,1240,0.01957071,0.02966878,1.00000000,1.00000000
A0-adamw,2b7e151628aed2a6,1250,0.01760217,0.02415566,1.00000000,1.00000000
A0-adamw,2b7e151628aed2a6,1260,0.01629878,0.02431588,1.00000000,1.00000000
A0-adamw,2b7e151628aed2a6,1270,0.01637715,0.02261360,1.00000000,1.00000000
A0-adamw,2b7e151628aed2a6,1280,0.01668634,0.02233739,1.00000000,1.00000000
A0-adamw,2b7e151628aed2a6,1290,0.01536437,0.02193792,1.00000000,1.00000000
A0-adamw,2b7e151628aed2a6,1300,0.01497659,0.02146660,1.00000000,1.00000000
A0-adamw,2b7e151628aed2a6,1310,0.01587021,0.02005353,1.00000000,1.00000000
A0-adamw,2b7e151628aed2a6,1320,0.01491099,0.02010878,1.00000000,1.00000000
A0-adamw,2b7e151628aed2a6,1330,0.01480164,0.02289068,1.00000000,1.00000000
A0-adamw,2b7e151628aed2a6,1340,0.01353962,0.02112642,1.00000000,1.00000000
A0-adamw,2b7e151628aed2a6,1350,0.01332386,0.02040447,1.00000000,1.00000000
A0-adamw,2b7e151628aed2a6,1360,0.01374806,0.02146972,1.00000000,1.00000000
A0-adamw,2b7e151628aed2a6,1370,0.01387351,0.01871253,1.00000000,1.00000000
A0-adamw,2b7e151628aed2a6,1380,0.01269923,0.01843510,1.00000000,1.00000000
A0-adamw,2b7e151628aed2a6,1390,0.01327379,0.01848537,1.00000000,1.00000000
A0-adamw,2b7e151628aed2a6,1400,0.01218144,0.01712712,1.00000000,1.00000000
A0-adamw,2b7e151628aed2a6,1410,0.01168637,0.01764886,1.00000000,1.00000000
A0-adamw,2b7e151628aed2a6,1420,0.01116942,0.01574346,1.00000000,1.00000000
A0-adamw,2b7e151628aed2a6,1430,0.01102684,0.01576287,1.00000000,1.00000000
A0-adamw,2b7e151628aed2a6,1440,0.01160970,0.01655808,1.00000000,1.00000000
A0-adamw,2b7e151628aed2a6,1450,0.01034530,0.01694764,1.00000000,1.00000000
A0-adamw,2b7e151628aed2a6,1460,0.01038678,0.01778028,1.00000000,1.00000000
A0-adamw,2b7e151628aed2a6,1470,0.01002149,0.01737965,1.00000000,1.00000000
A0-adamw,2b7e151628aed2a6,1480,0.00981590,0.01574255,1.00000000,1.00000000
A0-adamw,2b7e151628aed2a6,1490,0.00960483,0.01518577,1.00000000,1.00000000
A0-adamw,2b7e151628aed2a6,1500,0.01009465,0.01581465,1.00000000,1.00000000
A0-adamw,2b7e151628aed2a6,1510,0.00978894,0.01488380,1.00000000,1.00000000
A0-adamw,2b7e151628aed2a6,1520,0.00891594,0.01293876,1.00000000,1.00000000
A0-adamw,2b7e151628aed2a6,1530,0.01070217,0.01993527,1.00000000,1.00000000
A0-adamw,2b7e151628aed2a6,1540,0.00854815,0.01435422,1.00000000,1.00000000
A0-adamw,2b7e151628aed2a6,1550,0.00851728,0.01308740,1.00000000,1.00000000
A0-adamw,2b7e151628aed2a6,1560,0.00838629,0.01210750,1.00000000,1.00000000
A0-adamw,2b7e151628aed2a6,1570,0.00818733,0.01157720,1.00000000,1.00000000
A0-adamw,2b7e151628aed2a6,1580,0.00782792,0.01311287,1.00000000,1.00000000
A0-adamw,2b7e151628aed2a6,1590,0.00780178,0.01139721,1.00000000,1.00000000
A0-adamw,2b7e151628aed2a6,1600,0.00798941,0.01064218,1.00000000,1.00000000
A0-adamw,2b7e151628aed2a6,1610,0.00751487,0.01136433,1.00000000,1.00000000
A0-adamw,2b7e151628aed2a6,1620,0.00733993,0.01204676,1.00000000,1.00000000
A0-adamw,2b7e151628aed2a6,1630,0.00737734,0.01229375,1.00000000,1.00000000
A0-adamw,2b7e151628aed2a6,1640,0.00748690,0.01366821,1.00000000,1.00000000
A0-adamw,2b7e151628aed2a6,1650,0.00725728,0.01465213,1.00000000,1.00000000
A0-adamw,2b7e151628aed2a6,1660,0.00681604,0.01164412,1.00000000,1.00000000
A0-adamw,2b7e151628aed2a6,1670,0.00646987,0.01010569,1.00000000,1.00000000
A0-adamw,2b7e151628aed2a6,1680,0.00696706,0.01130121,1.00000000,1.00000000
A0-adamw,2b7e151628aed2a6,1690,0.00672145,0.01186974,1.00000000,1.00000000
A0-adamw,2b7e151628aed2a6,1700,0.00660375,0.01109484,1.00000000,1.00000000
A0-adamw,2b7e151628aed2a6,1710,0.00628441,0.00971499,1.00000000,1.00000000
A0-adamw,2b7e151628aed2a6,1720,0.00671147,0.00961275,1.00000000,1.00000000
A0-adamw,2b7e151628aed2a6,1730,0.00642390,0.01156964,1.00000000,1.00000000
A0-adamw,2b7e151628aed2a6,1740,0.00583394,0.01117238,1.00000000,1.00000000
A0-adamw,2b7e151628aed2a6,1750,0.00552813,0.00911296,1.00000000,1.00000000
A0-adamw,2b7e151628aed2a6,1760,0.00575471,0.00816273,1.00000000,1.00000000
A0-adamw,2b7e151628aed2a6,1770,0.00598421,0.00925520,1.00000000,1.00000000
A0-adamw,2b7e151628aed2a6,1780,0.00546874,0.00798544,1.00000000,1.00000000
A0-adamw,2b7e151628aed2a6,1790,0.00619801,0.00824364,1.00000000,1.00000000
A0-adamw,2b7e151628aed2a6,1800,0.00630420,0.00955042,1.00000000,1.00000000
A0-adamw,2b7e151628aed2a6,1810,0.00550126,0.00897658,1.00000000,1.00000000
A0-adamw,2b7e151628aed2a6,1820,0.00557786,0.01049529,1.00000000,1.00000000
A0-adamw,2b7e151628aed2a6,1830,0.00483998,0.00802376,1.00000000,1.00000000
A0-adamw,2b7e151628aed2a6,1840,0.00546108,0.00715672,1.00000000,1.00000000
A0-adamw,2b7e151628aed2a6,1850,0.00475116,0.00686672,1.00000000,1.00000000
A0-adamw,2b7e151628aed2a6,1860,0.00451608,0.00808536,1.00000000,1.00000000
A0-adamw,2b7e151628aed2a6,1870,0.00453339,0.00812558,1.00000000,1.00000000
A0-adamw,2b7e151628aed2a6,1880,0.00506454,0.00856282,1.00000000,1.00000000
A0-adamw,2b7e151628aed2a6,1890,0.00443211,0.00686864,1.00000000,1.00000000
A0-adamw,2b7e151628aed2a6,1900,0.00462252,0.00682142,1.00000000,1.00000000
A0-adamw,2b7e151628aed2a6,1910,0.00452770,0.00652782,1.00000000,1.00000000
A0-adamw,2b7e151628aed2a6,1920,0.00406525,0.00693797,1.00000000,1.00000000
A0-adamw,2b7e151628aed2a6,1930,0.00406484,0.00781015,1.00000000,1.00000000
A0-adamw,2b7e151628aed2a6,1940,0.00413816,0.00742817,1.00000000,1.00000000
A0-adamw,2b7e151628aed2a6,1950,0.00394707,0.00666163,1.00000000,1.00000000
A0-adamw,2b7e151628aed2a6,1960,0.00396019,0.00670158,1.00000000,1.00000000
A0-adamw,2b7e151628aed2a6,1970,0.00371237,0.00602072,1.00000000,1.00000000
A0-adamw,2b7e151628aed2a6,1980,0.00397497,0.00654088,1.00000000,1.00000000
A0-adamw,2b7e151628aed2a6,1990,0.00355642,0.00576187,1.00000000,1.00000000
A0-adamw,2b7e151628aed2a6,2000,0.00379213,0.00624053,1.00000000,1.00000000
A0-adamw,2b7e151628aed2a6,2010,0.00364963,0.00670728,1.00000000,1.00000000
A0-adamw,2b7e151628aed2a6,2020,0.00355818,0.00639590,1.00000000,1.00000000
A0-adamw,2b7e151628aed2a6,2030,0.00344279,0.00542575,1.00000000,1.00000000
A0-adamw,2b7e151628aed2a6,2040,0.00348054,0.00530086,1.00000000,1.00000000
A0-adamw,2b7e151628aed2a6,2050,0.00334647,0.00583993,1.00000000,1.00000000
A0-adamw,2b7e151628aed2a6,2060,0.00332394,0.00571087,1.00000000,1.00000000
A0-adamw,2b7e151628aed2a6,2070,0.00326809,0.00516831,1.00000000,1.00000000
A0-adamw,2b7e151628aed2a6,2080,0.00317500,0.00542184,1.00000000,1.00000000
A0-adamw,2b7e151628aed2a6,2090,0.00318624,0.00559325,1.00000000,1.00000000
A0-adamw,2b7e151628aed2a6,2100,0.00314902,0.00554690,1.00000000,1.00000000
A0-adamw,2b7e151628aed2a6,2110,0.00306223,0.00520606,1.00000000,1.00000000
A0-adamw,2b7e151628aed2a6,2120,0.00310214,0.00491472,1.00000000,1.00000000
A0-adamw,2b7e151628aed2a6,2130,0.00313411,0.00534313,1.00000000,1.00000000
A0-adamw,2b7e151628aed2a6,2140,0.00309592,0.00561726,1.00000000,1.00000000
A0-adamw,2b7e151628aed2a6,2150,0.00301429,0.00590783,1.00000000,1.00000000
A0-adamw,2b7e151628aed2a6,2160,0.00293124,0.00584595,1.00000000,1.00000000
A0-adamw,2b7e151628aed2a6,2170,0.00291932,0.00578054,1.00000000,1.00000000
A0-adamw,2b7e151628aed2a6,2180,0.00286701,0.00580436,1.00000000,1.00000000
A0-adamw,2b7e151628aed2a6,2190,0.00343001,0.00622551,1.00000000,1.00000000
A0-adamw,2b7e151628aed2a6,2200,0.00415858,0.00695097,1.00000000,1.00000000
A0-adamw,2b7e151628aed2a6,2210,0.00265489,0.00472119,1.00000000,1.00000000
A0-adamw,2b7e151628aed2a6,2220,0.00274492,0.00488771,1.00000000,1.00000000
A0-adamw,2b7e151628aed2a6,2230,0.00262863,0.00443285,1.00000000,1.00000000
A0-adamw,2b7e151628aed2a6,2240,0.00267864,0.00488363,1.00000000,1.00000000
A0-adamw,2b7e151628aed2a6,2250,0.00261471,0.00489714,1.00000000,1.00000000
A0-adamw,2b7e151628aed2a6,2260,0.00252574,0.00462133,1.00000000,1.00000000
A0-adamw,2b7e151628aed2a6,2270,0.00252834,0.00452774,1.00000000,1.00000000
A0-adamw,2b7e151628aed2a6,2280,0.00243621,0.00444846,1.00000000,1.00000000
A0-adamw,2b7e151628aed2a6,2290,0.00239052,0.00424699,1.00000000,1.00000000
A0-adamw,2b7e151628aed2a6,2300,0.00237725,0.00397329,1.00000000,1.00000000
A0-adamw,2b7e151628aed2a6,2310,0.00239327,0.00390215,1.00000000,1.00000000
A0-adamw,2b7e151628aed2a6,2320,0.00240545,0.00406234,1.00000000,1.00000000
A0-adamw,2b7e151628aed2a6,2330,0.00231140,0.00376675,1.00000000,1.00000000
A0-adamw,2b7e151628aed2a6,2340,0.00237166,0.00395835,1.00000000,1.00000000
A0-adamw,2b7e151628aed2a6,2350,0.00228238,0.00376953,1.00000000,1.00000000
A0-adamw,2b7e151628aed2a6,2360,0.00219947,0.00405473,1.00000000,1.00000000
A0-adamw,2b7e151628aed2a6,2370,0.00219934,0.00371828,1.00000000,1.00000000
A0-adamw,2b7e151628aed2a6,2380,0.00228461,0.00349019,1.00000000,1.00000000
A0-adamw,2b7e151628aed2a6,2390,0.00222590,0.00362606,1.00000000,1.00000000
A0-adamw,2b7e151628aed2a6,2400,0.00219773,0.00458308,1.00000000,1.00000000
A0-adamw,2b7e151628aed2a6,2410,0.00207873,0.00397864,1.00000000,1.00000000
A0-adamw,2b7e151628aed2a6,2420,0.00208373,0.00372580,1.00000000,1.00000000
A0-adamw,2b7e151628aed2a6,2430,0.00201505,0.00366098,1.00000000,1.00000000
A0-adamw,2b7e151628aed2a6,2440,0.00199712,0.00363040,1.00000000,1.00000000
A0-adamw,2b7e151628aed2a6,2450,0.00197988,0.00352622,1.00000000,1.00000000
A0-adamw,2b7e151628aed2a6,2460,0.00201266,0.00418486,1.00000000,1.00000000
A0-adamw,2b7e151628aed2a6,2470,0.00196774,0.00374598,1.00000000,1.00000000
A0-adamw,2b7e151628aed2a6,2480,0.00191361,0.00339329,1.00000000,1.00000000
A0-adamw,2b7e151628aed2a6,2490,0.00194299,0.00360241,1.00000000,1.00000000
A0-adamw,2b7e151628aed2a6,2500,0.00220426,0.00409238,1.00000000,1.00000000
A0-adamw,2b7e151628aed2a6,2510,0.00208009,0.00348037,1.00000000,1.00000000
A0-adamw,2b7e151628aed2a6,2520,0.00188652,0.00340020,1.00000000,1.00000000
A0-adamw,2b7e151628aed2a6,2530,0.00195291,0.00412838,1.00000000,1.00000000
A0-adamw,2b7e151628aed2a6,2540,0.00181193,0.00365942,1.00000000,1.00000000
A0-adamw,2b7e151628aed2a6,2550,0.00185751,0.00327830,1.00000000,1.00000000
A0-adamw,2b7e151628aed2a6,2560,0.00178222,0.00316301,1.00000000,1.00000000
A0-adamw,2b7e151628aed2a6,2570,0.00177814,0.00385773,1.00000000,1.00000000
A0-adamw,2b7e151628aed2a6,2580,0.00174419,0.00365344,1.00000000,1.00000000
A0-adamw,2b7e151628aed2a6,2590,0.00173046,0.00317602,1.00000000,1.00000000
A0-adamw,2b7e151628aed2a6,2600,0.00184976,0.00348684,1.00000000,1.00000000
A0-adamw,2b7e151628aed2a6,2610,0.00174399,0.00372051,1.00000000,1.00000000
A0-adamw,2b7e151628aed2a6,2620,0.00167059,0.00335262,1.00000000,1.00000000
A0-adamw,2b7e151628aed2a6,2630,0.00164854,0.00315274,1.00000000,1.00000000
A0-adamw,2b7e151628aed2a6,2640,0.00163771,0.00350716,1.00000000,1.00000000
A0-adamw,2b7e151628aed2a6,2650,0.00163824,0.00361298,1.00000000,1.00000000
A0-adamw,2b7e151628aed2a6,2660,0.00157409,0.00336408,1.00000000,1.00000000
A0-adamw,2b7e151628aed2a6,2670,0.00155887,0.00331592,1.00000000,1.00000000
A0-adamw,2b7e151628aed2a6,2680,0.00157055,0.00327018,1.00000000,1.00000000
A0-adamw,2b7e151628aed2a6,2690,0.00154430,0.00335204,1.00000000,1.00000000
A0-adamw,2b7e151628aed2a6,2700,0.00158700,0.00325814,1.00000000,1.00000000
A0-adamw,2b7e151628aed2a6,2710,0.00148698,0.00299885,1.00000000,1.00000000
A0-adamw,2b7e151628aed2a6,2720,0.00148823,0.00278934,1.00000000,1.00000000
A0-adamw,2b7e151628aed2a6,2730,0.00147140,0.00275912,1.00000000,1.00000000
A0-adamw,2b7e151628aed2a6,2740,0.00144699,0.00280936,1.00000000,1.00000000
A0-adamw,2b7e151628aed2a6,2750,0.00144203,0.00274266,1.00000000,1.00000000
A0-adamw,2b7e151628aed2a6,2760,0.00149681,0.00258267,1.00000000,1.00000000
A0-adamw,2b7e151628aed2a6,2770,0.00144705,0.00265267,1.00000000,1.00000000
A0-adamw,2b7e151628aed2a6,2780,0.00143986,0.00278978,1.00000000,1.00000000
A0-adamw,2b7e151628aed2a6,2790,0.00141763,0.00276844,1.00000000,1.00000000
A0-adamw,2b7e151628aed2a6,2800,0.00141668,0.00272569,1.00000000,1.00000000
A0-adamw,2b7e151628aed2a6,2810,0.00139033,0.00284123,1.00000000,1.00000000
A0-adamw,2b7e151628aed2a6,2820,0.00138788,0.00265878,1.00000000,1.00000000
A0-adamw,2b7e151628aed2a6,2830,0.00133640,0.00262575,1.00000000,1.00000000
A0-adamw,2b7e151628aed2a6,2840,0.00132671,0.00278190,1.00000000,1.00000000
A0-adamw,2b7e151628aed2a6,2850,0.00130620,0.00276105,1.00000000,1.00000000
A0-adamw,2b7e151628aed2a6,2860,0.00130545,0.00311171,1.00000000,1.00000000
A0-adamw,2b7e151628aed2a6,2870,0.00128535,0.00280876,1.00000000,1.00000000
A0-adamw,2b7e151628aed2a6,2880,0.00136297,0.00273513,1.00000000,1.00000000
A0-adamw,2b7e151628aed2a6,2890,0.00129778,0.00279348,1.00000000,1.00000000
A0-adamw,2b7e151628aed2a6,2900,0.00123590,0.00264430,1.00000000,1.00000000
A0-adamw,2b7e151628aed2a6,2910,0.00123882,0.00260442,1.00000000,1.00000000
A0-adamw,2b7e151628aed2a6,2920,0.00122371,0.00254891,1.00000000,1.00000000
A0-adamw,2b7e151628aed2a6,2930,0.00125005,0.00264174,1.00000000,1.00000000
A0-adamw,2b7e151628aed2a6,2940,0.00119333,0.00263352,1.00000000,1.00000000
A0-adamw,2b7e151628aed2a6,2950,0.00121762,0.00279887,1.00000000,1.00000000
A0-adamw,2b7e151628aed2a6,2960,0.00128067,0.00322679,1.00000000,1.00000000
A0-adamw,2b7e151628aed2a6,2970,0.00125888,0.00325967,1.00000000,1.00000000
A0-adamw,2b7e151628aed2a6,2980,0.00116807,0.00280126,1.00000000,1.00000000
A0-adamw,2b7e151628aed2a6,2990,0.00115505,0.00246447,1.00000000,1.00000000
A0-adamw,2b7e151628aed2a6,2999,0.00114375,0.00235689,1.00000000,1.00000000
A0-adamw,77a19d3c4e280b51,0,1.10829604,1.10802615,0.33333334,0.33333334
A0-adamw,77a19d3c4e280b51,10,1.09483099,1.09479511,0.33333334,0.33333334
A0-adamw,77a19d3c4e280b51,20,1.08617532,1.08628452,0.43750000,0.43750000
A0-adamw,77a19d3c4e280b51,30,1.07483494,1.07515514,0.53125000,0.54166669
