arm,seed,step,train_loss,validation_loss,train_accuracy,validation_accuracy
D1-same-m2,77a19d3c4e280b51,150,1.09121215,1.09139979,0.33333334,0.33333334
D1-same-m2,77a19d3c4e280b51,160,1.08841002,1.08861816,0.53125000,0.54166669
D1-same-m2,77a19d3c4e280b51,170,1.08949578,1.08970010,0.33333334,0.33333334
D1-same-m2,77a19d3c4e280b51,180,1.08801258,1.08826900,0.33333334,0.33333334
D1-same-m2,77a19d3c4e280b51,190,1.08636498,1.08670270,0.39583334,0.39583334
D1-same-m2,77a19d3c4e280b51,200,1.08354545,1.08385050,0.38541666,0.37500000
D1-same-m2,77a19d3c4e280b51,210,1.08351648,1.08382773,0.38541666,0.37500000
D1-same-m2,77a19d3c4e280b51,220,1.08487761,1.08520043,0.33333334,0.33333334
D1-same-m2,77a19d3c4e280b51,230,1.09127080,1.09162414,0.33333334,0.33333334
D1-same-m2,77a19d3c4e280b51,240,1.08482480,1.08524883,0.33333334,0.33333334
D1-same-m2,77a19d3c4e280b51,250,1.08397019,1.08440340,0.33333334,0.33333334
D1-same-m2,77a19d3c4e280b51,260,1.08147538,1.08191001,0.33333334,0.33333334
D1-same-m2,77a19d3c4e280b51,270,1.07455277,1.07496929,0.52083331,0.50000000
D1-same-m2,77a19d3c4e280b51,280,1.07326281,1.07371497,0.43750000,0.43750000
D1-same-m2,77a19d3c4e280b51,290,1.07405674,1.07454669,0.50000000,0.52083331
D1-same-m2,77a19d3c4e280b51,300,1.07170427,1.07222366,0.50000000,0.47916666
D1-same-m2,77a19d3c4e280b51,310,1.07245505,1.07299984,0.47916666,0.47916666
D1-same-m2,77a19d3c4e280b51,320,1.07247579,1.07308900,0.61458331,0.58333331
D1-same-m2,77a19d3c4e280b51,330,1.07192457,1.07257140,0.45833334,0.45833334
D1-same-m2,77a19d3c4e280b51,340,1.06983733,1.07051075,0.56250000,0.56250000
D1-same-m2,77a19d3c4e280b51,350,1.06666934,1.06739104,0.57291669,0.56250000
D1-same-m2,77a19d3c4e280b51,360,1.06391120,1.06465161,0.56250000,0.56250000
D1-same-m2,77a19d3c4e280b51,370,1.05984700,1.06084037,0.46875000,0.45833334
D1-same-m2,77a19d3c4e280b51,380,1.05743778,1.05860078,0.56250000,0.54166669
D1-same-m2,77a19d3c4e280b51,390,1.05470479,1.05596864,0.60416669,0.56250000
D1-same-m2,77a19d3c4e280b51,400,1.05093360,1.05228245,0.52083331,0.50000000
D1-same-m2,77a19d3c4e280b51,410,1.04955101,1.05095887,0.46875000,0.43750000
D1-same-m2,77a19d3c4e280b51,420,1.04604113,1.04746652,0.51041669,0.50000000
D1-same-m2,77a19d3c4e280b51,430,1.04295230,1.04457963,0.58333331,0.56250000
D1-same-m2,77a19d3c4e280b51,440,1.03539407,1.03726709,0.50000000,0.50000000
D1-same-m2,77a19d3c4e280b51,450,1.02941465,1.03137445,0.48958334,0.47916666
D1-same-m2,77a19d3c4e280b51,460,1.02910316,1.03109884,0.56250000,0.54166669
D1-same-m2,77a19d3c4e280b51,470,1.02416456,1.02646565,0.55208331,0.56250000
D1-same-m2,77a19d3c4e280b51,480,1.02026963,1.02251971,0.52083331,0.52083331
D1-same-m2,77a19d3c4e280b51,490,1.01389897,1.01654267,0.52083331,0.52083331
D1-same-m2,77a19d3c4e280b51,500,1.01302791,1.01583588,0.48958334,0.50000000
D1-same-m2,77a19d3c4e280b51,510,1.00466037,1.00795257,0.48958334,0.47916666
D1-same-m2,77a19d3c4e280b51,520,0.99783158,1.00120831,0.45833334,0.43750000
D1-same-m2,77a19d3c4e280b51,530,0.98985392,0.99353647,0.44791666,0.43750000
D1-same-m2,77a19d3c4e280b51,540,0.98550791,0.98956805,0.44791666,0.43750000
D1-same-m2,77a19d3c4e280b51,550,0.98825854,0.99335271,0.47916666,0.45833334
D1-same-m2,77a19d3c4e280b51,560,0.97952217,0.98469537,0.44791666,0.43750000
D1-same-m2,77a19d3c4e280b51,570,0.96985382,0.97525615,0.45833334,0.45833334
D1-same-m2,77a19d3c4e280b51,580,0.96207207,0.96828961,0.43750000,0.45833334
D1-same-m2,77a19d3c4e280b51,590,0.95828485,0.96414596,0.44791666,0.45833334
D1-same-m2,77a19d3c4e280b51,599,0.95725411,0.96326303,0.50000000,0.50000000
D1-same-m2,1111222233334444,0,1.11028540,1.11003685,0.33333334,0.33333334
D1-same-m2,1111222233334444,10,1.10138357,1.10133195,0.33333334,0.33333334
D1-same-m2,1111222233334444,20,1.09974849,1.09967983,0.33333334,0.33333334
D1-same-m2,1111222233334444,30,1.09916151,1.09911931,0.33333334,0.33333334
D1-same-m2,1111222233334444,40,1.09894836,1.09889996,0.33333334,0.33333334
