seed,global_commit,selected_present,g3_initial_utility,greedy_initial_utility,initial_regret,g3_initial_harmful,horizon,g3_train_loss,greedy_train_loss,delta_train_loss,g3_validation_loss,greedy_validation_loss,g3_best_opportunity,greedy_best_opportunity,delta_best_opportunity,g3_positive_blocks,greedy_positive_blocks,g3_harmful_blocks,greedy_harmful_blocks,g3_mean_positive_utility,greedy_mean_positive_utility,g3_median_positive_utility,greedy_median_positive_utility
77a19d3c4e280b51,2850,true,0.00044234,0.00135487,0.00091253,false,16,0.17729671,0.17679928,0.00049743,0.20450419,0.20390289,0.00108165,0.00090989,0.00017175,16,15,41,43,0.00020659,0.00016237,0.00006557,0.00007859
77a19d3c4e280b51,2850,true,0.00044234,0.00135487,0.00091253,false,32,0.17659895,0.17500906,0.00158989,0.20367606,0.20150305,0.00074367,0.00025909,0.00048459,23,18,34,37,0.00017438,0.00010097,0.00010167,0.00006494
77a19d3c4e280b51,2850,true,0.00044234,0.00135487,0.00091253,false,64,0.16978163,0.16884734,0.00093429,0.19330120,0.19286363,0.00073588,0.00048965,0.00024623,33,33,18,21,0.00018008,0.00014664,0.00010465,0.00009073
77a19d3c4e280b51,2900,true,-0.00015727,0.00091460,0.00107187,true,1,0.17125697,0.17018510,0.00107187,0.19567214,0.19441296,0.00098932,0.00048539,0.00050393,34,29,18,21,0.00025790,0.00014245,0.00019306,0.00010809
77a19d3c4e280b51,2900,true,-0.00015727,0.00091460,0.00107187,true,2,0.17095481,0.16988157,0.00107324,0.19527318,0.19406851,0.00097209,0.00052965,0.00044245,36,35,22,23,0.00023592,0.00010676,0.00014803,0.00005542
77a19d3c4e280b51,2900,true,-0.00015727,0.00091460,0.00107187,true,4,0.17168748,0.17023621,0.00145127,0.19521998,0.19405089,0.00109565,0.00049065,0.00060500,29,32,30,24,0.00024730,0.00017873,0.00010312,0.00012229
77a19d3c4e280b51,2900,true,-0.00015727,0.00091460,0.00107187,true,8,0.17174633,0.16977145,0.00197488,0.19580524,0.19388936,0.00137693,0.00079483,0.00058210,38,28,19,27,0.00019347,0.00011674,0.00010994,0.00007835
77a19d3c4e280b51,2900,true,-0.00015727,0.00091460,0.00107187,true,16,0.16874158,0.16841185,0.00032973,0.19240445,0.19227767,0.00033788,0.00028498,0.00005290,23,19,24,28,0.00010661,0.00008990,0.00008349,0.00006755
77a19d3c4e280b51,2900,true,-0.00015727,0.00091460,0.00107187,true,32,0.16792780,0.16834812,-0.00042032,0.19153495,0.19183211,0.00030278,0.00040308,-0.00010030,24,30,32,27,0.00009669,0.00013684,0.00006425,0.00011311
77a19d3c4e280b51,2900,true,-0.00015727,0.00091460,0.00107187,true,64,0.16565868,0.16655606,-0.00089738,0.18914157,0.19086905,0.00142314,0.00125138,0.00017175,48,48,10,8,0.00029597,0.00030244,0.00024733,0.00024445
77a19d3c4e280b51,2950,true,-0.00037660,0.00113617,0.00151277,true,1,0.16942395,0.16791119,0.00151277,0.19446558,0.19319223,0.00114086,0.00035134,0.00078952,29,25,30,34,0.00024178,0.00013538,0.00016126,0.00011379
77a19d3c4e280b51,2950,true,-0.00037660,0.00113617,0.00151277,true,2,0.16981614,0.16824859,0.00156754,0.19534032,0.19319046,0.00082624,0.00079556,0.00003068,23,27,34,28,0.00021703,0.00019602,0.00011270,0.00011337
77a19d3c4e280b51,2950,true,-0.00037660,0.00113617,0.00151277,true,4,0.16905101,0.16750556,0.00154544,0.19431144,0.19210421,0.00066391,0.00064187,0.00002204,25,25,35,29,0.00019721,0.00019326,0.00015874,0.00014995
77a19d3c4e280b51,2950,true,-0.00037660,0.00113617,0.00151277,true,8,0.16771275,0.16686638,0.00084637,0.19243224,0.19126654,0.00130500,0.00103268,0.00027232,40,40,17,17,0.00029209,0.00019329,0.00016063,0.00012608
77a19d3c4e280b51,2950,true,-0.00037660,0.00113617,0.00151277,true,16,0.16536224,0.16619100,-0.00082876,0.18878166,0.18845110,0.00149035,0.00116043,0.00032993,44,41,12,11,0.00031888,0.00030050,0.00020500,0.00022408
77a19d3c4e280b51,2950,true,-0.00037660,0.00113617,0.00151277,true,32,0.16656704,0.16457309,0.00199395,0.19037242,0.18653756,0.00074202,0.00036308,0.00037894,32,21,22,35,0.00022986,0.00013795,0.00016212,0.00009027
77a19d3c4e280b51,2950,true,-0.00037660,0.00113617,0.00151277,true,64,0.15875699,0.16025127,-0.00149429,0.18050282,0.18246843,0.00102718,0.00097984,0.00004734,30,30,25,20,0.00016063,0.00019997,0.00010934,0.00009978
77a19d3c4e280b51,3000,true,0.00010739,0.00060536,0.00049797,false,1,0.16079582,0.16029786,0.00049797,0.18262345,0.18199426,0.00078589,0.00051033,0.00027555,33,33,14,21,0.00014359,0.00009998,0.00010581,0.00005972
77a19d3c4e280b51,3000,true,0.00010739,0.00060536,0.00049797,false,2,0.16060296,0.16026168,0.00034128,0.18230641,0.18130088,0.00070548,0.00046387,0.00024161,33,31,16,19,0.00015038,0.00014602,0.00010484,0.00012502
77a19d3c4e280b51,3000,true,0.00010739,0.00060536,0.00049797,false,4,0.16019370,0.15988989,0.00030380,0.18235266,0.18104078,0.00030002,0.00021100,0.00008902,21,20,35,33,0.00009041,0.00007984,0.00006148,0.00006852
77a19d3c4e280b51,3000,true,0.00010739,0.00060536,0.00049797,false,8,0.16043985,0.16091795,-0.00047810,0.18305121,0.18283595,0.00051059,0.00087792,-0.00036733,18,26,38,30,0.00013454,0.00021300,0.00010458,0.00013500
77a19d3c4e280b51,3000,true,0.00010739,0.00060536,0.00049797,false,16,0.15831065,0.15865718,-0.00034653,0.17944236,0.17865993,0.00106581,0.00091082,0.00015499,42,40,14,17,0.00017051,0.00018556,0.00012913,0.00016353
77a19d3c4e280b51,3000,true,0.00010739,0.00060536,0.00049797,false,32,0.15850848,0.15683347,0.00167501,0.18127143,0.17845841,0.00067861,0.00055760,0.00012101,30,21,25,35,0.00016039,0.00017410,0.00008564,0.00010645
77a19d3c4e280b51,3000,true,0.00010739,0.00060536,0.00049797,false,64,0.15601118,0.15837191,-0.00236073,0.17742634,0.18059134,0.00058949,0.00070062,-0.00011113,32,32,25,26,0.00016784,0.00020633,0.00016169,0.00020185
77a19d3c4e280b51,3050,true,-0.00020966,0.00084378,0.00105344,true,1,0.15641646,0.15536302,0.00105344,0.17751287,0.17643137,0.00083305,0.00047725,0.00035580,33,29,23,29,0.00024851,0.00014340,0.00015278,0.00012152
77a19d3c4e280b51,3050,true,-0.00020966,0.00084378,0.00105344,true,2,0.15663086,0.15539528,0.00123557,0.17752020,0.17626435,0.00091088,0.00066501,0.00024587,32,30,22,25,0.00024398,0.00014821,0.00018525,0.00011250
77a19d3c4e280b51,3050,true,-0.00020966,0.00084378,0.00105344,true,4,0.15503927,0.15476003,0.00027923,0.17518242,0.17480947,0.00051691,0.00028352,0.00023338,32,26,23,25,0.00015335,0.00012091,0.00010538,0.00009061
77a19d3c4e280b51,3050,true,-0.00020966,0.00084378,0.00105344,true,8,0.15408556,0.15473868,-0.00065312,0.17351604,0.17481278,0.00021853,0.00024936,-0.00003083,18,17,39,40,0.00008673,0.00010673,0.00006092,0.00009769
77a19d3c4e280b51,3050,true,-0.00020966,0.00084378,0.00105344,true,16,0.15700588,0.15818444,-0.00117856,0.17887433,0.18091834,0.00013472,0.00011627,0.00001845,14,11,43,46,0.00006530,0.00005896,0.00005852,0.00005229
77a19d3c4e280b51,3050,true,-0.00020966,0.00084378,0.00105344,true,32,0.15451185,0.15491973,-0.00040787,0.17576109,0.17730100,0.00069438,0.00042795,0.00026643,26,18,28,35,0.00015943,0.00015018,0.00014976,0.00014597
77a19d3c4e280b51,3050,true,-0.00020966,0.00084378,0.00105344,true,64,0.15179861,0.15501371,-0.00321510,0.17399867,0.17992128,0.00131203,0.00169539,-0.00038336,31,32,28,26,0.00034429,0.00040241,0.00021578,0.00018449
77a19d3c4e280b51,3100,true,0.00028121,0.00062196,0.00034074,false,1,0.15113227,0.15079153,0.00034074,0.17210805,0.17205290,0.00046572,0.00047560,-0.00000988,40,38,16,14,0.00015567,0.00017733,0.00013728,0.00015736
77a19d3c4e280b51,3100,true,0.00028121,0.00062196,0.00034074,false,2,0.15089701,0.15086718,0.00002983,0.17173113,0.17168190,0.00049341,0.00048690,0.00000651,34,33,17,20,0.00018704,0.00018204,0.00015113,0.00017044
77a19d3c4e280b51,3100,true,0.00028121,0.00062196,0.00034074,false,4,0.15122153,0.15111198,0.00010955,0.17197311,0.17185105,0.00080493,0.00073069,0.00007424,40,38,15,15,0.00024283,0.00021583,0.00018236,0.00018655
77a19d3c4e280b51,3100,true,0.00028121,0.00062196,0.00034074,false,8,0.15021028,0.15026815,-0.00005788,0.17183216,0.17204769,0.00067297,0.00056173,0.00011124,31,31,21,25,0.00017907,0.00015248,0.00015230,0.00010476
77a19d3c4e280b51,3100,true,0.00028121,0.00062196,0.00034074,false,16,0.15131594,0.15282477,-0.00150883,0.17337923,0.17533450,0.00052926,0.00056155,-0.00003229,21,20,35,38,0.00018887,0.00018582,0.00014529,0.00015172
77a19d3c4e280b51,3100,true,0.00028121,0.00062196,0.00034074,false,32,0.14805351,0.14866148,-0.00060797,0.17101552,0.16998015,0.00214399,0.00193223,0.00021176,46,50,11,9,0.00041172,0.00040361,0.00031395,0.00027296
77a19d3c4e280b51,3100,true,0.00028121,0.00062196,0.00034074,false,64,0.14310609,0.14393298,-0.00082690,0.16281815,0.16328345,0.00067770,0.00056376,0.00011395,24,29,28,25,0.00017408,0.00015738,0.00013655,0.00013393
77a19d3c4e280b51,3150,true,0.00017242,0.00061953,0.00044711,false,1,0.14322467,0.14277756,0.00044711,0.16160090,0.16000162,0.00064918,0.00048646,0.00016272,40,38,14,18,0.00018083,0.00017259,0.00012936,0.00014289
77a19d3c4e280b51,3150,true,0.00017242,0.00061953,0.00044711,false,2,0.14277942,0.14246053,0.00031890,0.16126406,0.15984760,0.00025173,0.00021479,0.00003694,22,17,34,38,0.00007754,0.00008175,0.00005412,0.00006050
77a19d3c4e280b51,3150,true,0.00017242,0.00061953,0.00044711,false,4,0.14381920,0.14375146,0.00006774,0.16274635,0.16156222,0.00027198,0.00023022,0.00004175,15,16,40,41,0.00008707,0.00007378,0.00006726,0.00006858
77a19d3c4e280b51,3150,true,0.00017242,0.00061953,0.00044711,false,8,0.14346102,0.14328730,0.00017372,0.16086935,0.15963070,0.00061615,0.00053532,0.00008082,39,38,18,15,0.00015785,0.00013601,0.00012444,0.00012004
77a19d3c4e280b51,3150,true,0.00017242,0.00061953,0.00044711,false,16,0.14348838,0.14279798,0.00069040,0.16348986,0.16219704,0.00101729,0.00106475,-0.00004746,31,32,24,25,0.00022659,0.00021964,0.00017144,0.00017811
77a19d3c4e280b51,3150,true,0.00017242,0.00061953,0.00044711,false,32,0.14122160,0.14162537,-0.00040378,0.16593885,0.16655481,0.00140148,0.00146283,-0.00006135,32,33,21,20,0.00022062,0.00025696,0.00012729,0.00015615
77a19d3c4e280b51,3150,true,0.00017242,0.00061953,0.00044711,false,64,0.13802491,0.13705203,0.00097288,0.16373469,0.16107768,0.00032696,0.00036176,-0.00003479,19,16,30,37,0.00010606,0.00016429,0.00007293,0.00015870
77a19d3c4e280b51,3200,true,0.00006458,0.00088285,0.00081827,false,1,0.13810112,0.13728285,0.00081827,0.16063488,0.15925299,0.00132127,0.00083889,0.00048238,24,30,29,24,0.00026721,0.00016513,0.00022364,0.00012022
77a19d3c4e280b51,3200,true,0.00006458,0.00088285,0.00081827,false,2,0.13844155,0.13715470,0.00128685,0.16128683,0.15951930,0.00122088,0.00070900,0.00051188,35,31,20,21,0.00024640,0.00018693,0.00020550,0.00016975
77a19d3c4e280b51,3200,true,0.00006458,0.00088285,0.00081827,false,4,0.13789374,0.13725780,0.00063594,0.16044517,0.15929528,0.00120610,0.00070435,0.00050175,27,26,25,25,0.00016245,0.00016664,0.00007635,0.00011045
77a19d3c4e280b51,3200,true,0.00006458,0.00088285,0.00081827,false,8,0.13799819,0.13837200,-0.00037381,0.16311713,0.16405779,0.00079243,0.00079124,0.00000119,25,23,31,33,0.00023824,0.00025263,0.00015117,0.00018401
77a19d3c4e280b51,3200,true,0.00006458,0.00088285,0.00081827,false,16,0.13868472,0.14023349,-0.00154877,0.16489066,0.16803837,0.00150649,0.00160529,-0.00009879,31,31,24,23,0.00033839,0.00037442,0.00027046,0.00028782
77a19d3c4e280b51,3200,true,0.00006458,0.00088285,0.00081827,false,32,0.13389415,0.13641274,-0.00251859,0.15571977,0.15950060,0.00089605,0.00103714,-0.00014108,34,35,18,18,0.00025895,0.00030517,0.00022583,0.00020652
77a19d3c4e280b51,3200,true,0.00006458,0.00088285,0.00081827,false,64,0.12912272,0.12965004,-0.00052732,0.14787252,0.14897583,0.00070898,0.00052214,0.00018685,27,25,26,24,0.00016849,0.00018728,0.00011747,0.00013095
77a19d3c4e280b51,3250,true,-0.00135528,0.00110912,0.00246440,true,1,0.13374501,0.13128062,0.00246440,0.15525588,0.15191804,0.00137870,0.00043824,0.00094046,17,19,35,35,0.00021714,0.00013092,0.00008772,0.00010574
77a19d3c4e280b51,3250,true,-0.00135528,0.00110912,0.00246440,true,2,0.13400461,0.13115479,0.00284982,0.15561847,0.15189016,0.00083372,0.00077094,0.00006278,22,24,30,26,0.00023347,0.00019865,0.00014099,0.00014096
77a19d3c4e280b51,3250,true,-0.00135528,0.00110912,0.00246440,true,4,0.13547038,0.13320041,0.00226997,0.16051625,0.15581764,0.00128751,0.00123000,0.00005750,21,23,33,33,0.00026407,0.00024549,0.00013480,0.00014199
77a19d3c4e280b51,3250,true,-0.00135528,0.00110912,0.00246440,true,8,0.13337991,0.13122950,0.00215040,0.15503484,0.15200658,0.00124426,0.00111243,0.00013183,22,22,34,33,0.00031795,0.00029056,0.00010575,0.00012559
77a19d3c4e280b51,3250,true,-0.00135528,0.00110912,0.00246440,true,16,0.12797958,0.12792121,0.00005837,0.14587063,0.14578612,0.00032170,0.00038290,-0.00006120,27,31,24,18,0.00011337,0.00013405,0.00008564,0.00010622
77a19d3c4e280b51,3250,true,-0.00135528,0.00110912,0.00246440,true,32,0.12675224,0.12660652,0.00014572,0.14528818,0.14335841,0.00024024,0.00019021,0.00005002,9,6,44,49,0.00006883,0.00007301,0.00005063,0.00006917
77a19d3c4e280b51,3250,true,-0.00135528,0.00110912,0.00246440,true,64,0.12353537,0.12400353,-0.00046816,0.13995212,0.14263318,0.00030293,0.00020492,0.00009800,18,15,36,36,0.00010877,0.00011038,0.00009892,0.00010524
77a19d3c4e280b51,3300,true,-0.00046404,0.00022757,0.00069161,true,1,0.12624849,0.12555689,0.00069161,0.14575456,0.14514536,0.00023711,0.00018807,0.00004904,14,14,42,42,0.00009058,0.00007274,0.00007837,0.00007693
77a19d3c4e280b51,3300,true,-0.00046404,0.00022757,0.00069161,true,2,0.12601139,0.12643360,-0.00042221,0.14552672,0.14604868,0.00015637,0.00012885,0.00002752,9,10,43,43,0.00005688,0.00005596,0.00003034,0.00004470
77a19d3c4e280b51,3300,true,-0.00046404,0.00022757,0.00069161,true,4,0.12557606,0.12633292,-0.00075686,0.14498305,0.14592551,0.00096480,0.00100866,-0.00004386,38,34,19,19,0.00024204,0.00027804,0.00014654,0.00017016
77a19d3c4e280b51,3300,true,-0.00046404,0.00022757,0.00069161,true,8,0.12405292,0.12365820,0.00039472,0.14081661,0.14279956,0.00064212,0.00036939,0.00027273,31,29,25,28,0.00013496,0.00013201,0.00008798,0.00011571
77a19d3c4e280b51,3300,true,-0.00046404,0.00022757,0.00069161,true,16,0.12329040,0.12297064,0.00031976,0.13977478,0.14196859,0.00057912,0.00059589,-0.00001677,34,28,18,24,0.00016841,0.00018829,0.00011408,0.00012457
77a19d3c4e280b51,3300,true,-0.00046404,0.00022757,0.00069161,true,32,0.12569726,0.12742801,-0.00173075,0.14764048,0.15172550,0.00199669,0.00211310,-0.00011642,27,23,30,31,0.00022844,0.00030387,0.00008282,0.00010079
77a19d3c4e280b51,3300,true,-0.00046404,0.00022757,0.00069161,true,64,0.12679961,0.12686646,-0.00006685,0.15182735,0.15315945,0.00120573,0.00124700,-0.00004128,36,37,20,20,0.00023668,0.00025986,0.00010149,0.00011936
77a19d3c4e280b51,3350,true,-0.00086100,0.00043315,0.00129415,true,1,0.12657988,0.12528573,0.00129415,0.14908987,0.14706470,0.00061803,0.00016534,0.00045268,14,12,41,39,0.00012148,0.00007387,0.00008450,0.00008373
77a19d3c4e280b51,3350,true,-0.00086100,0.00043315,0.00129415,true,2,0.12783091,0.12698387,0.00084704,0.15221472,0.14919508,0.00167917,0.00109705,0.00058211,34,29,22,26,0.00025950,0.00019359,0.00014609,0.00009418
77a19d3c4e280b51,3350,true,-0.00086100,0.00043315,0.00129415,true,4,0.12831168,0.12717412,0.00113755,0.15219520,0.14864145,0.00148134,0.00110748,0.00037386,30,25,27,33,0.00028101,0.00024351,0.00014418,0.00012486
77a19d3c4e280b51,3350,true,-0.00086100,0.00043315,0.00129415,true,8,0.12910831,0.12638088,0.00272743,0.15429714,0.14832292,0.00194174,0.00175603,0.00018571,44,46,12,12,0.00039070,0.00031733,0.00015022,0.00017667
77a19d3c4e280b51,3350,true,-0.00086100,0.00043315,0.00129415,true,16,0.12499253,0.12321796,0.00177456,0.14738156,0.14256065,0.00106086,0.00083959,0.00022127,18,15,36,38,0.00019214,0.00018571,0.00008384,0.00007181
77a19d3c4e280b51,3350,true,-0.00086100,0.00043315,0.00129415,true,32,0.12456443,0.12244598,0.00211845,0.14426480,0.14086664,0.00106986,0.00136697,-0.00029711,27,27,26,22,0.00021709,0.00025336,0.00009193,0.00009014
77a19d3c4e280b51,3350,true,-0.00086100,0.00043315,0.00129415,true,64,0.12171303,0.11924519,0.00246784,0.14420752,0.13983510,0.00072391,0.00064641,0.00007750,39,35,17,18,0.00012345,0.00014260,0.00007418,0.00010159
77a19d3c4e280b51,3400,true,0.00221933,0.00221933,0.00000000,false,1,0.12427104,0.12427104,0.00000000,0.14941204,0.14941204,0.00076710,0.00076710,0.00000000,41,41,12,12,0.00019242,0.00019242,0.00014108,0.00014108
77a19d3c4e280b51,3400,true,0.00221933,0.00221933,0.00000000,false,2,0.12405802,0.12405802,0.00000000,0.14870121,0.14870121,0.00063607,0.00063607,0.00000000,41,41,9,9,0.00017464,0.00017464,0.00009463,0.00009463
77a19d3c4e280b51,3400,true,0.00221933,0.00221933,0.00000000,false,4,0.12373521,0.12373521,0.00000000,0.14857720,0.14857720,0.00068587,0.00068587,0.00000000,39,39,15,15,0.00016024,0.00016024,0.00008908,0.00008908
77a19d3c4e280b51,3400,true,0.00221933,0.00221933,0.00000000,false,8,0.12319082,0.12319082,0.00000000,0.14768030,0.14768030,0.00089740,0.00089740,0.00000000,29,29,26,26,0.00019223,0.00019223,0.00009555,0.00009555
77a19d3c4e280b51,3400,true,0.00221933,0.00221933,0.00000000,false,16,0.12271466,0.12271466,0.00000000,0.14664693,0.14664693,0.00124662,0.00124662,0.00000000,43,43,13,13,0.00013647,0.00013647,0.00009056,0.00009056
77a19d3c4e280b51,3400,true,0.00221933,0.00221933,0.00000000,false,32,0.12413553,0.12413553,0.00000000,0.14979605,0.14979605,0.00093490,0.00093490,0.00000000,30,30,25,25,0.00012138,0.00012138,0.00009517,0.00009517
77a19d3c4e280b51,3400,true,0.00221933,0.00221933,0.00000000,false,64,0.11874347,0.11874347,0.00000000,0.13887927,0.13887927,0.00124349,0.00124349,0.00000000,42,42,13,13,0.00030913,0.00030913,0.00022589,0.00022589
77a19d3c4e280b51,3450,true,-0.00078567,0.00060858,0.00139425,true,1,0.12332940,0.12193515,0.00139425,0.14907183,0.14662953,0.00053411,0.00021066,0.00032345,16,11,37,39,0.00013921,0.00008814,0.00011238,0.00006448
77a19d3c4e280b51,3450,true,-0.00078567,0.00060858,0.00139425,true,2,0.12279529,0.12273838,0.00005691,0.14837812,0.14831127,0.00089369,0.00092762,-0.00003393,44,43,9,10,0.00024108,0.00025462,0.00020356,0.00020256
77a19d3c4e280b51,3450,true,-0.00078567,0.00060858,0.00139425,true,4,0.12262434,0.12245048,0.00017386,0.14884044,0.14866127,0.00113823,0.00105444,0.00008379,41,42,17,15,0.00022736,0.00021895,0.00013769,0.00011302
77a19d3c4e280b51,3450,true,-0.00078567,0.00060858,0.00139425,true,8,0.11969388,0.12190967,-0.00221580,0.14169835,0.14653456,0.00088014,0.00112747,-0.00024733,29,24,25,27,0.00018585,0.00019594,0.00015514,0.00012055
77a19d3c4e280b51,3450,true,-0.00078567,0.00060858,0.00139425,true,16,0.11689467,0.11893451,-0.00203984,0.13616352,0.13998227,0.00054386,0.00097555,-0.00043169,44,45,14,10,0.00012841,0.00019711,0.00007731,0.00012068
77a19d3c4e280b51,3450,true,-0.00078567,0.00060858,0.00139425,true,32,0.11520368,0.11609804,-0.00089436,0.13297759,0.13483633,0.00054546,0.00100618,-0.00046071,23,26,31,30,0.00013739,0.00013265,0.00008499,0.00007626
77a19d3c4e280b51,3450,true,-0.00078567,0.00060858,0.00139425,true,64,0.11617173,0.11672697,-0.00055525,0.13895553,0.13970061,0.00115125,0.00121266,-0.00006141,36,38,18,18,0.00021888,0.00019634,0.00016404,0.00012857
77a19d3c4e280b51,3500,true,-0.00064136,0.00023086,0.00087222,true,1,0.11346100,0.11258877,0.00087222,0.12903588,0.12778133,0.00024996,0.00029217,-0.00004221,18,21,34,30,0.00011034,0.00010676,0.00010435,0.00009643
77a19d3c4e280b51,3500,true,-0.00064136,0.00023086,0.00087222,true,2,0.11379179,0.11313566,0.00065613,0.13075747,0.12869751,0.00023302,0.00021635,0.00001667,15,18,37,35,0.00011911,0.00010944,0.00011446,0.00010501
77a19d3c4e280b51,3500,true,-0.00064136,0.00023086,0.00087222,true,4,0.11645897,0.11524820,0.00121077,0.13680822,0.13402371,0.00144687,0.00130150,0.00014536,35,37,23,20,0.00031276,0.00027275,0.00014385,0.00011480
77a19d3c4e280b51,3500,true,-0.00064136,0.00023086,0.00087222,true,8,0.11763325,0.11626557,0.00136768,0.14124851,0.13816352,0.00129511,0.00114049,0.00015462,39,41,13,12,0.00028723,0.00024936,0.00019275,0.00015015
77a19d3c4e280b51,3500,true,-0.00064136,0.00023086,0.00087222,true,16,0.11609974,0.11475283,0.00134691,0.13902666,0.13581465,0.00084767,0.00080550,0.00004217,27,26,28,29,0.00013636,0.00013791,0.00008395,0.00009060
77a19d3c4e280b51,3500,true,-0.00064136,0.00023086,0.00087222,true,32,0.11081658,0.11087774,-0.00006117,0.12503116,0.12502390,0.00044043,0.00047573,-0.00003530,38,38,16,16,0.00013604,0.00013996,0.00010563,0.00012462
77a19d3c4e280b51,3500,true,-0.00064136,0.00023086,0.00087222,true,64,0.11257973,0.11381751,-0.00123778,0.13255388,0.13544172,0.00121497,0.00105593,0.00015904,40,42,13,12,0.00027570,0.00024904,0.00012366,0.00013062
77a19d3c4e280b51,3550,true,-0.00114030,0.00066000,0.00180030,true,1,0.11705893,0.11525863,0.00180030,0.14099626,0.13722301,0.00089556,0.00050458,0.00039098,18,16,35,38,0.00021528,0.00020401,0.00013757,0.00014112
77a19d3c4e280b51,3550,true,-0.00114030,0.00066000,0.00180030,true,2,0.11854389,0.11648979,0.00205410,0.14435790,0.14030094,0.00123714,0.00098541,0.00025173,32,27,22,27,0.00024510,0.00020811,0.00015254,0.00012907
77a19d3c4e280b51,3550,true,-0.00114030,0.00066000,0.00180030,true,4,0.11636188,0.11499990,0.00136198,0.13874350,0.13618203,0.00089759,0.00106556,-0.00016797,34,29,25,28,0.00020963,0.00018160,0.00014637,0.00008003
77a19d3c4e280b51,3550,true,-0.00114030,0.00066000,0.00180030,true,8,0.11330544,0.11329491,0.00001054,0.13290076,0.13406050,0.00098147,0.00126515,-0.00028367,45,46,10,9,0.00024867,0.00024639,0.00016858,0.00017265
77a19d3c4e280b51,3550,true,-0.00114030,0.00066000,0.00180030,true,16,0.11366596,0.11307544,0.00059052,0.13530672,0.13555890,0.00139365,0.00089072,0.00050293,38,35,20,19,0.00030720,0.00022293,0.00020961,0.00011696
77a19d3c4e280b51,3550,true,-0.00114030,0.00066000,0.00180030,true,32,0.11001237,0.11134067,-0.00132830,0.12757534,0.13149409,0.00071327,0.00086060,-0.00014733,16,26,37,25,0.00014815,0.00016474,0.00009078,0.00009503
77a19d3c4e280b51,3550,true,-0.00114030,0.00066000,0.00180030,true,64,0.10797774,0.10958055,-0.00160281,0.12795098,0.13104355,0.00096780,0.00093964,0.00002816,43,40,7,9,0.00022692,0.00022739,0.00012670,0.00011706
77a19d3c4e280b51,3600,true,-0.00027078,0.00045986,0.00073064,true,1,0.10709080,0.10636016,0.00073064,0.12186301,0.12043329,0.00058971,0.00042313,0.00016657,41,38,11,12,0.00016892,0.00013990,0.00014938,0.00011745
77a19d3c4e280b51,3600,true,-0.00027078,0.00045986,0.00073064,true,2,0.10666274,0.10593703,0.00072572,0.12147927,0.12007048,0.00060360,0.00047296,0.00013064,40,33,14,16,0.00014519,0.00011541,0.00011656,0.00008862
77a19d3c4e280b51,3600,true,-0.00027078,0.00045986,0.00073064,true,4,0.10578328,0.10579107,-0.00000779,0.12072773,0.12015865,0.00032174,0.00035263,-0.00003089,44,42,10,9,0.00010902,0.00011572,0.00008749,0.00009459
77a19d3c4e280b51,3600,true,-0.00027078,0.00045986,0.00073064,true,8,0.10643945,0.10715630,-0.00071685,0.12448591,0.12543567,0.00018622,0.00021528,-0.00002906,14,13,39,42,0.00007032,0.00007630,0.00006612,0.00005445
77a19d3c4e280b51,3600,true,-0.00027078,0.00045986,0.00073064,true,16,0.10660779,0.10712478,-0.00051700,0.12345707,0.12514733,0.00085642,0.00060478,0.00025164,30,29,23,23,0.00019910,0.00017474,0.00009593,0.00010556
77a19d3c4e280b51,3600,true,-0.00027078,0.00045986,0.00073064,true,32,0.11108202,0.11047214,0.00060987,0.13629968,0.13537304,0.00123381,0.00121468,0.00001913,45,44,11,14,0.00028776,0.00025495,0.00013671,0.00012854
77a19d3c4e280b51,3600,true,-0.00027078,0.00045986,0.00073064,true,64,0.10353563,0.10354630,-0.00001067,0.11990738,0.12016246,0.00027350,0.00027658,-0.00000308,18,15,34,36,0.00010580,0.00010032,0.00008641,0.00008306
77a19d3c4e280b51,3650,true,0.00048161,0.00094966,0.00046805,false,1,0.10915434,0.10868630,0.00046805,0.13260759,0.13326202,0.00101632,0.00101864,-0.00000232,32,30,22,22,0.00024056,0.00019775,0.00020014,0.00013899
77a19d3c4e280b51,3650,true,0.00048161,0.00094966,0.00046805,false,2,0.10813802,0.10791052,0.00022750,0.13095203,0.13009606,0.00035810,0.00036977,-0.00001167,14,20,36,32,0.00011627,0.00012777,0.00006684,0.00008748
77a19d3c4e280b51,3650,true,0.00048161,0.00094966,0.00046805,false,4,0.10791164,0.10784107,0.00007056,0.13094178,0.13049680,0.00015369,0.00036816,-0.00021446,11,15,39,36,0.00006827,0.00009667,0.00006005,0.00004647
77a19d3c4e280b51,3650,true,0.00048161,0.00094966,0.00046805,false,8,0.10610957,0.10588025,0.00022931,0.12609184,0.12545078,0.00092435,0.00079411,0.00013024,43,38,13,19,0.00020017,0.00018158,0.00011006,0.00010833
77a19d3c4e280b51,3650,true,0.00048161,0.00094966,0.00046805,false,16,0.10453089,0.10326168,0.00126921,0.12099621,0.11909166,0.00028913,0.00014969,0.00013944,17,16,38,39,0.00009868,0.00006764,0.00007741,0.00006168
77a19d3c4e280b51,3650,true,0.00048161,0.00094966,0.00046805,false,32,0.10152488,0.10183357,-0.00030869,0.11602607,0.11714581,0.00037368,0.00021811,0.00015557,24,29,19,20,0.00009489,0.00007507,0.00006743,0.00005564
