snapshot_epoch,first,first_label,first_group,first_delta,first_utility,first_singleton_effect,second,second_label,second_group,second_delta,second_utility,second_singleton_effect,pair_effect,interaction,classification
0,3,"W1[1,1]",W1,-0.02000000,0.00142729,-0.00142729,6,"W1[3,0]",W1,0.00000000,0.00000000,0.00000000,-0.00142729,0.00000000,near-additive
0,3,"W1[1,1]",W1,-0.02000000,0.00142729,-0.00142729,7,"W1[3,1]",W1,0.00000000,0.00000000,0.00000000,-0.00142729,0.00000000,near-additive
0,3,"W1[1,1]",W1,-0.02000000,0.00142729,-0.00142729,8,"b1[0]",b1,-0.02000000,0.00032479,-0.00032479,-0.00175214,-0.00000006,near-additive
0,3,"W1[1,1]",W1,-0.02000000,0.00142729,-0.00142729,9,"b1[1]",b1,-0.02000000,0.00142729,-0.00142729,-0.00284564,0.00000894,harmful
0,3,"W1[1,1]",W1,-0.02000000,0.00142729,-0.00142729,10,"b1[2]",b1,-0.02000000,0.00074995,-0.00074995,-0.00218469,-0.00000745,synergy
0,3,"W1[1,1]",W1,-0.02000000,0.00142729,-0.00142729,11,"b1[3]",b1,0.02000000,0.00184959,-0.00184959,-0.00327694,-0.00000006,near-additive
0,3,"W1[1,1]",W1,-0.02000000,0.00142729,-0.00142729,12,"W2[0]",W2,0.02000000,0.00059724,-0.00059724,-0.00202453,0.00000000,near-additive
0,3,"W1[1,1]",W1,-0.02000000,0.00142729,-0.00142729,13,"W2[1]",W2,0.02000000,0.00045288,-0.00045288,-0.00183010,0.00005007,harmful
0,3,"W1[1,1]",W1,-0.02000000,0.00142729,-0.00142729,14,"W2[2]",W2,-0.02000000,0.00085354,-0.00085354,-0.00228399,-0.00000316,synergy
0,3,"W1[1,1]",W1,-0.02000000,0.00142729,-0.00142729,15,"W2[3]",W2,-0.02000000,0.00005293,-0.00005293,-0.00148028,-0.00000006,near-additive
0,3,"W1[1,1]",W1,-0.02000000,0.00142729,-0.00142729,16,"b2",b2,-0.02000000,0.00147569,-0.00147569,-0.00291800,-0.00001502,synergy
0,4,"W1[2,0]",W1,-0.02000000,0.00062382,-0.00062382,5,"W1[2,1]",W1,-0.02000000,0.00034511,-0.00034511,-0.00096309,0.00000584,harmful
0,4,"W1[2,0]",W1,-0.02000000,0.00062382,-0.00062382,6,"W1[3,0]",W1,0.00000000,0.00000000,0.00000000,-0.00062382,0.00000000,near-additive
0,4,"W1[2,0]",W1,-0.02000000,0.00062382,-0.00062382,7,"W1[3,1]",W1,0.00000000,0.00000000,0.00000000,-0.00062382,0.00000000,near-additive
0,4,"W1[2,0]",W1,-0.02000000,0.00062382,-0.00062382,8,"b1[0]",b1,-0.02000000,0.00032479,-0.00032479,-0.00094396,0.00000465,harmful
0,4,"W1[2,0]",W1,-0.02000000,0.00062382,-0.00062382,9,"b1[1]",b1,-0.02000000,0.00142729,-0.00142729,-0.00205112,0.00000000,near-additive
0,4,"W1[2,0]",W1,-0.02000000,0.00062382,-0.00062382,10,"b1[2]",b1,-0.02000000,0.00074995,-0.00074995,-0.00136209,0.00001168,harmful
0,4,"W1[2,0]",W1,-0.02000000,0.00062382,-0.00062382,11,"b1[3]",b1,0.02000000,0.00184959,-0.00184959,-0.00247347,-0.00000006,near-additive
0,4,"W1[2,0]",W1,-0.02000000,0.00062382,-0.00062382,12,"W2[0]",W2,0.02000000,0.00059724,-0.00059724,-0.00122571,-0.00000465,synergy
0,4,"W1[2,0]",W1,-0.02000000,0.00062382,-0.00062382,13,"W2[1]",W2,0.02000000,0.00045288,-0.00045288,-0.00107676,-0.00000006,near-additive
0,4,"W1[2,0]",W1,-0.02000000,0.00062382,-0.00062382,14,"W2[2]",W2,-0.02000000,0.00085354,-0.00085354,-0.00143749,0.00003988,harmful
0,4,"W1[2,0]",W1,-0.02000000,0.00062382,-0.00062382,15,"W2[3]",W2,-0.02000000,0.00005293,-0.00005293,-0.00067681,-0.00000006,near-additive
0,4,"W1[2,0]",W1,-0.02000000,0.00062382,-0.00062382,16,"b2",b2,-0.02000000,0.00147569,-0.00147569,-0.00207603,0.00002348,harmful
0,5,"W1[2,1]",W1,-0.02000000,0.00034511,-0.00034511,6,"W1[3,0]",W1,0.00000000,0.00000000,0.00000000,-0.00034511,0.00000000,near-additive
0,5,"W1[2,1]",W1,-0.02000000,0.00034511,-0.00034511,7,"W1[3,1]",W1,0.00000000,0.00000000,0.00000000,-0.00034511,0.00000000,near-additive
0,5,"W1[2,1]",W1,-0.02000000,0.00034511,-0.00034511,8,"b1[0]",b1,-0.02000000,0.00032479,-0.00032479,-0.00066996,-0.00000006,near-additive
0,5,"W1[2,1]",W1,-0.02000000,0.00034511,-0.00034511,9,"b1[1]",b1,-0.02000000,0.00142729,-0.00142729,-0.00177991,-0.00000751,synergy
0,5,"W1[2,1]",W1,-0.02000000,0.00034511,-0.00034511,10,"b1[2]",b1,-0.02000000,0.00074995,-0.00074995,-0.00108290,0.00001216,harmful
0,5,"W1[2,1]",W1,-0.02000000,0.00034511,-0.00034511,11,"b1[3]",b1,0.02000000,0.00184959,-0.00184959,-0.00219476,-0.00000006,near-additive
0,5,"W1[2,1]",W1,-0.02000000,0.00034511,-0.00034511,12,"W2[0]",W2,0.02000000,0.00059724,-0.00059724,-0.00094235,0.00000000,near-additive
0,5,"W1[2,1]",W1,-0.02000000,0.00034511,-0.00034511,13,"W2[1]",W2,0.02000000,0.00045288,-0.00045288,-0.00080043,-0.00000244,synergy
0,5,"W1[2,1]",W1,-0.02000000,0.00034511,-0.00034511,14,"W2[2]",W2,-0.02000000,0.00085354,-0.00085354,-0.00117385,0.00002480,harmful
0,5,"W1[2,1]",W1,-0.02000000,0.00034511,-0.00034511,15,"W2[3]",W2,-0.02000000,0.00005293,-0.00005293,-0.00039810,-0.00000006,near-additive
0,5,"W1[2,1]",W1,-0.02000000,0.00034511,-0.00034511,16,"b2",b2,-0.02000000,0.00147569,-0.00147569,-0.00179648,0.00002432,harmful
0,6,"W1[3,0]",W1,0.00000000,0.00000000,0.00000000,7,"W1[3,1]",W1,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,near-additive
0,6,"W1[3,0]",W1,0.00000000,0.00000000,0.00000000,8,"b1[0]",b1,-0.02000000,0.00032479,-0.00032479,-0.00032479,0.00000000,near-additive
0,6,"W1[3,0]",W1,0.00000000,0.00000000,0.00000000,9,"b1[1]",b1,-0.02000000,0.00142729,-0.00142729,-0.00142729,0.00000000,near-additive
0,6,"W1[3,0]",W1,0.00000000,0.00000000,0.00000000,10,"b1[2]",b1,-0.02000000,0.00074995,-0.00074995,-0.00074995,0.00000000,near-additive
0,6,"W1[3,0]",W1,0.00000000,0.00000000,0.00000000,11,"b1[3]",b1,0.02000000,0.00184959,-0.00184959,-0.00184959,0.00000000,near-additive
0,6,"W1[3,0]",W1,0.00000000,0.00000000,0.00000000,12,"W2[0]",W2,0.02000000,0.00059724,-0.00059724,-0.00059724,0.00000000,near-additive
0,6,"W1[3,0]",W1,0.00000000,0.00000000,0.00000000,13,"W2[1]",W2,0.02000000,0.00045288,-0.00045288,-0.00045288,0.00000000,near-additive
0,6,"W1[3,0]",W1,0.00000000,0.00000000,0.00000000,14,"W2[2]",W2,-0.02000000,0.00085354,-0.00085354,-0.00085354,0.00000000,near-additive
0,6,"W1[3,0]",W1,0.00000000,0.00000000,0.00000000,15,"W2[3]",W2,-0.02000000,0.00005293,-0.00005293,-0.00005293,0.00000000,near-additive
0,6,"W1[3,0]",W1,0.00000000,0.00000000,0.00000000,16,"b2",b2,-0.02000000,0.00147569,-0.00147569,-0.00147569,0.00000000,near-additive
0,7,"W1[3,1]",W1,0.00000000,0.00000000,0.00000000,8,"b1[0]",b1,-0.02000000,0.00032479,-0.00032479,-0.00032479,0.00000000,near-additive
0,7,"W1[3,1]",W1,0.00000000,0.00000000,0.00000000,9,"b1[1]",b1,-0.02000000,0.00142729,-0.00142729,-0.00142729,0.00000000,near-additive
0,7,"W1[3,1]",W1,0.00000000,0.00000000,0.00000000,10,"b1[2]",b1,-0.02000000,0.00074995,-0.00074995,-0.00074995,0.00000000,near-additive
0,7,"W1[3,1]",W1,0.00000000,0.00000000,0.00000000,11,"b1[3]",b1,0.02000000,0.00184959,-0.00184959,-0.00184959,0.00000000,near-additive
0,7,"W1[3,1]",W1,0.00000000,0.00000000,0.00000000,12,"W2[0]",W2,0.02000000,0.00059724,-0.00059724,-0.00059724,0.00000000,near-additive
0,7,"W1[3,1]",W1,0.00000000,0.00000000,0.00000000,13,"W2[1]",W2,0.02000000,0.00045288,-0.00045288,-0.00045288,0.00000000,near-additive
0,7,"W1[3,1]",W1,0.00000000,0.00000000,0.00000000,14,"W2[2]",W2,-0.02000000,0.00085354,-0.00085354,-0.00085354,0.00000000,near-additive
0,7,"W1[3,1]",W1,0.00000000,0.00000000,0.00000000,15,"W2[3]",W2,-0.02000000,0.00005293,-0.00005293,-0.00005293,0.00000000,near-additive
0,7,"W1[3,1]",W1,0.00000000,0.00000000,0.00000000,16,"b2",b2,-0.02000000,0.00147569,-0.00147569,-0.00147569,0.00000000,near-additive
0,8,"b1[0]",b1,-0.02000000,0.00032479,-0.00032479,9,"b1[1]",b1,-0.02000000,0.00142729,-0.00142729,-0.00175214,-0.00000006,near-additive
0,8,"b1[0]",b1,-0.02000000,0.00032479,-0.00032479,10,"b1[2]",b1,-0.02000000,0.00074995,-0.00074995,-0.00106514,0.00000960,harmful
0,8,"b1[0]",b1,-0.02000000,0.00032479,-0.00032479,11,"b1[3]",b1,0.02000000,0.00184959,-0.00184959,-0.00216746,0.00000691,harmful
0,8,"b1[0]",b1,-0.02000000,0.00032479,-0.00032479,12,"W2[0]",W2,0.02000000,0.00059724,-0.00059724,-0.00094247,-0.00002044,synergy
0,8,"b1[0]",b1,-0.02000000,0.00032479,-0.00032479,13,"W2[1]",W2,0.02000000,0.00045288,-0.00045288,-0.00077772,-0.00000006,near-additive
0,8,"b1[0]",b1,-0.02000000,0.00032479,-0.00032479,14,"W2[2]",W2,-0.02000000,0.00085354,-0.00085354,-0.00117266,0.00000566,harmful
0,8,"b1[0]",b1,-0.02000000,0.00032479,-0.00032479,15,"W2[3]",W2,-0.02000000,0.00005293,-0.00005293,-0.00037766,0.00000006,near-additive
0,8,"b1[0]",b1,-0.02000000,0.00032479,-0.00032479,16,"b2",b2,-0.02000000,0.00147569,-0.00147569,-0.00178128,0.00001919,harmful
0,9,"b1[1]",b1,-0.02000000,0.00142729,-0.00142729,10,"b1[2]",b1,-0.02000000,0.00074995,-0.00074995,-0.00218469,-0.00000745,synergy
0,9,"b1[1]",b1,-0.02000000,0.00142729,-0.00142729,11,"b1[3]",b1,0.02000000,0.00184959,-0.00184959,-0.00327694,-0.00000006,near-additive
0,9,"b1[1]",b1,-0.02000000,0.00142729,-0.00142729,12,"W2[0]",W2,0.02000000,0.00059724,-0.00059724,-0.00202453,0.00000000,near-additive
0,9,"b1[1]",b1,-0.02000000,0.00142729,-0.00142729,13,"W2[1]",W2,0.02000000,0.00045288,-0.00045288,-0.00183010,0.00005007,harmful
0,9,"b1[1]",b1,-0.02000000,0.00142729,-0.00142729,14,"W2[2]",W2,-0.02000000,0.00085354,-0.00085354,-0.00228399,-0.00000316,synergy
0,9,"b1[1]",b1,-0.02000000,0.00142729,-0.00142729,15,"W2[3]",W2,-0.02000000,0.00005293,-0.00005293,-0.00148028,-0.00000006,near-additive
0,9,"b1[1]",b1,-0.02000000,0.00142729,-0.00142729,16,"b2",b2,-0.02000000,0.00147569,-0.00147569,-0.00291800,-0.00001502,synergy
0,10,"b1[2]",b1,-0.02000000,0.00074995,-0.00074995,11,"b1[3]",b1,0.02000000,0.00184959,-0.00184959,-0.00259089,0.00000864,harmful
0,10,"b1[2]",b1,-0.02000000,0.00074995,-0.00074995,12,"W2[0]",W2,0.02000000,0.00059724,-0.00059724,-0.00135255,-0.00000536,synergy
0,10,"b1[2]",b1,-0.02000000,0.00074995,-0.00074995,13,"W2[1]",W2,0.02000000,0.00045288,-0.00045288,-0.00120527,-0.00000244,synergy
0,10,"b1[2]",b1,-0.02000000,0.00074995,-0.00074995,14,"W2[2]",W2,-0.02000000,0.00085354,-0.00085354,-0.00155592,0.00004756,harmful
0,10,"b1[2]",b1,-0.02000000,0.00074995,-0.00074995,15,"W2[3]",W2,-0.02000000,0.00005293,-0.00005293,-0.00080270,0.00000018,harmful
0,10,"b1[2]",b1,-0.02000000,0.00074995,-0.00074995,16,"b2",b2,-0.02000000,0.00147569,-0.00147569,-0.00217724,0.00004840,harmful
0,11,"b1[3]",b1,0.02000000,0.00184959,-0.00184959,12,"W2[0]",W2,0.02000000,0.00059724,-0.00059724,-0.00244778,-0.00000095,synergy
0,11,"b1[3]",b1,0.02000000,0.00184959,-0.00184959,13,"W2[1]",W2,0.02000000,0.00045288,-0.00045288,-0.00230253,-0.00000006,near-additive
0,11,"b1[3]",b1,0.02000000,0.00184959,-0.00184959,14,"W2[2]",W2,-0.02000000,0.00085354,-0.00085354,-0.00270265,0.00000048,harmful
0,11,"b1[3]",b1,0.02000000,0.00184959,-0.00184959,15,"W2[3]",W2,-0.02000000,0.00005293,-0.00005293,-0.00195491,-0.00005239,synergy
0,11,"b1[3]",b1,0.02000000,0.00184959,-0.00184959,16,"b2",b2,-0.02000000,0.00147569,-0.00147569,-0.00330794,0.00001734,harmful
0,12,"W2[0]",W2,0.02000000,0.00059724,-0.00059724,13,"W2[1]",W2,0.02000000,0.00045288,-0.00045288,-0.00105017,-0.00000006,near-additive
0,12,"W2[0]",W2,0.02000000,0.00059724,-0.00059724,14,"W2[2]",W2,-0.02000000,0.00085354,-0.00085354,-0.00145626,-0.00000548,synergy
0,12,"W2[0]",W2,0.02000000,0.00059724,-0.00059724,15,"W2[3]",W2,-0.02000000,0.00005293,-0.00005293,-0.00065029,-0.00000012,synergy
0,12,"W2[0]",W2,0.02000000,0.00059724,-0.00059724,16,"b2",b2,-0.02000000,0.00147569,-0.00147569,-0.00208354,-0.00001061,synergy
0,13,"W2[1]",W2,0.02000000,0.00045288,-0.00045288,14,"W2[2]",W2,-0.02000000,0.00085354,-0.00085354,-0.00130749,-0.00000107,synergy
0,13,"W2[1]",W2,0.02000000,0.00045288,-0.00045288,15,"W2[3]",W2,-0.02000000,0.00005293,-0.00005293,-0.00050592,-0.00000012,synergy
0,13,"W2[1]",W2,0.02000000,0.00045288,-0.00045288,16,"b2",b2,-0.02000000,0.00147569,-0.00147569,-0.00193346,-0.00000489,synergy
0,14,"W2[2]",W2,-0.02000000,0.00085354,-0.00085354,15,"W2[3]",W2,-0.02000000,0.00005293,-0.00005293,-0.00090653,-0.00000006,near-additive
0,14,"W2[2]",W2,-0.02000000,0.00085354,-0.00085354,16,"b2",b2,-0.02000000,0.00147569,-0.00147569,-0.00229168,0.00003755,harmful
0,15,"W2[3]",W2,-0.02000000,0.00005293,-0.00005293,16,"b2",b2,-0.02000000,0.00147569,-0.00147569,-0.00152826,0.00000036,harmful
100,0,"W1[0,0]",W1,0.02000000,0.00266916,-0.00266916,1,"W1[0,1]",W1,0.00000000,0.00000000,0.00000000,-0.00266916,0.00000000,near-additive
100,0,"W1[0,0]",W1,0.02000000,0.00266916,-0.00266916,2,"W1[1,0]",W1,0.00000000,0.00000000,0.00000000,-0.00266916,0.00000000,near-additive
100,0,"W1[0,0]",W1,0.02000000,0.00266916,-0.00266916,3,"W1[1,1]",W1,0.00000000,0.00000000,0.00000000,-0.00266916,0.00000000,near-additive
100,0,"W1[0,0]",W1,0.02000000,0.00266916,-0.00266916,4,"W1[2,0]",W1,-0.01000000,0.00001654,-0.00001654,-0.00265557,0.00003013,harmful
100,0,"W1[0,0]",W1,0.02000000,0.00266916,-0.00266916,5,"W1[2,1]",W1,-0.02000000,0.00041375,-0.00041375,-0.00308293,-0.00000003,near-additive
100,0,"W1[0,0]",W1,0.02000000,0.00266916,-0.00266916,6,"W1[3,0]",W1,0.00000000,0.00000000,0.00000000,-0.00266916,0.00000000,near-additive
100,0,"W1[0,0]",W1,0.02000000,0.00266916,-0.00266916,7,"W1[3,1]",W1,0.00000000,0.00000000,0.00000000,-0.00266916,0.00000000,near-additive
100,0,"W1[0,0]",W1,0.02000000,0.00266916,-0.00266916,8,"b1[0]",b1,0.02000000,0.00019825,-0.00019825,-0.00276911,0.00009829,harmful
100,0,"W1[0,0]",W1,0.02000000,0.00266916,-0.00266916,9,"b1[1]",b1,0.00000000,0.00000000,0.00000000,-0.00266916,0.00000000,near-additive
100,0,"W1[0,0]",W1,0.02000000,0.00266916,-0.00266916,10,"b1[2]",b1,-0.02000000,0.00055742,-0.00055742,-0.00316650,0.00006008,harmful
100,0,"W1[0,0]",W1,0.02000000,0.00266916,-0.00266916,11,"b1[3]",b1,0.02000000,0.00266892,-0.00266892,-0.00533810,-0.00000003,near-additive
100,0,"W1[0,0]",W1,0.02000000,0.00266916,-0.00266916,12,"W2[0]",W2,0.02000000,0.00111833,-0.00111833,-0.00376609,0.00002140,harmful
100,0,"W1[0,0]",W1,0.02000000,0.00266916,-0.00266916,13,"W2[1]",W2,0.00000000,0.00000000,0.00000000,-0.00266916,0.00000000,near-additive
100,0,"W1[0,0]",W1,0.02000000,0.00266916,-0.00266916,14,"W2[2]",W2,0.02000000,0.00002527,-0.00002527,-0.00263104,0.00006339,harmful
100,0,"W1[0,0]",W1,0.02000000,0.00266916,-0.00266916,15,"W2[3]",W2,-0.02000000,0.00090250,-0.00090250,-0.00357169,-0.00000003,near-additive
100,0,"W1[0,0]",W1,0.02000000,0.00266916,-0.00266916,16,"b2",b2,0.02000000,0.00039816,-0.00039816,-0.00302604,0.00004128,harmful
100,1,"W1[0,1]",W1,0.00000000,0.00000000,0.00000000,2,"W1[1,0]",W1,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,near-additive
100,1,"W1[0,1]",W1,0.00000000,0.00000000,0.00000000,3,"W1[1,1]",W1,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,near-additive
100,1,"W1[0,1]",W1,0.00000000,0.00000000,0.00000000,4,"W1[2,0]",W1,-0.01000000,0.00001654,-0.00001654,-0.00001654,0.00000000,near-additive
100,1,"W1[0,1]",W1,0.00000000,0.00000000,0.00000000,5,"W1[2,1]",W1,-0.02000000,0.00041375,-0.00041375,-0.00041375,0.00000000,near-additive
100,1,"W1[0,1]",W1,0.00000000,0.00000000,0.00000000,6,"W1[3,0]",W1,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,near-additive
100,1,"W1[0,1]",W1,0.00000000,0.00000000,0.00000000,7,"W1[3,1]",W1,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,near-additive
100,1,"W1[0,1]",W1,0.00000000,0.00000000,0.00000000,8,"b1[0]",b1,0.02000000,0.00019825,-0.00019825,-0.00019825,0.00000000,near-additive
100,1,"W1[0,1]",W1,0.00000000,0.00000000,0.00000000,9,"b1[1]",b1,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,near-additive
100,1,"W1[0,1]",W1,0.00000000,0.00000000,0.00000000,10,"b1[2]",b1,-0.02000000,0.00055742,-0.00055742,-0.00055742,0.00000000,near-additive
100,1,"W1[0,1]",W1,0.00000000,0.00000000,0.00000000,11,"b1[3]",b1,0.02000000,0.00266892,-0.00266892,-0.00266892,0.00000000,near-additive
100,1,"W1[0,1]",W1,0.00000000,0.00000000,0.00000000,12,"W2[0]",W2,0.02000000,0.00111833,-0.00111833,-0.00111833,0.00000000,near-additive
100,1,"W1[0,1]",W1,0.00000000,0.00000000,0.00000000,13,"W2[1]",W2,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,near-additive
