dataset_index,initialization_index,stream_seed,step,method,candidate_count,within_stratum_utility_variance,predicted_finite_population_rmse,observed_panel_rmse,sign_error_rate,cross_block_regret,selected_program_regret,false_authorization_rate
0,0,a303ea0000000001,2400,hash_placebo_03,170,5.491245163525e-5,7.563099262431e-4,7.630645176142e-4,0.329779412,4.221076399062e-4,5.531208004186e-4,0.281250000
0,0,a303ea0000000001,2400,hash_placebo_04,170,5.417991353703e-5,7.512483606266e-4,7.933010151277e-4,0.346415441,4.570680038114e-4,6.210898655468e-4,0.359375000
0,0,a303ea0000000001,2400,hash_placebo_05,170,5.389348895449e-5,7.492599748703e-4,7.085322164703e-4,0.322977941,4.743536331944e-4,6.189257547362e-4,0.328125000
0,0,a303ea0000000001,2400,hash_placebo_06,170,5.489888364649e-5,7.562164844260e-4,7.259041848075e-4,0.330514706,3.552478460733e-4,4.374154072480e-4,0.171875000
0,0,a303ea0000000001,2400,hash_placebo_07,170,5.442530903073e-5,7.529477421464e-4,7.454643574588e-4,0.334926471,3.962986354509e-4,4.857766716668e-4,0.250000000
0,0,a303ea0000000001,2400,gradient_full171,170,4.318508589570e-5,6.707045882852e-4,6.571849002438e-4,0.301286765,4.795753549161e-4,6.516764600519e-4,0.421875000
0,0,a303ea0000000001,2400,development_response_oracle,170,4.515345649685e-5,6.858195864625e-4,6.907754633066e-4,0.303860294,4.147292172547e-4,5.540090118075e-4,0.281250000
0,0,a303ea0000000001,2400,evaluation_state_response_comparator,170,4.173161350980e-5,6.593210958203e-4,6.471108560010e-4,0.314430147,4.317404454923e-4,5.503632605723e-4,0.265625000
0,0,a303ea0000000001,4200,hash_placebo_00,170,9.476891265567e-5,9.935673975612e-4,1.029945457376e-3,0.338602941,7.291078042613e-4,9.934713709754e-4,0.359375000
0,0,a303ea0000000001,4200,hash_placebo_01,170,9.529714088759e-5,9.963325503628e-4,1.005608482268e-3,0.339338235,6.056995432857e-4,8.267772633985e-4,0.250000000
0,0,a303ea0000000001,4200,hash_placebo_02,170,9.348324545491e-5,9.868048473847e-4,9.667508294474e-4,0.364613971,5.350729714166e-4,6.655291261950e-4,0.218750000
0,0,a303ea0000000001,4200,hash_placebo_03,170,9.464180789229e-5,9.929008840487e-4,9.629967327289e-4,0.345036765,6.504760414430e-4,8.231667042082e-4,0.359375000
0,0,a303ea0000000001,4200,hash_placebo_04,170,9.457580872131e-5,9.925546202504e-4,1.005965474480e-3,0.355698529,6.514746384454e-4,9.459886844070e-4,0.312500000
0,0,a303ea0000000001,4200,hash_placebo_05,170,9.450476537551e-5,9.921817572039e-4,1.011423524876e-3,0.342279412,7.091307263067e-4,1.054223030337e-3,0.328125000
0,0,a303ea0000000001,4200,hash_placebo_06,170,9.475632126201e-5,9.935013906110e-4,9.921818007537e-4,0.329227941,6.647403199338e-4,8.755910915852e-4,0.312500000
0,0,a303ea0000000001,4200,hash_placebo_07,170,9.279750561107e-5,9.831788664575e-4,9.687366104765e-4,0.332996324,6.458836685681e-4,7.925717858370e-4,0.312500000
0,0,a303ea0000000001,4200,gradient_full171,170,8.352618281808e-5,9.327724290281e-4,9.211483414918e-4,0.343750000,6.986148679431e-4,1.023150615765e-3,0.312500000
0,0,a303ea0000000001,4200,development_response_oracle,170,8.273888701633e-5,9.283659873240e-4,9.382111793176e-4,0.346783088,6.413731052817e-4,8.006265118183e-4,0.265625000
0,0,a303ea0000000001,4200,evaluation_state_response_comparator,170,8.152871806185e-5,9.215516696371e-4,9.027562926511e-4,0.339705882,6.306206011288e-4,8.733678878343e-4,0.359375000
0,0,a303ea0000000002,600,hash_placebo_00,170,1.856790740339e-5,4.397905207240e-4,4.483085150236e-4,0.323687130,4.437634602255e-4,4.517106879902e-4,0.031250000
0,0,a303ea0000000002,600,hash_placebo_01,170,1.819402913058e-5,4.353402540277e-4,4.497461793089e-4,0.319064349,5.160962437003e-4,5.236186714228e-4,0.015625000
0,0,a303ea0000000002,600,hash_placebo_02,170,1.837822299858e-5,4.375383673484e-4,4.474050621510e-4,0.310188609,4.393352297143e-4,4.444517122693e-4,0.031250000
0,0,a303ea0000000002,600,hash_placebo_03,170,1.834704895897e-5,4.371671228748e-4,4.176551264360e-4,0.299093935,4.765410656091e-4,4.789642696323e-4,0.000000000
0,0,a303ea0000000002,600,hash_placebo_04,170,1.813268554074e-5,4.346057305759e-4,4.533559945347e-4,0.300573225,4.682518738264e-4,4.826767507602e-4,0.062500000
0,0,a303ea0000000002,600,hash_placebo_05,170,1.856960247199e-5,4.398105945554e-4,4.492661913705e-4,0.309633876,4.651140645819e-4,4.717636981404e-4,0.031250000
0,0,a303ea0000000002,600,hash_placebo_06,170,1.846204409217e-5,4.385350149001e-4,4.315175006681e-4,0.315366124,3.900846575107e-4,3.900846575107e-4,0.000000000
0,0,a303ea0000000002,600,hash_placebo_07,170,1.804989249981e-5,4.336124001221e-4,4.457775092033e-4,0.301682692,5.108870449533e-4,5.108870449533e-4,0.000000000
0,0,a303ea0000000002,600,gradient_full171,170,1.226264004290e-5,3.574015022076e-4,3.485224475188e-4,0.281250000,4.451513564163e-4,4.488768602187e-4,0.015625000
0,0,a303ea0000000002,600,development_response_oracle,170,1.286286202305e-5,3.660439127666e-4,3.804715245294e-4,0.282174556,4.073969278124e-4,4.135456356380e-4,0.015625000
0,0,a303ea0000000002,600,evaluation_state_response_comparator,170,1.163785075628e-5,3.481775582150e-4,3.560734632780e-4,0.281804734,4.718561780521e-4,4.718561780521e-4,0.000000000
0,0,a303ea0000000002,2400,hash_placebo_00,170,7.148336175920e-5,8.629127138119e-4,8.792445516694e-4,0.320588235,8.073377567825e-4,1.223504471113e-3,0.515625000
0,0,a303ea0000000002,2400,hash_placebo_01,170,7.193862369744e-5,8.656562039950e-4,8.898558904982e-4,0.314522059,7.644236860642e-4,1.088477155122e-3,0.484375000
0,0,a303ea0000000002,2400,hash_placebo_02,170,7.195304902939e-5,8.657429915335e-4,7.990344989542e-4,0.292003676,8.478859076604e-4,1.298643020164e-3,0.531250000
0,0,a303ea0000000002,2400,hash_placebo_03,170,7.275457610548e-5,8.705516456623e-4,8.483471890451e-4,0.277297794,7.782596305219e-4,1.133812064552e-3,0.468750000
0,0,a303ea0000000002,2400,hash_placebo_04,170,7.111009451942e-5,8.606568138602e-4,8.511838867648e-4,0.306158088,8.232934871728e-4,1.242514268114e-3,0.500000000
0,0,a303ea0000000002,2400,hash_placebo_05,170,7.232393261450e-5,8.679713693825e-4,8.821014343687e-4,0.309926471,7.478736841904e-4,1.095310934375e-3,0.468750000
0,0,a303ea0000000002,2400,hash_placebo_06,170,7.358948128369e-5,8.755324646780e-4,8.725552030469e-4,0.310294118,8.802202353593e-4,1.258748971878e-3,0.578125000
0,0,a303ea0000000002,2400,hash_placebo_07,170,7.133641687012e-5,8.620253335781e-4,8.972460429812e-4,0.306525735,7.889784496911e-4,1.078714472214e-3,0.484375000
0,0,a303ea0000000002,2400,gradient_full171,170,5.762252071527e-5,7.747480821429e-4,7.931601992041e-4,0.298161765,6.399002297428e-4,9.387809118095e-4,0.406250000
0,0,a303ea0000000002,2400,development_response_oracle,170,6.238176239182e-5,8.061079486736e-4,8.272199128558e-4,0.282077206,6.510708831513e-4,9.441801198875e-4,0.390625000
0,0,a303ea0000000002,2400,evaluation_state_response_comparator,170,5.542694821019e-5,7.598447498379e-4,7.758903503728e-4,0.297702206,6.853948789285e-4,9.870042274542e-4,0.468750000
0,0,a303ea0000000002,4200,hash_placebo_00,170,9.514830335169e-5,9.955541973762e-4,9.958508040739e-4,0.357169118,4.947666402586e-4,8.582475892922e-4,0.593750000
0,0,a303ea0000000002,4200,hash_placebo_01,170,9.692172182122e-5,1.004789166428e-3,9.812279637446e-4,0.352389706,5.105320389305e-4,8.422489442701e-4,0.625000000
0,0,a303ea0000000002,4200,hash_placebo_02,170,9.532915887434e-5,9.964999104906e-4,1.017205506386e-3,0.359375000,5.467810163111e-4,9.635221267850e-4,0.703125000
0,0,a303ea0000000002,4200,hash_placebo_03,170,9.599897147128e-5,9.999946430652e-4,1.011634522423e-3,0.358547794,5.102183100121e-4,8.719471186964e-4,0.609375000
0,0,a303ea0000000002,4200,hash_placebo_04,170,9.609078998196e-5,1.000472752742e-3,1.012379799135e-3,0.363786765,5.562972021949e-4,1.042739029685e-3,0.718750000
0,0,a303ea0000000002,4200,hash_placebo_05,170,9.696542580973e-5,1.005015680898e-3,9.884489006268e-4,0.358272059,5.182987656553e-4,8.291204085253e-4,0.640625000
0,0,a303ea0000000002,4200,hash_placebo_06,170,9.638298991033e-5,1.001992753583e-3,9.963240756990e-4,0.347977941,5.172726815204e-4,8.512379429249e-4,0.625000000
0,0,a303ea0000000002,4200,hash_placebo_07,170,9.231654150522e-5,9.806276768883e-4,1.025219407438e-3,0.376838235,4.785347459801e-4,8.761602444451e-4,0.515625000
0,0,a303ea0000000002,4200,gradient_full171,170,8.503745028435e-5,9.411730838668e-4,9.813623505427e-4,0.351286765,4.738976710144e-4,8.231270096140e-4,0.500000000
0,0,a303ea0000000002,4200,development_response_oracle,170,8.664595961214e-5,9.500326727503e-4,9.313266307242e-4,0.324632353,5.119201567254e-4,8.396610951777e-4,0.593750000
0,0,a303ea0000000002,4200,evaluation_state_response_comparator,170,8.206749789131e-5,9.245916772831e-4,9.163572044559e-4,0.331525735,5.246604363833e-4,8.495794911028e-4,0.656250000
0,1,a303ea0000000003,600,hash_placebo_00,170,1.476246694964e-5,3.921424452824e-4,3.786391280430e-4,0.307447605,4.189546133091e-4,4.333233393012e-4,0.109375000
0,1,a303ea0000000003,600,hash_placebo_01,170,1.412783102665e-5,3.836207847962e-4,3.958313041195e-4,0.303611527,4.244126688207e-4,4.300817845362e-4,0.046875000
0,1,a303ea0000000003,600,hash_placebo_02,170,1.458998896086e-5,3.898449072074e-4,4.110062510498e-4,0.310348054,4.869663559077e-4,5.075430356527e-4,0.156250000
0,1,a303ea0000000003,600,hash_placebo_03,170,1.445573038270e-5,3.880470652122e-4,3.945355291597e-4,0.312500000,4.119129706339e-4,4.196503985341e-4,0.125000000
0,1,a303ea0000000003,600,hash_placebo_04,170,1.439302456186e-5,3.872045185506e-4,3.926597394958e-4,0.319797904,3.782357183297e-4,3.924331585878e-4,0.078125000
0,1,a303ea0000000003,600,hash_placebo_05,170,1.442718232556e-5,3.876637063546e-4,4.017719267581e-4,0.304827844,4.770061993327e-4,4.918237354588e-4,0.140625000
0,1,a303ea0000000003,600,hash_placebo_06,170,1.460345124792e-5,3.900247220786e-4,3.929307777681e-4,0.308757485,3.953067351574e-4,4.028245649508e-4,0.109375000
0,1,a303ea0000000003,600,hash_placebo_07,170,1.428927991756e-5,3.858065134337e-4,3.811777132609e-4,0.313061377,4.230505905980e-4,4.341612203760e-4,0.109375000
0,1,a303ea0000000003,600,gradient_full171,170,8.034590547181e-6,2.892985508660e-4,2.847722299120e-4,0.283308383,3.519886125503e-4,3.557102066623e-4,0.015625000
0,1,a303ea0000000003,600,development_response_oracle,170,8.984238806386e-6,3.059179970186e-4,2.971264376159e-4,0.283776198,3.915324713262e-4,3.954993815967e-4,0.015625000
0,1,a303ea0000000003,600,evaluation_state_response_comparator,170,8.148950169330e-6,2.913501288779e-4,2.853132282033e-4,0.270958084,4.430509255542e-4,4.443334537498e-4,0.015625000
0,1,a303ea0000000003,2400,hash_placebo_00,170,4.198490259504e-5,6.613189361912e-4,6.864705224679e-4,0.342526355,5.942477919234e-4,7.192597033736e-4,0.187500000
0,1,a303ea0000000003,2400,hash_placebo_01,170,4.182360723228e-5,6.600474038554e-4,6.531629269186e-4,0.336690512,5.969297297952e-4,6.688953227467e-4,0.140625000
0,1,a303ea0000000003,2400,hash_placebo_02,170,4.186228527036e-5,6.603525358218e-4,6.814353840721e-4,0.334149096,5.547986380634e-4,6.665934343459e-4,0.156250000
0,1,a303ea0000000003,2400,hash_placebo_03,170,4.171230977432e-5,6.591685875524e-4,6.755982169784e-4,0.334619729,6.289182279033e-4,7.546381216343e-4,0.250000000
0,1,a303ea0000000003,2400,hash_placebo_04,170,4.228944276011e-5,6.637130620616e-4,6.557187123856e-4,0.336502259,6.209115972524e-4,7.781285748365e-4,0.234375000
0,1,a303ea0000000003,2400,hash_placebo_05,170,4.182937570835e-5,6.600929204503e-4,6.796113287411e-4,0.333584337,6.512890397516e-4,8.169949062449e-4,0.265625000
0,1,a303ea0000000003,2400,hash_placebo_06,170,4.098696917551e-5,6.534122707588e-4,6.584481129807e-4,0.316076807,5.917332146055e-4,6.695152271732e-4,0.171875000
0,1,a303ea0000000003,2400,hash_placebo_07,170,4.229533156900e-5,6.637592715062e-4,6.677510967817e-4,0.338478916,5.797001269912e-4,6.997708676977e-4,0.171875000
0,1,a303ea0000000003,2400,gradient_full171,170,3.388476008553e-5,5.941096286805e-4,5.868760881669e-4,0.315512048,6.026583247376e-4,6.971460824161e-4,0.171875000
0,1,a303ea0000000003,2400,development_response_oracle,170,3.442729698296e-5,5.988469561631e-4,6.187402448527e-4,0.318618223,6.178203434501e-4,7.448779560946e-4,0.250000000
0,1,a303ea0000000003,2400,evaluation_state_response_comparator,170,3.374062407510e-5,5.928446964556e-4,5.770055259580e-4,0.320594880,5.799874086279e-4,6.845832672298e-4,0.203125000
0,1,a303ea0000000003,4200,hash_placebo_00,170,5.692443646598e-5,7.700408299915e-4,7.679400576185e-4,0.329974112,5.654993731810e-4,6.605436153677e-4,0.156250000
0,1,a303ea0000000003,4200,hash_placebo_01,170,5.704531061408e-5,7.708579542064e-4,8.012054141610e-4,0.338480030,5.471019867400e-4,6.138730809084e-4,0.125000000
0,1,a303ea0000000003,4200,hash_placebo_02,170,5.735528361462e-5,7.729494621162e-4,7.888331737331e-4,0.318232249,5.435111698944e-4,6.165577870547e-4,0.140625000
0,1,a303ea0000000003,4200,hash_placebo_03,170,5.695726106167e-5,7.702628140614e-4,7.328509708832e-4,0.308801775,4.929910709279e-4,5.612834310114e-4,0.109375000
0,1,a303ea0000000003,4200,hash_placebo_04,170,5.780089456785e-5,7.759462943712e-4,7.657450008223e-4,0.324519231,5.961289073184e-4,6.842464579222e-4,0.203125000
0,1,a303ea0000000003,4200,hash_placebo_05,170,5.684327046112e-5,7.694916507907e-4,7.752221913669e-4,0.324149408,4.840713560270e-4,5.742327034000e-4,0.125000000
0,1,a303ea0000000003,4200,hash_placebo_06,170,5.822972968464e-5,7.788194169478e-4,7.674280756303e-4,0.315273669,5.237760439059e-4,5.872944159364e-4,0.125000000
0,1,a303ea0000000003,4200,hash_placebo_07,170,5.701092884577e-5,7.706256173677e-4,7.802180981006e-4,0.330159024,5.211645651571e-4,5.752847470148e-4,0.109375000
0,1,a303ea0000000003,4200,gradient_full171,170,4.808308975436e-5,7.077185304021e-4,7.104448574566e-4,0.320636095,5.052850345919e-4,6.058104789588e-4,0.156250000
0,1,a303ea0000000003,4200,development_response_oracle,170,5.111055109992e-5,7.296585324366e-4,7.368619422119e-4,0.310743343,5.412108879455e-4,6.251425489836e-4,0.140625000
0,1,a303ea0000000003,4200,evaluation_state_response_comparator,170,4.750776716295e-5,7.034718008663e-4,7.103345476946e-4,0.307877219,4.384634762573e-4,5.175025706876e-4,0.109375000
0,1,a303ea0000000004,600,hash_placebo_00,170,1.291155343381e-5,3.667360744034e-4,3.522162759668e-4,0.285203313,4.101738861664e-4,4.306649315513e-4,0.062500000
0,1,a303ea0000000004,600,hash_placebo_01,170,1.247898755920e-5,3.605405022209e-4,3.447294087937e-4,0.290756777,3.052704523725e-4,3.177056255481e-4,0.031250000
0,1,a303ea0000000004,600,hash_placebo_02,170,1.288717669614e-5,3.663897159011e-4,3.432165625619e-4,0.273625753,3.873541638768e-4,4.226208941418e-4,0.078125000
0,1,a303ea0000000004,600,hash_placebo_03,170,1.271403992979e-5,3.639202054508e-4,3.516114387164e-4,0.269484187,3.362342025071e-4,3.663860410938e-4,0.078125000
0,1,a303ea0000000004,600,hash_placebo_04,170,1.269943953152e-5,3.637111882433e-4,3.636555302969e-4,0.279743976,3.478030212705e-4,3.781022614362e-4,0.093750000
0,1,a303ea0000000004,600,hash_placebo_05,170,1.265944440145e-5,3.631380075331e-4,3.522224437886e-4,0.264118976,3.166649657942e-4,3.400584002975e-4,0.046875000
0,1,a303ea0000000004,600,hash_placebo_06,170,1.293657258772e-5,3.670912208912e-4,3.722327180825e-4,0.299604669,3.803095552826e-4,4.075790574039e-4,0.093750000
0,1,a303ea0000000004,600,hash_placebo_07,170,1.240435750422e-5,3.594607869235e-4,3.558640076309e-4,0.293015813,3.518621431340e-4,3.709984921443e-4,0.046875000
0,1,a303ea0000000004,600,gradient_full171,170,7.108237557976e-6,2.721105312716e-4,2.703617287477e-4,0.248682229,2.713612561820e-4,2.890148722745e-4,0.062500000
0,1,a303ea0000000004,600,development_response_oracle,170,7.982652267936e-6,2.883619735523e-4,2.921984002155e-4,0.269484187,2.605230279187e-4,2.731849779138e-4,0.015625000
0,1,a303ea0000000004,600,evaluation_state_response_comparator,170,6.829333051646e-6,2.667187394141e-4,2.580633630969e-4,0.241622741,2.408858342164e-4,2.579370788567e-4,0.031250000
0,1,a303ea0000000004,2400,hash_placebo_00,170,4.515730574599e-5,6.858488182688e-4,6.952867341643e-4,0.345796131,4.076435427436e-4,5.150048679354e-4,0.250000000
0,1,a303ea0000000004,2400,hash_placebo_01,170,4.429720104270e-5,6.792857848713e-4,6.829552185541e-4,0.351097470,3.437917712432e-4,4.247340430794e-4,0.203125000
0,1,a303ea0000000004,2400,hash_placebo_02,170,4.515792775807e-5,6.858535418099e-4,6.822471316951e-4,0.352492560,3.686339303925e-4,4.457175048174e-4,0.250000000
0,1,a303ea0000000004,2400,hash_placebo_03,170,4.382084029646e-5,6.756234797736e-4,6.762876261146e-4,0.350911458,3.838229772981e-4,4.452568061879e-4,0.250000000
0,1,a303ea0000000004,2400,hash_placebo_04,170,4.456485202081e-5,6.813348725481e-4,6.940302073872e-4,0.342912946,3.525604288939e-4,4.066254403341e-4,0.234375000
0,1,a303ea0000000004,2400,hash_placebo_05,170,4.453113829973e-5,6.810771057343e-4,6.905776864448e-4,0.348028274,3.357804144457e-4,4.410356141307e-4,0.250000000
0,1,a303ea0000000004,2400,hash_placebo_06,170,4.558812810693e-5,6.891127153428e-4,7.014353673547e-4,0.355840774,3.753781212907e-4,4.543384510498e-4,0.265625000
0,1,a303ea0000000004,2400,hash_placebo_07,170,4.460463292847e-5,6.816389022091e-4,6.772466897979e-4,0.335100446,3.208221754960e-4,3.817057829849e-4,0.187500000
0,1,a303ea0000000004,2400,gradient_full171,170,3.573627736042e-5,6.101253061225e-4,6.205343367550e-4,0.337611607,3.206887876672e-4,3.446503440472e-4,0.156250000
0,1,a303ea0000000004,2400,development_response_oracle,170,3.740006222503e-5,6.241666296036e-4,6.244107767716e-4,0.334263393,3.773181209681e-4,4.074625389450e-4,0.187500000
0,1,a303ea0000000004,2400,evaluation_state_response_comparator,170,3.512867812927e-5,6.049163004195e-4,6.060720888443e-4,0.340308780,3.884073731513e-4,4.578741609862e-4,0.296875000
0,1,a303ea0000000004,4200,hash_placebo_00,168,6.347607496960e-5,8.131476583417e-4,8.128013794269e-4,0.308686756,8.851262280132e-4,8.972584131470e-4,0.015625000
0,1,a303ea0000000004,4200,hash_placebo_01,168,6.474690006249e-5,8.212471465100e-4,8.106222124871e-4,0.308872768,1.226041247037e-3,1.353444674010e-3,0.125000000
0,1,a303ea0000000004,4200,hash_placebo_02,168,6.470008211632e-5,8.209501743174e-4,8.160205339866e-4,0.321149554,1.068660530336e-3,1.116426582449e-3,0.046875000
0,1,a303ea0000000004,4200,hash_placebo_03,168,6.327571490667e-5,8.118633076312e-4,8.062489701228e-4,0.322823661,1.046385697919e-3,1.081175107515e-3,0.062500000
0,1,a303ea0000000004,4200,hash_placebo_04,168,6.334737992862e-5,8.123229289655e-4,8.060037601244e-4,0.314081101,1.028295055221e-3,1.068335970444e-3,0.031250000
0,1,a303ea0000000004,4200,hash_placebo_05,168,6.417133652443e-5,8.175887854720e-4,8.209924420653e-4,0.312965030,1.045803089255e-3,1.078990672454e-3,0.031250000
0,1,a303ea0000000004,4200,hash_placebo_06,168,6.466640029151e-5,8.207364597542e-4,8.071803013947e-4,0.310825893,1.023166913683e-3,1.114026716550e-3,0.078125000
0,1,a303ea0000000004,4200,hash_placebo_07,168,6.505499020976e-5,8.231987293591e-4,8.214026494946e-4,0.315755208,1.004166238545e-3,1.021991598087e-3,0.015625000
0,1,a303ea0000000004,4200,gradient_full171,168,5.644730372575e-5,7.668068512626e-4,7.612984259697e-4,0.312220982,9.035626039804e-4,9.249827336362e-4,0.031250000
0,1,a303ea0000000004,4200,development_response_oracle,168,5.873930727182e-5,7.822197799094e-4,7.819206368465e-4,0.304780506,9.445462669646e-4,9.660941229868e-4,0.000000000
0,1,a303ea0000000004,4200,evaluation_state_response_comparator,168,5.565868822999e-5,7.614315480697e-4,7.586010181274e-4,0.317987351,8.886863076896e-4,9.303964742102e-4,0.015625000
0,2,a303ea0000000005,600,hash_placebo_00,170,8.445661016069e-6,2.966068704262e-4,2.935498418502e-4,0.298484848,2.879167218834e-4,3.684401991464e-4,0.203125000
0,2,a303ea0000000005,600,hash_placebo_01,170,8.562380318363e-6,2.986493958635e-4,3.061649583752e-4,0.295833333,2.365114424947e-4,2.817792171186e-4,0.109375000
0,2,a303ea0000000005,600,hash_placebo_02,170,8.454338395477e-6,2.967592036532e-4,2.888643499442e-4,0.303977273,2.866067387117e-4,3.232818329479e-4,0.093750000
0,2,a303ea0000000005,600,hash_placebo_03,170,8.337870085470e-6,2.947080137871e-4,3.010133735246e-4,0.291193182,2.989423972890e-4,3.361046318346e-4,0.156250000
0,2,a303ea0000000005,600,hash_placebo_04,170,8.133750550869e-6,2.910782854117e-4,2.956112134112e-4,0.296022727,2.848923293755e-4,3.271589956171e-4,0.093750000
0,2,a303ea0000000005,600,hash_placebo_05,170,8.627044089012e-6,2.997749866047e-4,3.344829462848e-4,0.303977273,2.501130105088e-4,3.094106065191e-4,0.093750000
0,2,a303ea0000000005,600,hash_placebo_06,170,8.388717246877e-6,2.956052626758e-4,3.016780044845e-4,0.306060606,3.094905661483e-4,3.779309001075e-4,0.187500000
0,2,a303ea0000000005,600,hash_placebo_07,170,8.207998467156e-6,2.924038030411e-4,2.867555516933e-4,0.286458333,3.058436327024e-4,3.584797427720e-4,0.156250000
0,2,a303ea0000000005,600,gradient_full171,170,4.338535955287e-6,2.125866479052e-4,2.146832192512e-4,0.255208333,2.768935680137e-4,3.799567496685e-4,0.343750000
0,2,a303ea0000000005,600,development_response_oracle,170,5.058929279320e-6,2.295586635109e-4,2.345246642263e-4,0.269791667,2.739627645578e-4,3.531646461994e-4,0.265625000
0,2,a303ea0000000005,600,evaluation_state_response_comparator,170,3.723579315843e-6,1.969448769073e-4,2.024630404365e-4,0.254640152,2.550360200075e-4,3.683292372898e-4,0.296875000
0,2,a303ea0000000005,2400,hash_placebo_00,170,2.811029360945e-5,5.411243465524e-4,5.543109600832e-4,0.323988971,6.049129865175e-4,6.264772167341e-4,0.093750000
0,2,a303ea0000000005,2400,hash_placebo_01,170,2.822403624008e-5,5.422180165771e-4,5.332096020998e-4,0.333088235,4.962770615293e-4,5.172731172820e-4,0.093750000
0,2,a303ea0000000005,2400,hash_placebo_02,170,2.769311155916e-5,5.370939508825e-4,5.327045830645e-4,0.323529412,5.397526740012e-4,5.652033813703e-4,0.062500000
0,2,a303ea0000000005,2400,hash_placebo_03,170,2.764490429752e-5,5.366262694829e-4,5.580773123503e-4,0.328400735,5.484375666924e-4,5.611631285660e-4,0.031250000
0,2,a303ea0000000005,2400,hash_placebo_04,170,2.719066444629e-5,5.321992934815e-4,5.486890671333e-4,0.331525735,4.837951264278e-4,5.012535535727e-4,0.046875000
0,2,a303ea0000000005,2400,hash_placebo_05,170,2.791400871499e-5,5.392317907120e-4,5.273589183400e-4,0.319393382,5.144271003417e-4,5.432007471668e-4,0.125000000
0,2,a303ea0000000005,2400,hash_placebo_06,170,2.818273968353e-5,5.418211928642e-4,5.411465353504e-4,0.320496324,5.241654286579e-4,5.397896740220e-4,0.093750000
0,2,a303ea0000000005,2400,hash_placebo_07,170,2.711157006586e-5,5.314246778106e-4,5.100219993806e-4,0.315808824,5.751810958827e-4,6.040842255288e-4,0.093750000
0,2,a303ea0000000005,2400,gradient_full171,170,2.046957588598e-5,4.617626541984e-4,4.740915459751e-4,0.292279412,5.053352021207e-4,5.216035250086e-4,0.062500000
0,2,a303ea0000000005,2400,development_response_oracle,170,2.246625837410e-5,4.837597799841e-4,4.810297880822e-4,0.316268382,5.752251587694e-4,6.153889481268e-4,0.125000000
0,2,a303ea0000000005,2400,evaluation_state_response_comparator,170,2.047054891241e-5,4.617736290698e-4,4.755514135318e-4,0.289154412,5.791098408281e-4,5.911977672497e-4,0.031250000
0,2,a303ea0000000005,4200,hash_placebo_00,170,4.115907850377e-5,6.547827128757e-4,6.818780928082e-4,0.317738971,5.937162229088e-4,7.287957444078e-4,0.375000000
